name x y flux0 flux1 flux2 width rv
F02392  16.894  13.395 4.78e-17 3.19e-17 2.35e-17 10.11 -594.32
F02378  16.941  14.514 5.09e-17 4.01e-17 2.15e-17 16.56 -594.44
F02403  16.964  13.827 7.86e-17 5.72e-17 3.05e-17 21.30 -594.24
F02405  17.008  13.816 5.20e-17 3.33e-17 2.40e-17 25.91 -594.24
F02398  17.043  13.786 6.50e-17 4.61e-17 3.44e-17 27.45 -594.26
F02404  17.058  13.742 5.33e-17 3.23e-17 2.16e-17 20.46 -594.41
F02402  17.067  13.697 3.71e-17 2.77e-17 1.76e-17 23.85 -594.37
F02372  17.083  13.491 4.72e-17 3.81e-17 2.29e-17 11.09 -594.28
F02379  17.111  14.177 4.57e-17 2.69e-17 2.04e-17 26.25 -594.18
F02397  17.112  13.827 5.32e-17 4.36e-17 3.01e-17 18.39 -594.27
F02381  17.128  13.809 6.75e-17 4.00e-17 2.38e-17 12.49 -594.31
F02373  17.140  13.845 4.19e-17 3.69e-17 2.87e-17 16.88 -594.32
F02400  17.144  14.213 4.65e-17 3.91e-17 2.64e-17 25.29 -594.26
F02389  17.154  13.733 4.32e-17 2.79e-17 2.02e-17 14.40 -594.29
F02391  17.156  13.793 4.90e-17 3.45e-17 2.56e-17 19.69 -594.29
F02384  17.163  14.387 5.44e-17 3.39e-17 2.36e-17 13.94 -594.40
F02386  17.198  13.798 7.97e-17 4.43e-17 2.61e-17 18.93 -594.46
F02380  17.200  13.793 4.22e-17 2.81e-17 1.79e-17 25.26 -594.33
F02394  17.207  13.719 5.56e-17 4.04e-17 2.28e-17 16.38 -594.33
F02382  17.214  13.812 5.21e-17 3.46e-17 2.21e-17 12.26 -594.10
F02393  17.218  13.743 5.12e-17 4.68e-17 2.80e-17 14.84 -594.37
F02375  17.220  13.819 5.85e-17 4.06e-17 2.72e-17 17.04 -594.23
F02395  17.222  13.715 4.88e-17 3.71e-17 2.24e-17 16.58 -594.31
F02387  17.224  13.835 4.22e-17 4.09e-17 2.58e-17 23.06 -594.50
F02377  17.231  13.817 5.21e-17 3.96e-17 2.54e-17 11.67 -594.21
F02383  17.239  13.856 3.56e-17 3.32e-17 1.61e-17 23.23 -594.14
F02376  17.248  13.835 4.41e-17 3.86e-17 2.55e-17 17.84 -594.33
F02396  17.275  13.806 6.03e-17 3.83e-17 2.65e-17 19.71 -594.27
F02390  17.288  13.770 3.91e-17 2.73e-17 2.01e-17 16.02 -594.36
F02401  17.344  13.748 6.64e-17 4.72e-17 2.35e-17 16.12 -594.26
F02374  17.355  13.679 5.85e-17 4.15e-17 3.39e-17 17.47 -594.44
F02399  17.600  13.871 5.05e-17 3.77e-17 1.91e-17 15.83 -594.13
F02388  17.713  13.132 6.65e-17 4.93e-17 2.44e-17 15.43 -594.25
F02385  17.737  13.335 6.78e-17 4.29e-17 3.85e-17 17.01 -594.23
F10652  18.030   9.185 1.81e-17 1.59e-17 9.19e-18 12.27 -1147.16
F10638  18.072   9.316 1.57e-17 1.04e-17 7.29e-18  9.02 -1147.05
F10634  18.102   9.103 1.30e-17 1.18e-17 6.81e-18  9.30 -1146.73
F10659  18.110   9.130 1.31e-17 1.17e-17 4.18e-18  7.52 -1146.90
F10669  18.126   9.154 1.68e-17 1.12e-17 6.61e-18 10.24 -1147.06
F10642  18.132   8.972 1.42e-17 1.12e-17 6.10e-18  9.74 -1147.11
F10650  18.134   9.089 1.57e-17 1.31e-17 6.84e-18 10.90 -1146.93
F10636  18.149   9.043 1.73e-17 1.34e-17 6.09e-18 11.82 -1147.25
F10647  18.149   9.078 1.39e-17 1.01e-17 4.94e-18  8.71 -1147.03
F10657  18.149   9.070 1.94e-17 1.24e-17 9.86e-18  7.85 -1146.91
F10663  18.151   9.073 1.76e-17 1.09e-17 7.46e-18  9.44 -1147.05
F10654  18.158   9.070 1.79e-17 1.36e-17 8.85e-18 11.75 -1146.96
F10661  18.165   9.123 1.63e-17 1.00e-17 7.95e-18  8.12 -1147.23
F10670  18.165   9.091 1.50e-17 1.11e-17 7.16e-18  8.46 -1147.10
F10660  18.168   9.117 1.79e-17 1.12e-17 9.15e-18  9.66 -1147.10
F10655  18.189   9.015 2.24e-17 1.37e-17 1.01e-17 12.18 -1146.85
F10643  18.204   8.854 1.36e-17 1.14e-17 5.91e-18  8.25 -1146.95
F10649  18.237   9.019 1.59e-17 1.10e-17 7.72e-18  9.73 -1146.89
F10662  18.308   9.206 1.78e-17 1.23e-17 6.96e-18  9.22 -1146.98
F10667  18.429   8.764 1.55e-17 1.17e-17 9.44e-18  6.04 -1146.91
F10586  26.837  10.064 4.58e-17 4.06e-17 2.38e-17 23.07 -559.97
F10587  26.924  10.130 5.92e-17 5.10e-17 3.16e-17 20.33 -560.09
F10585  26.934  10.069 6.85e-17 4.50e-17 2.75e-17 17.12 -559.77
F09495  27.186   7.417 2.65e-17 1.39e-17 9.95e-18  8.73 -1051.39
F09518  27.344   7.155 1.91e-17 1.31e-17 9.29e-18  9.59 -1051.04
F09513  27.387   7.604 1.96e-17 1.86e-17 8.18e-18 11.67 -1051.17
F09494  27.393   7.066 1.73e-17 1.03e-17 7.50e-18 10.31 -1051.17
F09502  27.412   7.397 1.78e-17 1.08e-17 7.77e-18  5.57 -1051.25
F09505  27.463   7.414 1.21e-17 1.03e-17 6.33e-18  9.97 -1051.20
F09515  27.480   7.387 2.44e-17 1.47e-17 9.07e-18 10.42 -1051.41
F09541  27.517   7.434 2.46e-17 1.45e-17 9.32e-18 13.71 -1051.35
F09526  27.517   7.443 1.83e-17 1.23e-17 8.57e-18  9.32 -1051.09
F09500  27.517   7.516 2.35e-17 1.26e-17 7.70e-18 12.39 -1051.25
F09530  27.526   7.486 2.00e-17 1.25e-17 8.65e-18 11.59 -1051.27
F09534  27.527   7.461 2.04e-17 1.39e-17 8.41e-18 12.84 -1051.17
F09535  27.528   7.515 1.57e-17 1.37e-17 7.58e-18 11.25 -1051.12
F09504  27.531   7.640 2.22e-17 1.42e-17 9.80e-18 15.61 -1051.03
F09503  27.536   7.368 1.54e-17 1.25e-17 7.16e-18 10.58 -1051.27
F09536  27.541   7.619 1.53e-17 1.15e-17 7.41e-18  6.37 -1051.40
F09514  27.542   7.497 1.71e-17 1.20e-17 1.02e-17  7.17 -1051.19
F09532  27.542   7.523 1.30e-17 1.19e-17 5.48e-18 11.17 -1051.38
F09508  27.543   7.525 1.38e-17 1.30e-17 7.34e-18 13.70 -1051.37
F09528  27.548   7.537 2.29e-17 1.16e-17 8.91e-18 13.24 -1051.28
F09523  27.553   7.485 2.52e-17 1.28e-17 1.01e-17 14.25 -1051.24
