name x y flux0 flux1 flux2 width rv
F07003  10.618 -35.801 2.06e-17 1.14e-17 9.12e-18  9.65 -992.86
F06994  10.633 -35.693 1.34e-17 1.07e-17 5.79e-18  6.71 -992.70
F06995  10.670 -36.078 2.15e-17 1.39e-17 8.68e-18 14.09 -992.80
F07014  10.677 -35.820 1.98e-17 1.53e-17 8.65e-18  8.25 -992.91
F07013  10.685 -35.859 1.29e-17 1.03e-17 5.68e-18 10.51 -992.88
F06989  10.719 -35.787 2.07e-17 1.15e-17 8.58e-18 14.93 -992.88
F06978  10.724 -35.750 2.55e-17 1.74e-17 8.79e-18  9.22 -992.82
F07016  10.730 -35.620 2.16e-17 1.08e-17 1.02e-17  8.66 -993.07
F06976  10.731 -35.965 3.51e-17 1.45e-17 9.48e-18  9.34 -992.87
F06982  10.732 -35.802 1.71e-17 1.32e-17 1.15e-17 16.57 -992.79
F07004  10.740 -35.721 2.23e-17 1.50e-17 1.45e-17 13.23 -992.71
F07011  10.770 -35.836 2.02e-17 1.73e-17 1.09e-17  8.28 -992.83
F07005  10.776 -35.674 1.59e-17 1.58e-17 1.03e-17 10.58 -992.83
F06983  10.777 -35.758 2.68e-17 1.49e-17 9.90e-18  8.95 -992.87
F07009  10.780 -35.768 1.39e-17 1.05e-17 6.34e-18 12.81 -992.96
F07001  10.781 -35.770 2.81e-17 2.18e-17 9.25e-18 11.80 -992.75
F06997  10.783 -35.774 2.04e-17 1.65e-17 8.75e-18  7.67 -992.94
F06975  10.785 -35.769 2.58e-17 1.43e-17 7.32e-18  7.14 -992.76
F06998  10.787 -35.792 2.04e-17 1.58e-17 6.61e-18  7.99 -992.69
F07015  10.789 -35.771 1.86e-17 1.42e-17 9.13e-18  7.82 -993.04
F06984  10.790 -35.759 1.82e-17 1.29e-17 8.19e-18 11.67 -992.92
F06991  10.792 -35.600 1.82e-17 2.26e-17 1.17e-17  8.41 -992.99
F06990  10.792 -35.790 1.67e-17 1.07e-17 9.49e-18 12.42 -992.89
F06986  10.797 -35.789 2.16e-17 1.43e-17 1.05e-17 14.74 -992.82
F06980  10.798 -35.736 1.90e-17 1.25e-17 8.70e-18  7.47 -992.80
F06987  10.800 -35.691 2.00e-17 1.81e-17 1.52e-17  5.84 -992.72
F07008  10.800 -35.771 1.51e-17 1.63e-17 3.98e-18 10.72 -992.83
F07019  10.801 -35.779 1.37e-17 1.67e-17 6.50e-18 10.17 -993.04
F07000  10.802 -35.687 1.53e-17 1.01e-17 7.84e-18 11.10 -992.70
F07021  10.804 -35.804 1.92e-17 1.76e-17 1.18e-17 15.21 -992.73
F06981  10.808 -35.815 1.91e-17 1.14e-17 1.22e-17 11.83 -992.82
F07007  10.823 -35.651 1.95e-17 1.06e-17 9.65e-18  9.11 -992.93
F07020  10.840 -35.835 3.54e-17 1.62e-17 1.04e-17  8.94 -992.83
F06988  10.840 -35.833 1.92e-17 1.80e-17 1.16e-17  6.90 -992.78
F06977  10.841 -35.792 1.23e-17 1.34e-17 5.90e-18  7.29 -992.89
F06992  10.867 -35.772 1.93e-17 1.66e-17 1.27e-17  8.69 -992.81
F07012  10.867 -35.874 1.38e-17 1.51e-17 6.58e-18  8.94 -992.76
F07017  10.904 -35.948 1.48e-17 1.01e-17 6.13e-18  9.39 -992.85
F07010  10.923 -35.804 1.53e-17 1.35e-17 7.83e-18  8.86 -992.95
F06999  11.005 -36.298 2.40e-17 1.87e-17 1.13e-17 15.14 -992.66
F07022  11.053 -35.642 2.13e-17 1.55e-17 1.02e-17 11.23 -992.74
F07002  11.061 -35.569 1.80e-17 1.30e-17 9.24e-18 14.92 -993.18
F06993  11.066 -35.774 1.94e-17 1.42e-17 7.52e-18 14.16 -992.86
