Time,Flux
0.0,1.2429035943865478
1.0,1.2655503868821933
2.0,1.2543859453029758
3.0,1.2638171802145535
4.0,1.257782065289292
5.0,1.2926689522220771
6.0,1.3002817822568251
7.0,1.2861187952474555
8.0,1.3220573091611094
9.0,1.323640049157248
10.0,1.3326848054145344
11.0,1.327976082964259
12.0,1.3425919001514448
13.0,1.3519979600867107
14.0,1.3754529555224098
15.0,1.3727797067301886
16.0,1.389730866068899
17.0,1.4158830369312616
18.0,1.3083881099083297
19.0,1.2963613615844511
20.0,1.2307144532957137
21.0,1.1649029642624227
22.0,1.1184456016683104
23.0,1.0326160837187748
24.0,0.9954103937974413
25.0,1.0114949286065622
26.0,1.0183220472012875
27.0,1.0415876760575042
28.0,1.0505664050187098
29.0,1.0595508829901794
30.0,1.0399867524249535
31.0,1.0506630764211837
32.0,1.0586931556263484
33.0,1.0830597596799183
34.0,1.0792258353595228
35.0,1.0994845898333732
36.0,1.0969426577595072
37.0,1.102497079564115
38.0,1.1364775616596423
39.0,1.1178938463798846
40.0,1.1352613728519452
41.0,1.1476281760382334
42.0,1.1462004657870386
43.0,1.162750462185321
44.0,1.2075243743765773
45.0,1.2080138674196046
46.0,1.2162035416291208
47.0,1.2121490923682747
48.0,1.2005297164409676
49.0,1.2117004939037381
50.0,1.247674232223686
51.0,1.244347047419882
52.0,1.2650828764975866
53.0,1.2718958413261574
54.0,1.2806243001733146
55.0,1.3032503772783144
56.0,1.3152535896984994
57.0,1.3077830216458353
58.0,1.26949602947962
59.0,1.3144942217902391
60.0,1.325287636479497
61.0,1.3658789401704245
62.0,1.354056166506859
63.0,1.3535581714968956
64.0,1.3657410382708435
65.0,1.3653148041631022
66.0,1.3589312715195423
67.0,1.406426594186299
68.0,1.3316813423481335
69.0,1.2853157759541278
70.0,1.2311883249603943
71.0,1.1724602346137811
72.0,1.1119177024158955
73.0,1.0421898405409924
74.0,1.0401613348112888
75.0,0.9831754863920004
76.0,1.0134891149558811
77.0,1.0141214978778408
78.0,1.0449957488922201
79.0,1.0639214660235141
80.0,1.0231247492030302
81.0,1.072993945454571
82.0,1.0628307912933204
83.0,1.0714142293432787
84.0,1.082320595546649
85.0,1.1149268206689025
86.0,1.116484058769017
87.0,1.0935243902306824
88.0,1.1338539722625411
89.0,1.1362679815717163
90.0,1.141236637261865
91.0,1.1489845312689317
92.0,1.1513901584289563
93.0,1.1557290551868
94.0,1.2004446350754399
95.0,1.2073153354172466
96.0,1.181351815036452
97.0,1.2165097673897547
98.0,1.2017514632932995
99.0,1.210106528023858
100.0,1.2308007657552804
101.0,1.27432943231531
102.0,1.2416419714502076
103.0,1.2413279548089522
104.0,1.2590900408259866
105.0,1.3069757915979512
106.0,1.306357669055952
107.0,1.2745808894851656
108.0,1.3219438978108293
109.0,1.3195218171274405
110.0,1.333056296164211
111.0,1.3351339678328582
112.0,1.377408339357022
113.0,1.366531905721687
114.0,1.381007103419186
115.0,1.3600235349806675
116.0,1.4139955720445385
117.0,1.3875493251156537
118.0,1.3769382579322444
119.0,1.3191521310614365
