name x y flux0 flux1 flux2 width rv
F04027  35.860  18.581 1.90e-17 1.48e-17 8.49e-18 17.28 -969.89
F04021  35.907  18.477 2.54e-17 1.73e-17 1.24e-17 14.11 -969.71
F04036  35.945  18.563 1.79e-17 1.12e-17 8.93e-18 14.30 -969.65
F04032  35.950  18.435 2.21e-17 1.71e-17 9.29e-18  7.95 -969.73
F04035  35.991  18.472 1.93e-17 1.36e-17 8.74e-18 10.14 -969.66
F04018  36.045  18.519 1.75e-17 1.31e-17 9.20e-18  8.20 -969.72
F04037  36.045  18.536 1.66e-17 1.39e-17 1.06e-17  8.84 -969.69
F04024  36.047  18.530 2.83e-17 1.53e-17 1.12e-17  9.28 -969.55
F04015  36.050  18.541 2.20e-17 1.66e-17 9.76e-18 14.52 -969.44
F04022  36.051  18.651 2.25e-17 1.55e-17 1.02e-17 15.88 -969.64
F04038  36.053  18.664 2.49e-17 1.64e-17 1.23e-17  9.04 -969.53
F04029  36.057  18.530 1.73e-17 1.17e-17 9.11e-18 10.00 -969.60
F04030  36.068  18.532 1.86e-17 1.62e-17 8.87e-18 16.99 -969.56
F04019  36.069  18.398 2.76e-17 2.23e-17 1.20e-17 11.30 -969.66
F04023  36.071  18.588 2.08e-17 1.47e-17 8.10e-18  6.09 -969.70
F04034  36.077  18.493 2.43e-17 1.56e-17 9.92e-18  8.53 -969.49
F04013  36.107  18.404 1.26e-17 1.02e-17 7.41e-18 12.82 -969.55
F04028  36.114  18.606 2.02e-17 1.33e-17 7.41e-18  7.74 -969.51
F04033  36.119  18.568 2.00e-17 1.22e-17 9.08e-18 16.91 -969.67
F04031  36.129  18.712 1.86e-17 1.26e-17 7.25e-18 12.54 -969.71
F04017  36.134  18.552 2.07e-17 1.37e-17 8.83e-18 11.80 -969.44
F04020  36.171  18.558 1.94e-17 1.54e-17 1.12e-17  8.44 -969.70
F04016  36.179  18.650 2.44e-17 1.22e-17 9.05e-18 14.24 -969.58
F04014  36.179  18.791 2.03e-17 1.84e-17 9.20e-18 11.71 -969.59
F04025  36.305  19.021 2.31e-17 1.75e-17 9.51e-18 15.94 -969.77
