name x y flux0 flux1 flux2 width rv
F07297 -35.976  -9.247 2.35e-17 1.59e-17 1.56e-17 13.58 -891.43
F07302 -35.915  -9.157 2.66e-17 1.87e-17 9.73e-18  9.73 -891.44
F07334 -35.871  -9.273 2.66e-17 2.11e-17 1.18e-17  9.52 -891.47
F07295 -35.755  -9.132 3.03e-17 3.56e-17 1.53e-17 14.71 -891.61
F07324 -35.746  -8.951 3.14e-17 2.09e-17 1.32e-17 10.25 -891.61
F07294 -35.741  -9.158 2.31e-17 1.79e-17 1.40e-17 14.99 -891.62
F07316 -35.706  -9.082 2.86e-17 1.87e-17 1.08e-17  9.60 -891.54
F07301 -35.675  -9.054 2.56e-17 2.08e-17 1.28e-17 13.56 -891.58
F07331 -35.668  -8.924 3.22e-17 2.22e-17 1.30e-17 12.60 -891.70
F07329 -35.658  -9.156 2.41e-17 1.72e-17 9.59e-18 12.08 -891.62
F07306 -35.615  -9.258 2.27e-17 2.00e-17 1.07e-17 14.23 -891.71
F07300 -35.614  -9.177 3.63e-17 2.53e-17 1.23e-17 17.83 -891.44
F07318 -35.578  -9.171 2.67e-17 1.70e-17 9.52e-18 11.55 -891.66
F07312 -35.573  -8.920 2.46e-17 1.61e-17 1.56e-17 15.47 -891.48
F07314 -35.551  -9.067 2.54e-17 1.82e-17 9.32e-18 18.96 -891.45
F07337 -35.550  -9.161 2.15e-17 1.38e-17 9.63e-18 12.33 -891.57
F07310 -35.549  -9.037 1.76e-17 1.44e-17 8.99e-18 10.29 -891.35
F07317 -35.549  -9.098 1.91e-17 1.38e-17 1.04e-17 15.19 -891.52
F07303 -35.545  -9.234 2.24e-17 1.04e-17 9.57e-18  8.22 -891.57
F07327 -35.544  -9.058 1.61e-17 1.94e-17 7.66e-18 12.57 -891.48
F07293 -35.543  -9.054 2.85e-17 1.97e-17 1.43e-17 11.23 -891.65
F07332 -35.543  -9.078 2.55e-17 1.91e-17 1.28e-17 24.15 -891.59
F07305 -35.542  -9.084 3.11e-17 2.04e-17 1.06e-17 10.20 -891.52
F07325 -35.541  -9.092 1.14e-17 1.02e-17 6.17e-18 12.46 -891.45
F07308 -35.541  -9.185 2.89e-17 2.43e-17 1.20e-17 13.31 -891.57
F07292 -35.538  -9.084 1.58e-17 1.11e-17 6.64e-18 18.35 -891.52
F07313 -35.538  -9.091 2.87e-17 1.65e-17 1.18e-17  6.48 -891.62
F07315 -35.533  -9.170 3.92e-17 2.07e-17 1.51e-17  6.85 -891.52
F07296 -35.529  -9.012 2.53e-17 1.84e-17 1.20e-17 10.95 -891.36
F07299 -35.527  -8.964 1.85e-17 1.45e-17 1.08e-17 10.56 -891.50
F07311 -35.521  -9.168 2.25e-17 1.30e-17 1.07e-17 12.44 -891.57
F07304 -35.498  -9.225 2.98e-17 1.82e-17 9.91e-18 10.93 -891.56
F07326 -35.497  -9.129 2.01e-17 1.35e-17 1.02e-17 11.20 -891.51
F07330 -35.496  -9.065 2.68e-17 1.76e-17 1.22e-17  8.52 -891.57
F07336 -35.491  -9.137 2.26e-17 1.59e-17 9.57e-18 12.84 -891.46
F07298 -35.482  -9.084 2.05e-17 1.83e-17 9.55e-18 10.72 -891.50
F07335 -35.453  -8.989 4.48e-17 2.24e-17 1.16e-17  8.65 -891.52
F07323 -35.445  -9.358 2.25e-17 1.63e-17 1.21e-17 20.32 -891.57
F07319 -35.439  -9.007 3.51e-17 1.70e-17 1.02e-17 13.56 -891.48
F07321 -35.432  -9.273 2.67e-17 1.77e-17 1.73e-17 13.19 -891.68
F07309 -35.423  -9.037 2.74e-17 2.23e-17 1.00e-17 14.74 -891.58
F07333 -35.421  -9.035 2.56e-17 1.42e-17 1.18e-17  7.27 -891.52
F07320 -35.370  -8.893 2.30e-17 1.96e-17 1.28e-17 10.41 -891.54
F07328 -35.303  -8.496 3.25e-17 2.46e-17 1.26e-17  9.29 -891.47
F07307 -35.294  -9.161 1.98e-17 1.06e-17 9.35e-18  9.67 -891.70
