name x y flux0 flux1 flux2 width rv
F07367  11.115  10.514 2.39e-17 1.48e-17 1.16e-17  6.53 -902.48
F07384  11.184  10.596 2.25e-17 1.47e-17 9.40e-18 13.98 -902.58
F07373  11.332  10.487 2.45e-17 1.40e-17 9.84e-18  7.94 -902.49
F07371  11.363  10.453 2.18e-17 1.64e-17 1.28e-17 17.04 -902.64
F07386  11.385  11.142 2.36e-17 1.79e-17 9.92e-18 14.71 -902.35
F07385  11.395  10.792 2.11e-17 1.67e-17 1.12e-17 12.75 -902.57
F07364  11.407  10.564 2.37e-17 1.39e-17 1.02e-17  7.78 -902.41
F07377  11.416  10.504 2.09e-17 1.04e-17 6.35e-18 10.30 -902.43
F07368  11.427  10.521 2.40e-17 1.34e-17 1.02e-17 12.51 -902.42
F07379  11.435  10.599 2.40e-17 1.76e-17 1.02e-17  9.10 -902.24
F07375  11.438  10.559 2.13e-17 1.44e-17 1.27e-17  9.54 -902.43
F07390  11.439  10.552 1.75e-17 1.34e-17 8.17e-18 13.78 -902.39
F07387  11.444  10.780 2.05e-17 1.83e-17 1.10e-17 10.56 -902.47
F07370  11.447  10.513 2.77e-17 1.80e-17 1.26e-17 12.74 -902.49
F07382  11.450  10.545 1.72e-17 1.36e-17 1.02e-17 12.76 -902.41
F07365  11.454  10.550 3.20e-17 1.62e-17 8.51e-18 10.71 -902.49
F07388  11.454  10.552 1.70e-17 1.39e-17 6.70e-18 10.96 -902.52
F07383  11.456  10.550 2.60e-17 1.64e-17 1.25e-17 14.63 -902.59
F07366  11.456  10.555 1.84e-17 1.70e-17 1.22e-17  8.84 -902.34
F07393  11.457  10.547 1.82e-17 1.34e-17 8.23e-18 14.31 -902.56
F07374  11.460  10.581 1.78e-17 1.23e-17 8.94e-18 15.62 -902.42
F07369  11.465  10.574 1.94e-17 1.39e-17 9.80e-18  7.54 -902.38
F07378  11.485  10.500 2.32e-17 2.05e-17 1.23e-17 13.24 -902.39
F07389  11.496  10.437 2.25e-17 2.04e-17 1.09e-17 15.67 -902.38
F07380  11.504  10.418 1.93e-17 1.32e-17 8.66e-18 13.06 -902.46
F07372  11.612  10.666 1.99e-17 1.20e-17 7.48e-18 10.08 -902.55
F07392  11.624  10.080 2.68e-17 1.67e-17 1.06e-17  7.45 -902.30
F07381  11.716  10.488 2.03e-17 1.25e-17 8.75e-18  6.99 -902.30
F07391  11.749  10.513 2.15e-17 1.71e-17 9.23e-18 12.25 -902.43
F06832  13.032  10.110 1.24e-15 7.57e-16 7.87e-16 105.64 -124.15
F06858  14.427  11.074 1.01e-15 7.10e-16 5.75e-16 80.50 -124.10
F06841  14.653  10.935 1.54e-15 1.16e-15 6.89e-16 69.63 -124.22
F06828  14.916  12.073 1.05e-15 9.03e-16 5.19e-16 109.17 -124.11
F06849  14.931  12.142 1.19e-15 8.92e-16 6.17e-16 118.10 -124.34
