name x y flux0 flux1 flux2 width rv
F02012 -11.486  -9.871 4.42e-17 3.66e-17 2.25e-17 15.91 -571.91
F02019 -11.477  -9.838 4.76e-17 4.40e-17 2.06e-17 11.40 -571.83
F02013 -11.413 -10.012 7.65e-17 5.00e-17 2.51e-17 20.51 -571.73
F02024 -11.307  -9.762 6.41e-17 4.42e-17 2.75e-17 28.33 -571.87
F02040 -11.292 -10.079 5.74e-17 3.85e-17 2.87e-17 22.18 -572.04
F02016 -11.287  -9.934 5.42e-17 5.04e-17 2.64e-17 14.90 -571.80
F02037 -11.274  -9.994 6.87e-17 4.43e-17 3.33e-17 22.34 -571.92
F02039 -11.257  -9.941 6.81e-17 4.26e-17 2.72e-17 22.35 -571.76
F02033 -11.256  -9.944 5.63e-17 4.13e-17 3.00e-17 17.75 -571.84
F02029 -11.241  -9.921 6.35e-17 5.34e-17 3.40e-17 14.40 -571.76
F02015 -11.236  -9.901 4.90e-17 3.49e-17 1.81e-17 20.46 -571.95
F02025 -11.214  -9.911 7.24e-17 4.18e-17 2.55e-17 11.37 -571.85
F02009 -11.208  -9.965 7.85e-17 5.12e-17 3.36e-17 19.09 -571.88
F02021 -11.207  -9.940 5.81e-17 4.48e-17 3.31e-17 25.36 -571.88
F02018 -11.206  -9.984 8.45e-17 4.48e-17 3.35e-17 25.71 -571.78
F02023 -11.199  -9.928 5.36e-17 3.66e-17 2.18e-17 14.73 -571.71
F02041 -11.189  -9.951 3.44e-17 3.02e-17 2.10e-17 24.20 -571.73
F02028 -11.182  -9.736 6.42e-17 4.17e-17 2.07e-17 17.29 -571.73
F02017 -11.169  -9.926 3.64e-17 3.76e-17 2.62e-17 20.41 -571.84
F02011 -11.148  -9.948 6.15e-17 3.90e-17 2.53e-17 15.39 -572.00
F02036 -11.142  -9.840 7.12e-17 3.99e-17 2.77e-17 26.36 -571.68
F02010 -11.141  -9.904 8.66e-17 6.00e-17 4.10e-17 15.46 -571.82
F02031 -11.134  -9.867 5.06e-17 4.68e-17 2.20e-17 18.11 -571.86
F02038 -11.134  -9.855 3.79e-17 2.68e-17 2.33e-17 16.36 -571.90
F02030 -11.133  -9.836 5.27e-17 3.39e-17 2.30e-17 21.24 -571.82
F02035 -11.132 -10.445 7.50e-17 4.96e-17 3.95e-17 17.65 -571.82
F02020 -11.115  -9.886 6.34e-17 3.76e-17 2.33e-17 18.84 -571.80
F02027 -11.055  -9.601 6.19e-17 4.84e-17 2.68e-17 21.30 -571.84
F02034 -11.035  -9.851 5.76e-17 2.85e-17 2.24e-17 14.41 -571.95
F02014 -10.996 -10.141 6.05e-17 4.05e-17 2.93e-17 26.77 -571.94
F02022 -10.992  -9.805 4.96e-17 3.91e-17 2.25e-17 26.77 -571.88
F02032 -10.952 -10.004 5.80e-17 4.51e-17 3.04e-17 18.95 -571.79
F02026 -10.929  -9.953 7.74e-17 5.25e-17 3.80e-17 14.66 -571.92
