name x y flux0 flux1 flux2 width rv
F04251 -41.563 -42.195 1.58e-16 1.21e-16 6.27e-17 17.60 -379.00
F04252 -41.252 -42.440 1.35e-16 1.05e-16 7.15e-17 27.71 -378.82
F04253 -41.171 -42.021 1.27e-16 7.06e-17 5.04e-17 31.56 -378.90
F04256 -41.143 -42.157 8.02e-17 6.67e-17 4.45e-17 29.37 -378.95
F04237 -41.137 -41.721 1.10e-16 1.16e-16 7.21e-17 24.69 -378.90
F04238 -40.936 -42.061 1.66e-16 1.15e-16 7.75e-17 41.96 -378.73
F04240 -40.894 -42.413 1.36e-16 7.79e-17 5.70e-17 38.20 -378.85
F04241 -40.821 -41.332 8.01e-17 8.45e-17 8.07e-17 29.70 -378.95
F04247 -40.817 -41.680 1.48e-16 1.25e-16 6.84e-17 25.70 -378.69
F04234 -40.762 -41.652 1.55e-16 1.01e-16 5.81e-17 31.65 -378.79
F04233 -40.715 -41.382 1.27e-16 6.49e-17 6.03e-17 30.40 -378.90
F04257 -40.696 -41.658 1.64e-16 9.18e-17 6.41e-17 23.72 -379.00
F04236 -40.683 -42.127 1.55e-16 1.07e-16 7.82e-17 24.30 -378.90
F04242 -40.676 -41.702 1.54e-16 8.92e-17 6.57e-17 26.47 -378.93
F04259 -40.666 -41.644 9.91e-17 7.77e-17 3.87e-17 27.77 -378.90
F04260 -40.656 -41.545 1.01e-16 5.98e-17 3.41e-17 22.65 -378.84
F04249 -40.651 -41.654 1.41e-16 1.12e-16 5.69e-17 23.61 -378.79
F04246 -40.640 -42.029 1.41e-16 9.14e-17 1.01e-16 28.56 -378.92
F04250 -40.581 -41.717 2.03e-16 1.23e-16 8.05e-17 27.32 -378.95
F04248 -40.569 -41.539 1.42e-16 9.87e-17 6.40e-17 30.24 -378.78
F04258 -40.557 -41.549 1.27e-16 9.89e-17 7.99e-17 32.59 -378.72
F04243 -40.552 -41.254 1.03e-16 7.96e-17 6.00e-17 42.99 -378.91
F04255 -40.486 -41.682 1.30e-16 5.94e-17 4.14e-17 25.59 -378.86
F04254 -40.476 -41.994 1.86e-16 8.60e-17 5.53e-17 25.11 -378.87
F04235 -40.468 -41.318 1.37e-16 8.46e-17 6.15e-17 43.68 -378.90
F04245 -40.349 -41.592 1.46e-16 1.14e-16 7.62e-17 31.40 -378.79
F04244 -40.323 -41.500 1.04e-16 9.26e-17 5.82e-17 31.78 -378.80
F04239 -39.672 -41.239 1.55e-16 1.04e-16 7.51e-17 28.57 -378.74
