Time,Flux
0.0,1.0270022448823075
1.0,1.020379463144479
2.0,1.021679260597298
3.0,1.0772756974282711
4.0,1.0547180922764139
5.0,1.0411185706349533
6.0,1.0615618027203442
7.0,1.0633065823642205
8.0,1.0638696387442215
9.0,1.0395610915620452
10.0,1.049133877310045
11.0,1.0366662463966565
12.0,1.0390776781461464
13.0,1.0197605270813461
14.0,1.0158504005875755
15.0,1.0069745261619245
16.0,0.9926268290299513
17.0,0.997793366326417
18.0,1.0389460146630112
19.0,1.0090371741989332
20.0,1.010745884541602
21.0,1.0569695002145576
22.0,1.04016690374518
23.0,1.0599687990517914
24.0,1.056222414367387
25.0,1.061536872251836
26.0,1.0497497762122654
27.0,1.0482062739684939
28.0,1.0638504584338675
29.0,1.0456439892452478
30.0,1.0207964291679705
31.0,0.9894937359312713
32.0,1.035819343327953
33.0,1.0481636859384054
34.0,1.0007979764610568
35.0,1.0363496323283787
36.0,0.9941091080596663
37.0,1.0174012306931437
38.0,1.0152071645801026
39.0,1.0329106193058433
40.0,1.0226346502250716
41.0,1.0451797052093539
42.0,1.0652541566369054
43.0,1.093165734666728
44.0,1.0977045882948806
45.0,1.0736752846058226
46.0,1.0387666512283447
47.0,1.066556639603136
48.0,1.052894569805925
49.0,1.0546393048249019
50.0,1.0326515222386299
51.0,1.027564904401924
52.0,1.016772921066747
53.0,1.0330148078004635
54.0,0.998149714968517
55.0,0.9774799965161877
56.0,1.0001707334642993
57.0,1.0269935054868595
58.0,1.0426941531608174
59.0,1.0302685083004466
60.0,1.0527663909958018
61.0,1.0566990688192552
62.0,1.05950679969063
63.0,1.050025701744913
64.0,1.0529822263554567
65.0,1.0608672280662523
66.0,1.0408888357444332
67.0,1.0404421503083625
68.0,1.0342636307683732
69.0,1.0397378158177815
70.0,1.0135627163317626
71.0,1.016245188445952
72.0,1.0240193441142569
73.0,1.023898807352932
74.0,0.9879998196694567
75.0,1.0030694890829033
76.0,0.9967184744605242
77.0,1.0171812552994188
78.0,0.9898024307811203
79.0,1.0605571087456782
80.0,1.0472808072603628
81.0,1.0711159368686147
82.0,1.0801688344516593
83.0,1.0522307328131513
84.0,1.024953867592518
85.0,1.020533659044833
86.0,1.0551228444547742
87.0,1.0372195357256542
88.0,1.0404712664698568
89.0,1.0422515690551977
90.0,1.021454828011183
91.0,1.014825627173566
92.0,1.0260031009074277
93.0,1.0052761509465842
94.0,0.9806464382772226
95.0,0.993502701421832
96.0,1.0044360600002944
97.0,1.0255639769450613
98.0,1.0147862843187088
99.0,1.0422508402053048
100.0,1.0629605898217607
101.0,1.0373880467626218
102.0,1.0548942303938933
103.0,1.0489934707736457
104.0,1.0542789424271932
105.0,1.0434617638581574
106.0,1.0371561228202926
107.0,1.0305274716930728
108.0,1.0654175751794814
109.0,1.013610424566632
110.0,1.0255938534592288
111.0,1.0293490455054322
112.0,1.014967248628574
113.0,1.0089907872290358
114.0,0.9884040314290703
115.0,1.0026574154782073
116.0,0.9824286493234801
117.0,1.0199195846810996
118.0,1.032353446847059
119.0,1.0502218593210728
