name x y flux1 flux2 flux3 par rv
P09816 -14.996  26.688 8.25e-16 5.01e-16 3.01e-16   0.001    3.00
P08418 -14.900  26.172 5.46e-16 4.14e-16 2.27e-16   0.002    1.88
P06192 -14.747  27.362 3.58e-17 3.36e-17 2.42e-17   0.000    1.75
P10034 -14.820  26.887 5.81e-16 3.71e-16 2.04e-16   0.002    2.93
P07769 -14.874  26.970 1.40e-14 7.67e-15 3.30e-15   0.001    2.77
P08525 -14.756  26.751 1.25e-17 1.32e-17 1.12e-17   0.002    2.82
P05898 -14.544  24.509 4.15e-17 3.88e-17 3.01e-17  -0.001    0.70
P08852 -14.691  26.801 2.03e-14 1.01e-14 4.54e-15   0.002    2.70
P01336 -14.608  27.211 1.02e-14 4.19e-14 1.13e-13   0.002    2.67
P07675 -14.311  26.498 4.40e-15 2.26e-15 1.27e-15   0.002    2.06
P06267 -14.371  26.342 6.53e-17 5.92e-17 3.97e-17   0.002    1.60
P01876 -14.208  26.144 3.76e-16 2.91e-16 1.69e-16   0.003    1.12
P02963 -14.140  26.774 2.09e-15 1.15e-15 6.62e-16  -0.001    2.03
P07138 -14.191  28.566 1.07e-14 5.67e-15 2.68e-15   0.003   -0.83
P05193 -14.016  26.208 2.71e-17 2.32e-17 2.20e-17   0.001    1.00
P03379 -14.126  26.924 2.17e-15 1.18e-15 6.11e-16   0.001    1.34
P03094 -13.988  26.669 3.65e-15 2.00e-15 9.28e-16   0.002    2.05
P03763 -13.877  26.472 1.25e-17 1.35e-17 1.20e-17   0.001    1.32
P05149 -13.997  26.098 4.93e-16 3.09e-16 1.84e-16   0.003    0.93
P00631 -13.910  26.390 1.79e-15 1.06e-15 5.52e-16   0.004    1.91
P03577 -14.125  26.554 1.27e-16 9.30e-17 5.95e-17   0.001    1.82
P05008 -13.820  26.872 6.60e-15 3.52e-15 1.60e-15   0.001    1.98
P02883 -13.816  26.747 8.41e-16 5.09e-16 2.82e-16   0.000    1.74
P02198 -13.913  26.590 2.78e-13 3.51e-13 4.11e-13   0.001    0.91
P06726 -13.775  26.511 3.39e-15 1.78e-15 9.05e-16   0.002    1.47
P10394 -13.836  27.026 3.24e-17 3.35e-17 2.35e-17   0.000    1.19
P02566 -13.747  26.463 1.23e-17 1.49e-17 1.15e-17  -0.000    0.94
P06216 -13.827  26.637 2.34e-15 1.34e-15 7.12e-16   0.000    1.12
P07655 -13.746  26.717 1.13e-16 1.02e-16 6.61e-17   0.001    0.91
P02205 -13.667  27.090 1.01e-16 7.21e-17 5.25e-17   0.001    0.62
P09231 -13.775  26.358 3.42e-16 2.14e-16 1.39e-16   0.002    0.73
P09566 -13.678  26.737 4.02e-13 4.51e-13 4.18e-13   0.002    0.86
P00059 -13.552  26.652 2.17e-17 2.24e-17 1.77e-17   0.001    1.11
P10150 -13.744  26.466 1.39e-14 6.81e-15 3.29e-15  -0.000    0.89
P05490 -13.623  26.294 4.95e-16 3.26e-16 1.88e-16   0.002    0.48
P07343 -13.621  26.559 1.58e-15 9.14e-16 4.36e-16   0.001    0.67
P09271 -13.519  26.432 1.81e-14 9.18e-15 3.68e-15   0.002    0.51
P01124 -13.484  26.299 3.35e-14 1.66e-14 6.66e-15   0.003   -0.09
P05206 -13.514  26.607 1.97e-17 1.95e-17 1.53e-17   0.001    0.28
P06502 -13.517  26.501 2.18e-14 1.05e-14 4.78e-15   0.002    0.31
P10140 -13.497  26.483 9.58e-17 7.89e-17 5.22e-17   0.002    0.07
P02197 -13.512  26.302 1.17e-17 1.24e-17 1.11e-17   0.001   -0.16
P04172 -13.488  26.002 3.48e-16 2.61e-16 1.39e-16   0.001    0.18
P07511 -13.473  26.342 2.40e-16 1.71e-16 1.14e-16   0.003   -0.49
P01803 -13.430  26.432 2.20e-15 1.29e-15 6.43e-16  -0.000   -0.50
P07489 -13.460  26.681 6.08e-17 5.68e-17 4.00e-17   0.003   -0.25
P09776 -13.436  27.070 3.61e-16 2.69e-16 1.72e-16   0.002    0.29
P00495 -13.403  26.599 1.53e-17 1.51e-17 1.34e-17   0.001    0.01
P00570 -13.287  26.015 4.86e-16 3.26e-16 1.92e-16   0.002   -0.13
P10260 -13.261  25.831 1.92e-16 1.38e-16 9.02e-17   0.001    0.06
P06380 -13.361  26.486 2.72e-15 1.52e-15 7.69e-16   0.002   -0.72
P08092 -13.301  26.721 2.05e-17 1.94e-17 1.63e-17  -0.000   -0.17
P01383 -13.272  27.062 9.28e-15 5.03e-15 2.43e-15   0.002    0.16
P09798 -13.263  26.173 3.20e-15 1.81e-15 9.43e-16  -0.000   -1.03
P03312 -13.208  26.552 2.11e-15 1.23e-15 6.50e-16   0.001   -0.66
P04061 -13.196  26.490 5.20e-15 2.86e-15 1.35e-15   0.002   -1.02
P04844 -13.204  26.169 6.96e-17 5.56e-17 3.83e-17   0.001   -0.86
P02239 -13.250  26.062 6.94e-17 5.77e-17 3.91e-17   0.001   -0.24
P02496 -13.151  26.296 3.44e-14 1.66e-14 7.36e-15   0.003   -0.95
P00144 -13.005  25.856 2.72e-17 2.60e-17 1.92e-17   0.003   -0.26
P05418 -13.114  26.532 1.21e-15 7.23e-16 3.89e-16   0.003   -1.00
P05481 -13.077  26.750 4.25e-15 2.35e-15 1.26e-15   0.003   -0.88
P07792 -13.069  26.640 6.22e-16 4.22e-16 2.28e-16   0.003   -0.56
P00341 -13.183  27.374 2.75e-17 2.66e-17 2.00e-17   0.001   -0.00
P03387 -13.038  26.553 1.14e-16 9.48e-17 6.35e-17   0.001   -1.11
P01280 -12.909  26.598 2.01e-14 1.01e-14 4.61e-15   0.002   -1.10
P10358 -12.871  25.780 2.98e-15 1.72e-15 8.99e-16   0.001   -0.68
P02839 -12.743  26.453 1.57e-14 8.90e-15 3.65e-15   0.001   -1.63
P06105 -12.755  26.063 2.24e-16 1.69e-16 9.74e-17   0.002   -1.05
P06000 -12.879  26.329 3.47e-16 2.48e-16 1.64e-16   0.002   -1.68
P06423 -12.720  26.448 2.33e-16 1.69e-16 1.08e-16   0.001   -1.82
P01424 -12.668  26.349 7.69e-17 6.97e-17 4.70e-17   0.001   -1.86
P08394 -12.497  26.009 1.84e-16 1.43e-16 9.00e-17   0.001   -1.85
P01092 -12.556  26.867 3.49e-17 3.25e-17 2.45e-17   0.000   -1.05
P09314 -12.136  26.062 2.65e-13 1.25e-13 5.40e-14   0.002   -2.18
P02905 -12.096  26.402 3.34e-14 1.50e-14 7.16e-15   0.003   -1.93
P03653 -12.044  26.117 1.92e-17 8.96e-18 3.78e-18   0.000   -2.29
P01849 -11.881  25.713 6.26e-13 3.98e-13 2.10e-13   0.003   -1.60
P05873 -11.927  26.068 2.67e-16 2.02e-16 1.26e-16   0.002   -2.46
P05296 -11.203  25.971 4.73e-16 3.06e-16 1.89e-16  -0.000   -2.65
P01940 -10.900  26.916 3.33e-15 1.88e-15 9.78e-16   0.001   -1.50
P00068 -10.791  25.399 1.04e-14 5.50e-15 2.41e-15   0.003   -2.61
P02033 -10.646  24.876 7.39e-13 5.05e-13 3.03e-13   0.003   -1.63
P06393 -10.224  24.697 9.92e-16 6.54e-16 3.79e-16   0.002   -2.10
P07830  -9.792  25.413 6.01e-17 5.45e-17 4.00e-17   0.001   -2.86
P07645  -9.804  24.102 4.05e-17 3.72e-17 2.49e-17   0.002   -1.70
P09192  -8.117  25.855 7.44e-17 6.30e-17 4.11e-17   0.001   -2.98
P08360  -5.322  28.611 7.36e-17 5.89e-17 3.74e-17   0.001    0.72
