name x y flux0 flux1 flux2 width rv
F11422  31.876  23.952 3.07e-17 2.20e-17 1.34e-17 16.16 -868.25
F11401  31.899  24.334 3.26e-17 1.67e-17 1.34e-17 10.04 -868.48
F11395  31.990  24.010 1.94e-17 1.64e-17 1.07e-17 13.18 -868.30
F11409  32.057  24.406 3.20e-17 2.33e-17 1.43e-17 14.72 -868.28
F11415  32.067  24.389 1.71e-17 1.26e-17 8.67e-18 17.12 -868.23
F11404  32.152  24.292 2.69e-17 1.83e-17 1.27e-17 11.21 -868.42
F11399  32.160  24.224 2.40e-17 1.59e-17 1.17e-17 14.57 -868.29
F11412  32.165  24.244 2.66e-17 1.91e-17 1.46e-17 17.12 -868.36
F11410  32.170  24.094 2.24e-17 1.27e-17 1.02e-17  8.79 -868.24
F11418  32.172  24.391 2.09e-17 1.06e-17 8.98e-18 13.17 -868.39
F11397  32.181  24.237 2.20e-17 1.60e-17 8.41e-18 14.62 -867.97
F11408  32.183  24.295 3.05e-17 2.23e-17 1.94e-17 18.19 -868.36
F11392  32.186  24.412 2.43e-17 1.84e-17 1.36e-17 13.14 -868.36
F11419  32.188  24.318 2.20e-17 1.96e-17 1.16e-17  8.94 -868.32
F11413  32.191  24.313 2.06e-17 1.48e-17 1.17e-17 18.03 -868.30
F11416  32.194  24.314 3.03e-17 2.15e-17 1.62e-17 13.23 -868.31
F11390  32.200  24.305 3.05e-17 2.00e-17 1.37e-17 14.01 -868.07
F11400  32.203  24.304 1.79e-17 1.07e-17 7.46e-18 15.78 -868.19
F11393  32.204  24.315 3.31e-17 2.18e-17 1.49e-17 12.32 -868.33
F11403  32.226  24.212 2.76e-17 1.46e-17 1.17e-17 12.93 -868.27
F11420  32.229  23.836 1.75e-17 1.69e-17 8.55e-18 10.83 -868.15
F11421  32.230  24.643 2.53e-17 1.49e-17 1.01e-17 11.34 -868.22
F11417  32.250  24.634 2.52e-17 1.55e-17 1.01e-17 11.44 -868.38
F11407  32.252  24.295 2.17e-17 1.57e-17 1.12e-17 16.10 -868.21
F11402  32.279  24.386 3.18e-17 2.15e-17 1.15e-17 12.25 -868.37
F11405  32.287  24.275 2.50e-17 2.02e-17 1.01e-17 22.48 -868.40
F11394  32.289  24.282 2.94e-17 2.07e-17 1.23e-17 12.54 -868.27
F11411  32.345  24.593 2.19e-17 1.64e-17 1.15e-17 13.58 -868.22
F11391  32.379  24.466 2.35e-17 1.96e-17 1.35e-17  7.00 -868.35
F11396  32.391  24.398 2.95e-17 1.76e-17 1.42e-17 13.77 -868.31
F11398  32.408  24.465 2.88e-17 1.97e-17 1.20e-17 10.84 -868.43
F11406  32.490  24.286 2.14e-17 1.88e-17 9.50e-18  8.10 -868.22
F11414  32.632  24.535 2.08e-17 1.35e-17 9.23e-18 14.45 -868.33
F05531  36.794  20.308 1.67e-17 1.13e-17 6.60e-18 13.48 -1140.57
F05536  36.795  20.287 1.61e-17 1.05e-17 7.39e-18  5.63 -1140.50
F05538  36.809  20.389 1.91e-17 1.31e-17 8.21e-18 10.28 -1140.56
F05533  36.830  20.201 1.66e-17 1.02e-17 7.85e-18 10.55 -1140.47
F05535  36.846  20.326 1.62e-17 1.05e-17 7.58e-18  9.22 -1140.50
F05532  36.849  20.402 1.49e-17 1.16e-17 7.06e-18  9.25 -1140.74
F05534  36.850  20.331 1.51e-17 1.13e-17 8.64e-18 10.62 -1140.54
F05545  36.867  20.305 1.65e-17 1.13e-17 6.83e-18  9.80 -1140.58
F05526  36.873  20.382 1.99e-17 1.12e-17 8.15e-18  9.95 -1140.74
F05539  36.907  20.369 1.58e-17 1.33e-17 6.68e-18  5.20 -1140.62
F05548  36.955  20.497 1.77e-17 1.18e-17 7.52e-18  9.05 -1140.50
F05537  36.977  20.475 2.11e-17 1.25e-17 9.75e-18  5.55 -1140.60
F05540  36.989  20.097 1.94e-17 1.45e-17 7.95e-18  6.57 -1140.49
F08584  42.763  23.815 1.19e-16 8.80e-17 4.92e-17 22.45 -419.32
F08585  43.353  22.319 1.22e-16 7.96e-17 5.65e-17 14.01 -419.50
F08581  43.520  22.191 1.24e-16 1.22e-16 7.81e-17 29.27 -419.51
F08586  43.535  22.730 1.59e-16 8.84e-17 5.88e-17 22.60 -419.47
F08593  43.550  23.021 1.59e-16 9.31e-17 5.78e-17 35.98 -419.51
F08591  43.592  22.631 1.01e-16 8.13e-17 4.01e-17 26.73 -419.55
F08583  43.687  22.583 1.16e-16 8.51e-17 7.77e-17 21.39 -419.59
F08587  43.692  22.591 1.05e-16 7.80e-17 5.38e-17 24.35 -419.35
F08588  43.715  22.592 1.22e-16 7.71e-17 5.57e-17 39.91 -419.52
F08592  43.716  22.947 1.21e-16 7.82e-17 5.77e-17 23.03 -419.61
F08590  43.769  22.637 1.09e-16 6.77e-17 4.38e-17 23.34 -419.57
F08594  43.774  22.066 9.88e-17 7.73e-17 5.80e-17 22.30 -419.54
F08582  43.797  22.287 1.18e-16 7.31e-17 5.40e-17 47.09 -419.39
F08589  44.379  21.552 1.08e-16 8.10e-17 4.90e-17 23.07 -419.31
F07472  44.875  16.802 8.22e-17 6.38e-17 3.68e-17 18.50 -528.38
F07456  44.881  16.589 5.00e-17 4.10e-17 2.17e-17 28.34 -528.40
F07450  44.908  15.604 6.87e-17 6.15e-17 3.45e-17 21.13 -528.39
F07464  44.909  16.897 7.90e-17 5.71e-17 3.69e-17 18.19 -528.37
F07441  44.915  16.655 6.52e-17 4.44e-17 3.29e-17 23.13 -528.16
F07451  44.950  16.596 7.89e-17 5.40e-17 3.64e-17 22.77 -528.23
