Time,Flux
0.0,1.1621593611659646
1.0,1.1631364559834299
2.0,1.159289564184061
3.0,1.1433558746352355
4.0,1.1520703369312544
5.0,1.1717160711921746
6.0,1.1783838043062265
7.0,1.1780322882640626
8.0,1.1889909843021074
9.0,1.1703963788866112
10.0,1.174357880096789
11.0,1.1774852511160672
12.0,1.1458091737697538
13.0,1.1070342175736103
14.0,1.0706449135185805
15.0,1.0618859838248789
16.0,1.0348656345537057
17.0,0.9916476598071304
18.0,0.9934664184452873
19.0,1.0154682698258404
20.0,0.9951266409635311
21.0,1.0247978434732086
22.0,1.004355415699156
23.0,1.0262882741188724
24.0,1.0265793478255767
25.0,1.0300235711649373
26.0,1.051606680492345
27.0,1.0226842362717896
28.0,1.0485239391901515
29.0,1.0561119740875018
30.0,1.0714646163385302
31.0,1.062085542289017
32.0,1.0890436747033596
33.0,1.072999657286597
34.0,1.072138488370381
35.0,1.0726873655931994
36.0,1.0675918354803264
37.0,1.0937826491804052
38.0,1.073088766086504
39.0,1.1023586991905021
40.0,1.0963581308969006
41.0,1.1265023508840695
42.0,1.1174243046780032
43.0,1.1301968612880475
44.0,1.1364490133643237
45.0,1.109761043971133
46.0,1.1303230545821117
47.0,1.1269745960173483
48.0,1.1384690195004075
49.0,1.1062538507433362
50.0,1.1426919488499032
51.0,1.140319394058746
52.0,1.1417287510033662
53.0,1.1565950642979865
54.0,1.1312946663517354
55.0,1.1599951342500276
56.0,1.1696493062191484
57.0,1.1773555643414744
58.0,1.163557702487859
59.0,1.1810931784019747
60.0,1.1784911634882878
61.0,1.164764772808843
62.0,1.129431398623695
63.0,1.100018601458771
64.0,1.028804841080901
65.0,1.0462502373252245
66.0,1.0522205104235123
67.0,0.9884528936676216
68.0,1.0158974314645737
69.0,1.0131994238389959
70.0,1.0104228816882554
71.0,1.0053604178385538
72.0,1.0313530614009174
73.0,1.0421984662408068
74.0,1.039566586735026
75.0,1.0252623360648525
76.0,1.0695401399868283
77.0,1.0274711964634409
78.0,1.0474355137593392
79.0,1.0556997067697405
80.0,1.0512129018272784
81.0,1.056578014580502
82.0,1.077185946696727
83.0,1.0908567825972268
84.0,1.0531511916639946
85.0,1.0552732613501068
86.0,1.0978966144991742
87.0,1.1060026183083025
88.0,1.1010712503466795
89.0,1.1185240821337472
90.0,1.077196718673149
91.0,1.083668415551592
92.0,1.1062277054657286
93.0,1.1170575342945048
94.0,1.1199789428533589
95.0,1.1251932572746222
96.0,1.1330494956525523
97.0,1.1474690618217356
98.0,1.1382898814416882
99.0,1.1467464004937662
100.0,1.1731680273242846
101.0,1.1539904932090652
102.0,1.1367365220470076
103.0,1.1592841679021326
104.0,1.185315117576884
105.0,1.198179384880553
106.0,1.176246275244792
107.0,1.1781973851262966
108.0,1.18421694111264
109.0,1.196595499351692
110.0,1.204270098773214
111.0,1.1862487769049082
112.0,1.1147835605974223
113.0,1.0980766458469509
114.0,1.0499762882067258
115.0,1.0282757396140978
116.0,1.0392059541216248
117.0,0.9853766427980493
118.0,1.0190381692576735
119.0,1.0178242644246909
