name x y flux0 flux1 flux2 width rv
F05837  30.289 -14.130 2.46e-16 1.79e-16 1.75e-16 21.65 -253.25
F05822  30.592 -14.327 2.29e-16 1.23e-16 1.05e-16 27.60 -253.16
F05830  30.901 -14.960 3.24e-16 1.83e-16 1.12e-16 35.30 -253.26
F05802  31.032 -14.808 3.09e-16 3.16e-16 1.75e-16 40.30 -253.17
F05819  31.043 -14.235 1.87e-16 1.20e-16 1.03e-16 37.23 -253.27
F05838  31.149 -13.721 2.53e-16 1.76e-16 1.03e-16 34.46 -253.09
F11752  31.302 -14.387 4.86e-17 2.79e-17 2.21e-17 20.54 -725.29
F11715  31.355 -14.628 4.32e-17 3.31e-17 1.84e-17  7.76 -725.04
F11751  31.383 -14.013 3.25e-17 2.73e-17 1.52e-17 18.97 -725.02
F11722  31.426 -14.480 3.72e-17 2.24e-17 1.30e-17 15.63 -724.98
F05826  31.453 -13.782 3.27e-16 2.04e-16 1.48e-16 37.09 -253.18
F11739  31.495 -14.420 3.72e-17 2.85e-17 1.86e-17 22.00 -725.08
F11721  31.602 -14.853 3.60e-17 2.47e-17 1.56e-17 18.36 -724.84
F11717  31.624 -14.939 3.19e-17 2.39e-17 1.11e-17 14.92 -725.15
F11700  31.641 -14.244 5.56e-17 3.75e-17 2.71e-17 25.21 -724.98
F11731  31.649 -14.944 3.06e-17 1.99e-17 1.22e-17 13.07 -725.10
F11760  31.653 -14.797 4.43e-17 2.34e-17 1.78e-17 17.77 -725.24
F11713  31.723 -14.664 3.59e-17 2.04e-17 1.76e-17 13.95 -725.24
F11734  31.755 -14.943 5.29e-17 2.64e-17 2.52e-17 12.37 -725.16
F11719  31.769 -14.802 4.48e-17 2.83e-17 1.53e-17 15.86 -725.26
F11728  31.791 -14.858 3.93e-17 3.16e-17 1.70e-17  8.74 -724.80
F11763  31.796 -14.693 2.37e-17 2.18e-17 1.27e-17 18.95 -725.16
F11736  31.809 -14.813 4.27e-17 2.32e-17 1.55e-17 13.25 -725.03
F11708  31.813 -14.793 2.91e-17 2.36e-17 1.90e-17 21.94 -725.08
F11744  31.814 -14.759 3.44e-17 2.45e-17 1.40e-17 11.47 -725.16
F11742  31.815 -14.763 4.48e-17 2.78e-17 2.04e-17 16.30 -725.01
F11741  31.816 -14.738 4.00e-17 2.56e-17 1.28e-17 16.72 -725.10
F11738  31.825 -14.768 4.88e-17 1.77e-17 1.60e-17 16.59 -725.08
F11755  31.829 -14.600 3.56e-17 2.19e-17 1.70e-17 14.49 -725.20
