name x y flux0 flux1 flux2 width rv
F00390 -14.842  29.857 3.83e-16 2.77e-16 1.69e-16 68.16 -187.04
F00395 -14.506  29.619 4.49e-16 3.60e-16 1.88e-16 67.95 -186.68
F00379 -14.451  29.543 6.11e-16 4.94e-16 2.95e-16 98.26 -186.88
F00388 -14.418  29.609 6.56e-16 4.89e-16 3.86e-16 72.07 -186.75
F00374 -14.393  29.694 4.53e-16 4.26e-16 2.29e-16 72.65 -186.95
F00376 -14.393  29.657 5.45e-16 3.74e-16 2.37e-16 46.01 -186.74
F00373 -14.332  29.675 7.35e-16 4.08e-16 2.90e-16 54.86 -186.84
F00398 -14.314  29.245 5.08e-16 4.21e-16 2.46e-16 70.73 -186.82
F00397 -14.290  29.622 4.17e-16 4.01e-16 2.09e-16 59.56 -186.77
F00399 -14.244  29.998 6.82e-16 5.41e-16 3.61e-16 50.64 -186.57
F00386 -14.238  29.344 6.28e-16 4.68e-16 3.24e-16 83.89 -186.99
F00384 -14.017  29.654 6.19e-16 3.85e-16 2.30e-16 59.82 -186.71
F00375 -13.844  29.224 5.85e-16 3.43e-16 2.26e-16 42.90 -186.82
F00394 -13.841  29.341 4.96e-16 3.51e-16 2.35e-16 76.35 -186.61
F00381 -13.454  29.355 4.69e-16 3.57e-16 2.58e-16 116.02 -186.81
F00401 -13.083  29.972 3.97e-16 2.95e-16 1.99e-16 59.21 -186.86
F10026 -12.208  21.729 3.06e-17 2.14e-17 1.39e-17 14.50 -926.78
F10050 -12.203  21.367 2.74e-17 1.50e-17 1.18e-17 13.73 -926.82
F10016 -12.169  21.662 4.01e-17 1.95e-17 1.19e-17 15.23 -926.73
F10037 -12.063  21.491 1.99e-17 1.21e-17 1.02e-17 12.28 -926.77
F10040 -12.057  21.368 1.80e-17 1.60e-17 9.80e-18 12.18 -926.79
F10053 -12.044  21.594 2.60e-17 1.73e-17 1.05e-17 13.17 -926.84
F10060 -12.042  21.495 2.32e-17 1.44e-17 1.09e-17  9.44 -926.88
F10045 -12.041  21.616 2.27e-17 1.44e-17 8.42e-18 13.43 -926.69
F10032 -12.025  21.546 1.91e-17 1.31e-17 7.56e-18 12.43 -926.97
F10034 -12.024  21.455 2.08e-17 1.86e-17 1.02e-17 13.60 -926.71
F10038 -12.018  21.154 1.97e-17 1.37e-17 7.00e-18 13.41 -927.04
F10035 -11.979  21.440 2.89e-17 2.23e-17 1.29e-17  9.31 -926.81
F10030 -11.979  21.449 2.29e-17 1.69e-17 9.64e-18 10.16 -926.92
F10036 -11.978  21.489 1.55e-17 1.62e-17 9.57e-18 17.29 -926.90
F10056 -11.977  21.427 2.35e-17 1.86e-17 1.04e-17 12.00 -926.92
F10025 -11.975  21.604 2.76e-17 1.95e-17 1.40e-17 17.51 -926.83
F10041 -11.973  21.557 1.79e-17 1.39e-17 9.20e-18 13.06 -926.94
F10019 -11.971  21.477 2.43e-17 1.94e-17 1.02e-17 19.78 -926.94
F10031 -11.971  21.468 2.89e-17 1.82e-17 1.16e-17 15.65 -926.95
F10043 -11.970  21.464 2.12e-17 1.71e-17 1.00e-17 17.83 -926.90
F10054 -11.966  21.442 2.03e-17 1.53e-17 1.07e-17  3.42 -926.84
F10055 -11.961  21.459 2.11e-17 1.75e-17 1.26e-17  9.18 -926.95
F10023 -11.958  21.597 2.44e-17 1.73e-17 1.08e-17 10.94 -926.79
F10057 -11.958  21.460 2.18e-17 1.75e-17 9.63e-18 11.74 -926.86
F10021 -11.955  21.436 2.88e-17 1.73e-17 1.36e-17  7.08 -927.02
F10042 -11.955  21.445 2.57e-17 1.64e-17 1.03e-17  9.82 -926.90
