Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F08584 312.763 66.185 1.19e-16 8.8e-17 4.92e-17 22.45 -419.32 160061.97718631176 LeftF02
F08585 313.353 67.681 1.22e-16 7.96e-17 5.65e-17 14.01 -419.5 160130.41825095055 LeftF02
F08581 313.52 67.809 1.24e-16 1.22e-16 7.81e-17 29.27 -419.51 160134.2205323194 LeftF02
F08586 313.535 67.27 1.59e-16 8.84e-17 5.88e-17 22.6 -419.47 160119.0114068441 LeftF02
F08593 313.55 66.979 1.59e-16 9.31e-17 5.78e-17 35.98 -419.51 160134.2205323194 LeftF02
F08591 313.592 67.369 1.01e-16 8.13e-17 4.01e-17 26.73 -419.55 160149.42965779468 LeftF02
F08583 313.687 67.417 1.16e-16 8.51e-17 7.77e-17 21.39 -419.59 160164.63878326994 LeftF02
F08587 313.692 67.409 1.05e-16 7.8e-17 5.38e-17 24.35 -419.35 160073.38403041824 LeftF02
F08588 313.715 67.408 1.22e-16 7.71e-17 5.57e-17 39.91 -419.52 160138.0228136882 LeftF02
F08592 313.716 67.053 1.21e-16 7.82e-17 5.77e-17 23.03 -419.61 160172.2433460076 LeftF02
F08590 313.769 67.363 1.09e-16 6.77e-17 4.38e-17 23.34 -419.57 160157.0342205323 LeftF02
F08594 313.774 67.934 9.88e-17 7.73e-17 5.8e-17 22.3 -419.54 160145.62737642587 LeftF02
F08582 313.797 67.713 1.18e-16 7.31e-17 5.4e-17 47.09 -419.39 160088.59315589353 LeftF02
F08589 314.379 68.448 1.08e-16 8.1e-17 4.9e-17 23.07 -419.31 160058.17490494295 LeftF02
