Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F01043 282.37 39.102 7.94e-17 4.78e-17 4.23e-17 10.85 -525.93 200598.0988593156 UpA04
F01062 281.967 39.015 7.65e-17 5.22e-17 3.24e-17 29.31 -526.02 200632.31939163498 UpA04
F01071 282.429 38.928 6.2e-17 4.2e-17 2.92e-17 29.35 -525.79 200544.8669201521 UpA04
F01051 283.173 38.82 7.37e-17 5.31e-17 3.47e-17 24.01 -525.87 200575.28517110267 UpA04
F01034 281.748 38.72 9.3e-17 6.63e-17 3.5e-17 36.15 -525.97 200613.3079847909 UpA04
F01038 282.611 38.747 6.11e-17 4.05e-17 2.72e-17 28.07 -525.72 200518.25095057036 UpA04
F01063 282.788 38.702 8.2e-17 4.31e-17 3.05e-17 10.92 -526.04 200639.9239543726 UpA04
F01052 282.509 38.625 5.99e-17 3.64e-17 2.59e-17 19.94 -525.97 200613.3079847909 UpA04
F01059 282.51 38.624 8.29e-17 5.69e-17 3.03e-17 19.16 -525.69 200506.84410646392 UpA04
F01047 282.714 38.618 5.62e-17 6.71e-17 3.78e-17 21.22 -526.02 200632.31939163498 UpA04
F01067 282.64 38.577 8.32e-17 5.98e-17 3.34e-17 18.14 -525.83 200560.07604562741 UpA04
F01036 282.803 38.556 7.25e-17 3.9e-17 3.48e-17 15.92 -525.89 200582.8897338403 UpA04
F01035 282.701 38.527 6.86e-17 3.95e-17 3.25e-17 20.55 -526.01 200628.51711026617 UpA04
F01064 282.627 38.513 7.65e-17 4.68e-17 3.57e-17 20.89 -525.97 200613.3079847909 UpA04
F01072 282.436 38.498 6.34e-17 4.39e-17 3.35e-17 25.26 -525.97 200613.3079847909 UpA04
F01060 282.708 38.498 5.47e-17 3.88e-17 2.51e-17 23.9 -526.0 200624.71482889735 UpA04
F01053 282.623 38.493 7.61e-17 6.08e-17 3.56e-17 36.25 -525.91 200590.49429657796 UpA04
F01070 282.364 38.479 8.54e-17 4.54e-17 2.78e-17 17.67 -525.94 200601.90114068444 UpA04
F01061 282.746 38.494 6.7e-17 5.7e-17 3.36e-17 20.11 -525.71 200514.44866920155 UpA04
F01044 282.641 38.473 8.48e-17 4.85e-17 4.8e-17 28.85 -525.92 200594.29657794678 UpA04
F01066 282.648 38.467 5.75e-17 4.65e-17 3.51e-17 30.44 -526.05 200643.72623574143 UpA04
F01039 283.116 38.468 5.53e-17 4.78e-17 3.05e-17 25.38 -525.98 200617.11026615973 UpA04
F01040 282.768 38.438 7.63e-17 5.33e-17 3.16e-17 16.33 -526.31 200742.5855513308 UpA04
F01045 282.594 38.429 1.1e-16 6.52e-17 3.93e-17 27.45 -525.96 200609.5057034221 UpA04
F01069 282.651 38.431 7.38e-17 5.22e-17 3.16e-17 20.11 -526.04 200639.9239543726 UpA04
F01057 282.522 38.423 7.31e-17 4.53e-17 3.48e-17 14.38 -525.78 200541.06463878328 UpA04
F01054 282.581 38.423 7.63e-17 5.39e-17 4.02e-17 31.28 -526.04 200639.9239543726 UpA04
F01041 282.49 38.419 6.81e-17 4.76e-17 3.28e-17 28.33 -525.84 200563.87832699623 UpA04
F01068 282.87 38.414 5.41e-17 5.26e-17 3.16e-17 23.54 -526.01 200628.51711026617 UpA04
F01065 282.59 38.398 6.48e-17 4.01e-17 2.45e-17 18.85 -525.85 200567.68060836504 UpA04
F01058 282.596 38.398 9.54e-17 7.75e-17 4.22e-17 27.59 -525.8 200548.6692015209 UpA04
F01042 282.537 38.394 7.62e-17 4.49e-17 3.31e-17 12.95 -525.92 200594.29657794678 UpA04
F01056 282.595 38.386 7.52e-17 5e-17 3.37e-17 22.5 -525.93 200598.0988593156 UpA04
F01049 282.146 38.334 7.37e-17 5.86e-17 3.11e-17 26.02 -526.05 200643.72623574143 UpA04
F01037 283.108 38.364 9.27e-17 5.27e-17 3.81e-17 24.43 -526.04 200639.9239543726 UpA04
F01050 282.402 38.236 6.35e-17 4.92e-17 3.29e-17 10.04 -526.01 200628.51711026617 UpA04
F01046 282.755 38.198 7.43e-17 5.27e-17 2.93e-17 20.19 -525.91 200590.49429657796 UpA04
F01055 282.96 38.17 8.63e-17 7.81e-17 3.86e-17 22.61 -525.81 200552.47148288973 UpA04
F01048 282.594 38.055 5.64e-17 3.33e-17 3.06e-17 14.59 -525.84 200563.87832699623 UpA04
