Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F00378 73.129 60.664 5.42e-16 4.01e-16 3.15e-16 75.6 -186.68 71605.70342205324 RightB02
F00396 73.787 60.775 5.03e-16 3.17e-16 2.11e-16 39.64 -186.41 71503.04182509506 RightB02
F00370 74.292 61.062 4.8e-16 3.58e-16 2.27e-16 36.88 -186.47 71525.85551330798 RightB02
F00393 74.301 60.849 6.5e-16 4.31e-16 2.72e-16 58.0 -186.74 71628.51711026617 RightB02
F00392 74.379 60.63 5.05e-16 3.53e-16 2.61e-16 68.24 -186.52 71544.8669201521 RightB02
F00372 74.739 60.985 5.18e-16 3.53e-16 2.4e-16 36.49 -186.75 71632.31939163498 RightB02
F00389 74.79 61.663 5.85e-16 3.81e-16 2.71e-16 71.34 -186.77 71639.92395437263 RightB02
F00383 74.972 60.308 3.95e-16 2.74e-16 2.02e-16 53.91 -186.81 71655.13307984792 RightB02
F00387 75.052 59.367 4.58e-16 3.17e-16 2.04e-16 51.02 -186.75 71632.31939163498 RightC01
F00377 75.241 59.16 5.89e-16 4.36e-16 2.74e-16 44.68 -186.76 71636.1216730038 RightC01
F00385 75.369 59.434 4.77e-16 3.11e-16 2.28e-16 68.77 -186.7 71613.30798479087 RightC01
F00391 75.447 59.64 3.87e-16 2.66e-16 1.8e-16 71.11 -186.72 71620.91254752851 RightC01
F00380 75.449 59.395 6.7e-16 4.29e-16 2.69e-16 71.35 -186.8 71651.33079847909 RightC01
F00382 76.042 59.919 4.58e-16 3.3e-16 2.28e-16 21.15 -186.84 71666.53992395438 RightC01
F00400 76.999 59.689 6.19e-16 4.13e-16 2.77e-16 76.19 -186.84 71666.53992395438 RightC01
