Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F10462 343.632 150.034 3.29e-17 2.41e-17 1.68e-17 14.04 -803.83 306263.49809885933 DownC02
F10457 343.898 150.28 3.4e-17 2.27e-17 1.39e-17 10.9 -804.01 306331.9391634981 DownC02
F10454 343.807 150.462 3.15e-17 1.96e-17 1.39e-17 17.49 -803.7 306214.0684410647 DownC02
F10467 343.9 150.339 3.43e-17 2.11e-17 1.55e-17 16.58 -803.87 306278.7072243346 DownC02
F10481 344.007 150.176 3.18e-17 2.62e-17 1.65e-17 18.87 -804.07 306354.75285171106 DownC02
F10479 343.918 150.354 2.8e-17 1.7e-17 1.11e-17 16.66 -804.04 306343.34600760456 DownC02
F10451 343.998 150.292 2.32e-17 1.7e-17 1.23e-17 10.53 -803.86 306274.9049429658 DownC02
F10483 343.984 150.339 2.69e-17 2.21e-17 1.59e-17 10.83 -803.82 306259.6958174905 DownC02
F10489 343.794 150.704 3.41e-17 2.34e-17 1.43e-17 8.41 -803.92 306297.7186311787 DownC02
F10470 344.013 150.321 2.59e-17 2.27e-17 1.05e-17 10.71 -803.93 306301.52091254754 DownC02
F10480 344.026 150.331 2.54e-17 1.8e-17 1.47e-17 14.35 -803.69 306210.26615969586 DownC02
F10474 344.038 150.344 3.04e-17 1.65e-17 1.35e-17 11.7 -803.67 306202.6615969582 DownC02
F10486 344.055 150.317 3.63e-17 2.53e-17 1.41e-17 15.04 -803.73 306225.4752851711 DownC02
F10449 344.047 150.342 3.19e-17 2.2e-17 1.23e-17 18.27 -803.72 306221.6730038023 DownC02
F10448 344.045 150.35 1.85e-17 1.41e-17 1.01e-17 15.26 -803.81 306255.89353612164 DownC02
F10453 344.061 150.324 3.35e-17 2.55e-17 1.54e-17 11.41 -803.82 306259.6958174905 DownC02
F10459 344.063 150.324 3.19e-17 2.25e-17 1.4e-17 17.33 -803.85 306271.10266159696 DownC02
F10487 344.064 150.323 3.56e-17 2.23e-17 1.66e-17 13.73 -803.9 306290.1140684411 DownC02
F10465 344.071 150.317 2.91e-17 1.85e-17 1.26e-17 13.81 -803.81 306255.89353612164 DownC02
F10461 344.068 150.326 3.34e-17 2.65e-17 1.36e-17 10.23 -803.79 306248.288973384 DownC02
F10468 344.109 150.251 2.06e-17 1.73e-17 9.83e-18 13.37 -803.65 306195.05703422055 DownC02
F10469 344.1 150.271 2.92e-17 2e-17 1.27e-17 16.79 -803.86 306274.9049429658 DownC02
F10475 344.071 150.334 2.21e-17 1.45e-17 8.73e-18 13.66 -803.98 306320.53231939167 DownC02
F10463 344.127 150.236 3.57e-17 1.84e-17 1.35e-17 17.36 -803.84 306267.30038022815 DownC02
F10473 344.103 150.286 2.43e-17 1.82e-17 1.16e-17 19.92 -803.69 306210.26615969586 DownC02
F10464 344.087 150.323 3.18e-17 2.43e-17 1.65e-17 13.4 -803.86 306274.9049429658 DownC02
F10452 344.163 150.202 2.58e-17 1.76e-17 1.26e-17 12.48 -803.81 306255.89353612164 DownC02
F10456 344.288 149.978 2.48e-17 1.76e-17 1.27e-17 12.27 -803.76 306236.88212927757 DownC02
F10488 344.055 150.425 2.08e-17 1.63e-17 1.01e-17 11.66 -803.81 306255.89353612164 DownC02
F10477 344.126 150.362 3.35e-17 1.89e-17 1.42e-17 14.66 -803.61 306179.8479087453 DownC02
F10460 344.174 150.297 3.03e-17 2.53e-17 1.5e-17 15.3 -803.62 306183.6501901141 DownC02
F10458 344.156 150.375 3.7e-17 2.48e-17 1.57e-17 9.41 -803.75 306233.07984790875 DownC02
F10485 344.213 150.301 2.35e-17 1.74e-17 1.09e-17 13.7 -803.68 306206.463878327 DownC02
F10466 344.199 150.346 2.95e-17 2.28e-17 1.45e-17 15.36 -803.76 306236.88212927757 DownC02
F10472 344.191 150.37 3.51e-17 2.32e-17 1.6e-17 12.31 -803.68 306206.463878327 DownC02
F10482 344.286 150.331 2.97e-17 1.85e-17 1.41e-17 16.21 -803.72 306221.6730038023 DownC02
F10484 344.319 150.351 2.6e-17 2.11e-17 1.34e-17 14.9 -803.85 306271.10266159696 DownC02
F10476 344.351 150.33 3.31e-17 2.29e-17 1.53e-17 13.82 -803.64 306191.25475285173 DownC02
F10491 344.283 150.504 2.75e-17 1.69e-17 1.13e-17 10.46 -804.05 306347.1482889734 DownC02
F10450 344.295 150.5 1.91e-17 1.29e-17 8.89e-18 11.87 -803.77 306240.6844106464 DownC02
F10490 344.294 150.51 2.42e-17 1.77e-17 1.25e-17 12.05 -803.68 306206.463878327 DownC02
F10471 344.39 150.492 2.89e-17 1.95e-17 1.31e-17 15.42 -803.81 306255.89353612164 DownC02
F10455 344.628 150.402 2.6e-17 2.21e-17 1.23e-17 12.11 -803.85 306271.10266159696 DownC02
