Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F04350 10.662 101.133 1.35e-17 1.25e-17 6.41e-18 10.32 -1132.53 431244.4866920152 FrontD04
F04349 10.758 101.647 1.49e-17 1.04e-17 7.03e-18 7.46 -1132.66 431293.9163498099 FrontD04
F04354 10.778 101.196 1.72e-17 1.03e-17 7.52e-18 12.84 -1132.74 431324.3346007605 FrontD04
F04343 10.788 101.439 1.63e-17 1.17e-17 7.89e-18 9.66 -1132.64 431286.3117870723 FrontD04
F04352 10.804 101.341 1.61e-17 1.34e-17 6.09e-18 9.93 -1132.5 431233.07984790875 FrontD04
F04345 10.804 101.415 1.68e-17 1.22e-17 8.02e-18 10.63 -1132.62 431278.7072243346 FrontD04
F04342 10.808 101.344 1.77e-17 1.15e-17 8.35e-18 8.0 -1132.82 431354.752851711 FrontD04
F04340 10.818 101.392 1.78e-17 1.3e-17 7.57e-18 5.35 -1132.49 431229.27756653994 FrontD04
F04339 10.83 101.257 1.71e-17 1.13e-17 8.11e-18 7.78 -1132.71 431312.92775665404 FrontD04
F04346 10.894 101.372 1.72e-17 1.38e-17 8.24e-18 7.26 -1132.61 431274.9049429658 FrontD04
