Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F07201 249.938 53.679 6.9e-17 5.09e-17 3.38e-17 27.14 -486.21 185495.4372623574 LeftB01
F07205 250.321 53.248 7.02e-17 4.77e-17 3.02e-17 20.94 -486.18 185484.03041825094 LeftB01
F07203 250.396 53.37 7.37e-17 5.21e-17 3.56e-17 20.07 -486.38 185560.07604562736 LeftB01
F07213 250.422 52.98 7.78e-17 5.95e-17 3.88e-17 15.73 -486.21 185495.4372623574 LeftB01
F07223 250.642 53.402 7.37e-17 4.85e-17 3.29e-17 23.98 -486.14 185468.82129277565 LeftB01
F07222 250.721 53.313 8.79e-17 5.92e-17 3.7e-17 17.87 -486.25 185510.6463878327 LeftB01
F07240 250.725 52.973 8.34e-17 6.1e-17 4e-17 24.4 -486.16 185476.4258555133 LeftB01
F07215 250.731 53.39 7.55e-17 5e-17 2.99e-17 35.32 -486.39 185563.87832699617 LeftB01
F07244 250.738 53.036 8.18e-17 5.22e-17 3.72e-17 25.81 -486.34 185544.86692015207 LeftB01
F07227 250.758 53.402 9.71e-17 6.67e-17 4.57e-17 18.36 -486.24 185506.84410646386 LeftB01
F07212 250.761 53.588 1.14e-16 7.5e-17 4.89e-17 21.41 -486.33 185541.06463878325 LeftB01
F07234 250.774 53.272 7.36e-17 5.3e-17 3.35e-17 5.14 -486.41 185571.48288973383 LeftB01
F07214 250.791 53.227 8.72e-17 6.65e-17 3.85e-17 20.58 -486.23 185503.04182509505 LeftB01
F07232 250.798 53.236 9.84e-17 6.92e-17 5.04e-17 28.07 -486.19 185487.83269961976 LeftB01
F07235 250.799 53.64 7.5e-17 5.21e-17 3.58e-17 27.26 -486.34 185544.86692015207 LeftB01
F07211 250.835 53.245 1.11e-16 7.04e-17 5.1e-17 26.86 -486.27 185518.25095057033 LeftB01
F07237 250.837 53.384 1.05e-16 7.35e-17 4.89e-17 19.64 -486.18 185484.03041825094 LeftB01
F07218 250.849 53.295 9.67e-17 7.11e-17 4.64e-17 24.98 -486.25 185510.6463878327 LeftB01
F07242 250.85 53.229 9.61e-17 7e-17 4.26e-17 15.32 -486.47 185594.29657794678 LeftB01
F07199 250.853 53.187 7.37e-17 5.12e-17 3.59e-17 33.95 -486.3 185529.6577946768 LeftB01
F07238 250.856 53.222 1.02e-16 6.37e-17 4.83e-17 27.02 -486.33 185541.06463878325 LeftB01
F07206 250.865 52.96 1.19e-16 8.76e-17 5.4e-17 21.02 -486.16 185476.4258555133 LeftB01
F07221 250.866 53.164 8.05e-17 6e-17 3.69e-17 16.37 -486.19 185487.83269961976 LeftB01
F07243 250.871 53.26 9.54e-17 6.77e-17 4.55e-17 26.25 -486.34 185544.86692015207 LeftB01
F07224 250.875 53.085 6.6e-17 4.78e-17 2.97e-17 22.98 -486.11 185457.4144486692 LeftB01
F07228 250.875 53.245 9.26e-17 5.77e-17 3.98e-17 15.31 -486.32 185537.26235741444 LeftB01
F07231 250.875 53.362 7.43e-17 4.99e-17 3.24e-17 24.87 -486.38 185560.07604562736 LeftB01
F07200 250.879 53.258 9.67e-17 6.59e-17 4.4e-17 8.29 -486.16 185476.4258555133 LeftB01
F07216 250.882 53.253 8.25e-17 5.99e-17 3.87e-17 19.24 -486.21 185495.4372623574 LeftB01
F07226 250.887 53.25 7.53e-17 5.04e-17 3.5e-17 24.64 -486.22 185499.23954372623 LeftB01
F07247 250.896 53.254 1.05e-16 7.02e-17 4.72e-17 23.4 -486.33 185541.06463878325 LeftB01
F07207 250.901 53.213 7.72e-17 5.48e-17 3.32e-17 18.82 -486.29 185525.855513308 LeftB01
F07204 250.901 53.238 6.65e-17 4.64e-17 3.42e-17 22.06 -486.21 185495.4372623574 LeftB01
F07219 250.901 53.289 6.29e-17 4.38e-17 3.16e-17 30.34 -486.23 185503.04182509505 LeftB01
F07229 250.903 53.209 6.6e-17 4.84e-17 2.94e-17 12.94 -486.33 185541.06463878325 LeftB01
F07236 250.904 53.313 8.54e-17 5.76e-17 3.91e-17 20.39 -486.1 185453.6121673004 LeftB01
F07225 250.91 53.326 6.39e-17 4.46e-17 2.95e-17 22.72 -486.25 185510.6463878327 LeftB01
F07230 250.914 53.32 6.94e-17 5.59e-17 3.55e-17 32.48 -486.26 185514.44866920152 LeftB01
F07241 250.916 53.432 8.69e-17 6.32e-17 4.13e-17 34.87 -486.26 185514.44866920152 LeftB01
F07209 250.937 53.428 9.7e-17 6.89e-17 4.26e-17 19.83 -486.28 185522.05323193915 LeftB01
F07220 250.944 53.734 1e-16 7.02e-17 4.78e-17 21.49 -486.29 185525.855513308 LeftB01
F07233 250.96 53.168 8.77e-17 5.77e-17 3.72e-17 29.82 -486.51 185609.50570342204 LeftB01
F07210 250.964 53.217 8.6e-17 6.53e-17 4.4e-17 23.76 -486.33 185541.06463878325 LeftB01
F07245 251.007 53.274 7.75e-17 5.13e-17 3.41e-17 24.43 -486.33 185541.06463878325 LeftB01
F07239 251.009 53.324 7.48e-17 5.17e-17 3.51e-17 17.74 -486.33 185541.06463878325 LeftB01
F07208 251.023 53.251 6.09e-17 4.42e-17 2.94e-17 23.33 -486.4 185567.68060836502 LeftB01
F07246 251.069 53.153 7.66e-17 5.7e-17 3.63e-17 27.36 -486.24 185506.84410646386 LeftB01
F07202 251.201 53.738 1.19e-16 7.79e-17 4.76e-17 26.47 -486.15 185472.62357414447 LeftB01
F07217 251.321 53.078 1.01e-16 6.78e-17 4.46e-17 29.46 -486.15 185472.62357414447 LeftB01
