Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F02572 153.101 93.554 8.42e-17 6.86e-17 6.05e-17 23.37 -473.92 180822.43346007605 BackB04
F02567 153.677 93.149 6.41e-17 4.24e-17 4.01e-17 21.21 -474.07 180879.46768060836 BackB04
F02578 153.71 93.419 8.76e-17 5.86e-17 3.92e-17 29.43 -474.13 180902.28136882128 BackB04
F02577 153.767 93.491 1.01e-16 7.65e-17 4.34e-17 13.34 -474.26 180951.71102661596 BackB04
F02580 153.768 93.445 5.69e-17 5.58e-17 2.08e-17 26.41 -474.14 180906.0836501901 BackB04
F02569 153.778 93.45 8.96e-17 6.98e-17 4.94e-17 23.76 -474.29 180963.11787072243 BackB04
F02581 153.781 93.473 6.36e-17 6.08e-17 3.7e-17 19.89 -474.4 181004.94296577945 BackB04
F02566 153.783 93.502 9.03e-17 6.52e-17 5.84e-17 25.98 -474.11 180894.67680608365 BackB04
F02570 153.796 93.463 6.39e-17 5.19e-17 3.93e-17 20.82 -474.21 180932.69961977185 BackB04
F02582 153.799 93.462 7.8e-17 6.2e-17 4.03e-17 19.22 -474.04 180868.0608365019 BackB04
F02565 153.811 93.405 6.55e-17 5.21e-17 3.12e-17 15.97 -474.07 180879.46768060836 BackB04
F02571 153.821 93.521 6.51e-17 6.15e-17 4.43e-17 20.85 -473.92 180822.43346007605 BackB04
F02573 153.832 93.315 9.21e-17 8.14e-17 4.19e-17 14.99 -474.08 180883.26996197717 BackB04
F02579 153.853 93.435 8.42e-17 5.95e-17 3.22e-17 29.59 -474.22 180936.5019011407 BackB04
F02574 153.893 93.532 7.65e-17 4.88e-17 2.91e-17 23.7 -473.93 180826.23574144486 BackB04
F02568 153.934 93.297 8.29e-17 5.54e-17 3.68e-17 24.3 -474.13 180902.28136882128 BackB04
F02575 154.043 93.338 7.92e-17 8.06e-17 4.67e-17 15.35 -474.19 180925.09505703422 BackB04
F02576 154.164 93.218 6.07e-17 4.82e-17 2.59e-17 28.21 -474.17 180917.49049429657 BackB04
