Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F05882 355.379 73.461 1.55e-17 1.02e-17 7.29e-18 14.21 -989.77 376963.11787072243 FrontC02
F05862 355.383 73.451 2.48e-17 1.58e-17 1e-17 9.5 -989.55 376879.4676806084 FrontC02
F05869 355.384 73.457 2.29e-17 1.38e-17 9.41e-18 14.5 -989.6 376898.4790874525 FrontC02
F05846 355.39 73.489 2e-17 1.64e-17 8.42e-18 16.63 -989.77 376963.11787072243 FrontC02
F05874 355.391 73.456 2e-17 1.14e-17 9.09e-18 11.79 -989.62 376906.08365019015 FrontC02
F05860 355.392 73.479 2.13e-17 1.54e-17 1.08e-17 12.43 -989.63 376909.88593155897 FrontC02
F05852 355.393 73.445 1.96e-17 1.09e-17 7.73e-18 9.49 -989.78 376966.92015209125 FrontC02
F05863 355.396 73.467 1.51e-17 1.01e-17 7.24e-18 14.52 -989.7 376936.5019011407 FrontC02
F05881 355.398 73.46 1.88e-17 1.54e-17 1.04e-17 9.78 -989.7 376936.5019011407 FrontC02
F05866 355.398 73.444 1.93e-17 1.53e-17 9.28e-18 11.95 -989.67 376925.0950570342 FrontC02
F05873 355.4 73.44 1.77e-17 1.58e-17 1.02e-17 16.01 -989.55 376879.4676806084 FrontC02
F05885 355.404 73.456 2.2e-17 1.41e-17 9.67e-18 5.98 -989.79 376970.72243346006 FrontC02
F05848 355.41 73.535 2.09e-17 1.43e-17 1.03e-17 12.43 -989.75 376955.5133079848 FrontC02
F05857 355.411 73.442 1.71e-17 1.16e-17 7.59e-18 9.82 -989.67 376925.0950570342 FrontC02
F05850 355.412 73.431 1.71e-17 1.34e-17 8.01e-18 18.07 -989.72 376944.10646387836 FrontC02
F05851 355.416 73.513 1.85e-17 1.3e-17 8.4e-18 3.25 -989.62 376906.08365019015 FrontC02
F05884 355.416 73.492 2.02e-17 1.88e-17 9.17e-18 8.33 -989.6 376898.4790874525 FrontC02
F05858 355.419 73.408 2.32e-17 1.84e-17 1.1e-17 12.18 -989.59 376894.6768060837 FrontC02
F05870 355.419 73.492 2.34e-17 1.42e-17 1.01e-17 10.69 -989.65 376917.4904942966 FrontC02
F05865 355.419 73.49 2.1e-17 1.26e-17 8.4e-18 12.83 -989.63 376909.88593155897 FrontC02
F05877 355.421 73.454 2.07e-17 1.45e-17 9.94e-18 4.33 -989.77 376963.11787072243 FrontC02
F05855 355.422 73.301 2.36e-17 1.77e-17 1.19e-17 12.11 -989.69 376932.6996197719 FrontC02
F05864 355.423 73.639 2.05e-17 1.56e-17 9.81e-18 8.31 -989.48 376852.8517110266 FrontC02
F05859 355.427 73.215 1.92e-17 1.58e-17 7.86e-18 11.63 -989.57 376887.072243346 FrontC02
F05849 355.433 73.55 2.15e-17 1.41e-17 9.21e-18 8.41 -989.49 376856.65399239544 FrontC02
F05847 355.44 73.475 1.5e-17 1.38e-17 6.58e-18 10.12 -989.59 376894.6768060837 FrontC02
F05878 355.463 73.507 1.69e-17 1.35e-17 7.72e-18 12.27 -989.81 376978.3269961977 FrontC02
F05867 355.083 73.576 1.72e-17 1.37e-17 7.11e-18 14.25 -989.6 376898.4790874525 FrontC02
F05886 355.132 73.343 2.38e-17 1.58e-17 1.24e-17 13.56 -989.52 376868.0608365019 FrontC02
F05880 355.189 73.413 1.96e-17 1.19e-17 9.66e-18 12.84 -989.74 376951.711026616 FrontC02
F05875 355.233 73.446 1.88e-17 1.57e-17 9.44e-18 12.57 -989.66 376921.2927756654 FrontC02
F05871 355.235 73.514 1.6e-17 1.08e-17 7.3e-18 14.37 -989.64 376913.6882129278 FrontC02
F05854 355.247 73.461 2.3e-17 1.51e-17 1.16e-17 11.34 -989.65 376917.4904942966 FrontC02
F05883 355.269 73.573 2.3e-17 1.46e-17 1.21e-17 14.68 -989.81 376978.3269961977 FrontC02
F05872 355.351 73.461 2.08e-17 1.38e-17 1.11e-17 12.71 -989.65 376917.4904942966 FrontC02
F05879 355.357 73.487 1.99e-17 1.4e-17 8.23e-18 11.28 -989.76 376959.3155893536 FrontC02
F05868 355.364 73.442 2.02e-17 1.63e-17 8.64e-18 7.69 -989.6 376898.4790874525 FrontC02
