Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F09370 59.758 11.96 3.71e-17 2.43e-17 1.81e-17 12.97 -621.18 236814.8288973384 UpD04
F09371 58.769 12.16 5.15e-17 2.78e-17 1.93e-17 18.11 -621.23 236833.84030418252 UpD04
F09374 59.544 12.074 6.21e-17 3.73e-17 2.5e-17 27.12 -621.42 236906.08365019012 UpD04
F09362 60.252 12.017 7.59e-17 4.5e-17 3.47e-17 13.01 -621.39 236894.67680608365 UpD04
F09382 58.663 12.265 4.91e-17 3.02e-17 2.63e-17 6.32 -621.4 236898.4790874525 UpD04
F09363 59.826 12.148 5.43e-17 3.52e-17 2.01e-17 16.72 -621.4 236898.4790874525 UpD04
F09393 59.776 12.212 5.5e-17 4.24e-17 1.68e-17 28.44 -621.29 236856.65399239544 UpD04
F09366 60.611 12.118 4.95e-17 5.08e-17 2.17e-17 10.92 -621.49 236932.69961977188 UpD04
F09399 59.86 12.219 6.23e-17 3.49e-17 3.23e-17 19.19 -621.32 236868.06083650194 UpD04
F09394 60.352 12.164 6.13e-17 4.12e-17 2.62e-17 18.97 -621.11 236788.2129277567 UpD04
F09380 60.603 12.147 6.01e-17 4.21e-17 2.46e-17 17.0 -621.31 236864.25855513307 UpD04
F09377 59.927 12.228 5.19e-17 3.09e-17 3.18e-17 22.04 -621.18 236814.8288973384 UpD04
F09373 59.816 12.242 5.94e-17 3.01e-17 1.96e-17 18.48 -621.43 236909.88593155894 UpD04
F09364 59.939 12.228 3.95e-17 3.44e-17 3.13e-17 14.94 -621.27 236849.0494296578 UpD04
F09391 59.807 12.252 5.63e-17 4.55e-17 2.67e-17 17.39 -621.32 236868.06083650194 UpD04
F09397 59.818 12.254 4.91e-17 2.92e-17 1.94e-17 15.2 -621.47 236925.09505703425 UpD04
F09387 60.318 12.195 5.62e-17 3.78e-17 2.61e-17 19.98 -621.32 236868.06083650194 UpD04
F09385 59.977 12.236 7.43e-17 3.66e-17 2.69e-17 24.69 -621.41 236902.2813688213 UpD04
F09389 59.139 12.338 5.09e-17 2.88e-17 2.01e-17 17.02 -621.34 236875.66539923957 UpD04
F09388 59.184 12.337 4.57e-17 3.29e-17 2.03e-17 12.25 -621.17 236811.02661596957 UpD04
F09367 59.78 12.266 5.87e-17 3.76e-17 3.1e-17 13.3 -621.25 236841.44486692018 UpD04
F09383 59.889 12.255 6.11e-17 3.9e-17 2.03e-17 13.55 -621.22 236830.0380228137 UpD04
F09379 59.67 12.286 3.76e-17 2.96e-17 1.55e-17 19.25 -621.38 236890.87452471483 UpD04
F09372 59.891 12.261 4.06e-17 3.21e-17 2.31e-17 10.02 -621.44 236913.68821292778 UpD04
F09375 59.892 12.266 4.86e-17 3.53e-17 1.97e-17 16.56 -621.47 236925.09505703425 UpD04
F09369 59.913 12.266 5.97e-17 3.57e-17 2.84e-17 19.53 -621.24 236837.64258555134 UpD04
F09396 60.305 12.256 4.67e-17 2.93e-17 2.3e-17 26.96 -621.3 236860.45627376426 UpD04
F09365 61.47 12.127 6.01e-17 3.98e-17 2.83e-17 25.99 -621.54 236951.71102661596 UpD04
F09376 60.752 12.211 6.78e-17 4.27e-17 3.22e-17 27.34 -621.27 236849.0494296578 UpD04
F09384 61.816 12.097 5.1e-17 3.47e-17 2.87e-17 10.9 -621.37 236887.07224334602 UpD04
F09368 59.854 12.334 4.43e-17 2.55e-17 1.82e-17 20.62 -621.48 236928.89733840307 UpD04
F09378 59.617 12.407 5.16e-17 3.09e-17 2.13e-17 17.7 -621.08 236776.8060836502 UpD04
F09390 60.57 12.298 3.15e-17 2.94e-17 2.44e-17 22.4 -621.22 236830.0380228137 UpD04
F09386 59.566 12.419 5.53e-17 2.64e-17 2.06e-17 20.14 -621.3 236860.45627376426 UpD04
F09392 59.487 12.493 6.02e-17 2.9e-17 1.82e-17 15.12 -621.38 236890.87452471483 UpD04
F09381 58.865 12.805 2.81e-17 1.29e-17 1.24e-17 17.01 -621.22 236830.0380228137 UpD04
F09361 61.573 12.655 4.03e-17 4.13e-17 2.48e-17 13.28 -621.17 236811.02661596957 UpD04
F09395 61.578 12.678 3.84e-17 3.06e-17 1.66e-17 20.5 -621.33 236871.86311787076 UpD04
