Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F02484 33.354 76.111 1.57e-17 1.67e-17 7.11e-18 13.73 -1129.51 430096.1977186312 FrontF03
F02494 33.426 76.145 1.58e-17 1.11e-17 6.86e-18 12.09 -1129.32 430023.9543726236 FrontF03
F02476 33.484 76.187 1.35e-17 1.01e-17 6.13e-18 12.0 -1129.3 430016.34980988596 FrontF03
F02479 33.489 76.139 1.55e-17 1.19e-17 5.6e-18 11.02 -1129.27 430004.94296577945 FrontF03
F02474 33.501 76.022 1.27e-17 1.15e-17 6.2e-18 8.51 -1129.31 430020.1520912548 FrontF03
F02468 33.51 76.107 2.17e-17 1.29e-17 8.39e-18 7.25 -1129.44 430069.5817490495 FrontF03
F02480 33.514 75.882 1.62e-17 1.08e-17 7.23e-18 7.46 -1129.22 429985.9315589354 FrontF03
F02492 33.542 76.333 1.5e-17 1.21e-17 8.31e-18 15.6 -1129.35 430035.36121673003 FrontF03
F02485 33.548 75.927 2.03e-17 1.2e-17 9.43e-18 11.25 -1129.34 430031.5589353612 FrontF03
F02489 33.552 76.042 1.77e-17 1.5e-17 7.53e-18 7.73 -1129.16 429963.1178707225 FrontF03
F02486 33.572 76.063 2.28e-17 1.05e-17 7.77e-18 8.63 -1129.2 429978.32699619775 FrontF03
F02478 33.591 76.171 1.81e-17 1.14e-17 7.07e-18 12.49 -1129.23 429989.7338403042 FrontF03
F02471 33.611 76.018 1.25e-17 1.16e-17 5.23e-18 9.47 -1129.33 430027.7566539924 FrontF03
F02490 33.638 76.059 1.45e-17 1.23e-17 7.08e-18 9.38 -1129.3 430016.34980988596 FrontF03
F02487 33.695 76.202 1.73e-17 1.31e-17 8.68e-18 7.82 -1129.46 430077.1863117871 FrontF03
F02488 33.759 76.009 1.39e-17 1.35e-17 7.54e-18 10.38 -1129.35 430035.36121673003 FrontF03
