Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F03920 95.957 114.76 1.26e-16 1.03e-16 8.55e-17 25.21 -327.49 125145.62737642585 RightD05
F03930 95.982 114.782 1.95e-16 1.51e-16 1.02e-16 33.8 -327.12 125004.94296577947 RightD05
F03936 95.984 114.85 1.95e-16 1.38e-16 8.1e-17 31.92 -327.03 124970.72243346006 RightD05
F03942 95.987 114.958 1.94e-16 1.14e-16 9.25e-17 23.42 -327.11 125001.14068441064 RightD05
F03923 96.007 114.63 1.44e-16 1.06e-16 4.78e-17 32.77 -327.19 125031.5589353612 RightD05
F03928 96.016 114.561 1.62e-16 1.34e-16 6.62e-17 35.25 -327.35 125092.39543726236 RightD05
F03916 96.018 114.78 1.55e-16 8.51e-17 5.67e-17 27.44 -327.11 125001.14068441064 RightD05
F03943 96.028 114.723 1.61e-16 1.16e-16 7.32e-17 31.48 -327.18 125027.75665399239 RightD05
F03921 96.029 114.891 1.28e-16 1.22e-16 1.01e-16 38.82 -327.15 125016.34980988591 RightD05
F03932 96.031 114.747 1.34e-16 8.74e-17 6.11e-17 30.68 -326.94 124936.50190114067 RightD05
F03939 96.034 114.87 2.38e-16 1.87e-16 1.07e-16 27.65 -327.28 125065.7794676806 RightD05
F03915 96.044 114.798 1.79e-16 1.43e-16 9.15e-17 22.91 -327.26 125058.17490494295 RightD05
F03929 96.06 114.926 1.44e-16 9.15e-17 5.95e-17 30.46 -327.02 124966.92015209123 RightD05
F03941 96.061 114.757 1.65e-16 1.2e-16 7.9e-17 49.67 -327.13 125008.74524714828 RightD05
F03940 96.08 114.456 2.2e-16 1.24e-16 1.36e-16 38.9 -327.27 125061.97718631178 RightD05
F03926 96.14 114.664 1.69e-16 1.64e-16 9.32e-17 24.54 -327.24 125050.57034220532 RightD05
F03919 96.155 114.761 1.74e-16 1.4e-16 8.33e-17 36.71 -327.19 125031.5589353612 RightD05
F03925 96.187 115.037 2.88e-16 1.91e-16 9.72e-17 32.82 -327.19 125031.5589353612 RightD05
F03938 96.219 114.762 1.79e-16 1.36e-16 8.5e-17 51.28 -327.05 124978.32699619772 RightD05
F03934 96.326 114.764 1.77e-16 2.08e-16 7.73e-17 39.82 -327.18 125027.75665399239 RightD05
F03922 96.494 115.071 2.17e-16 1.12e-16 7.45e-17 30.35 -327.27 125061.97718631178 RightD05
F03918 94.885 114.826 2.07e-16 1.27e-16 8.98e-17 25.2 -327.06 124982.12927756654 RightD05
F03937 95.35 114.76 1.17e-16 1.02e-16 8.48e-17 35.47 -327.04 124974.52471482889 RightD05
F03944 95.369 115.29 1.76e-16 1.14e-16 8.19e-17 43.29 -327.24 125050.57034220532 RightD05
F03917 95.634 114.826 1.58e-16 8.28e-17 7.43e-17 40.54 -327.08 124989.73384030416 RightD05
F03927 95.781 114.162 1.64e-16 1.22e-16 7.39e-17 38.54 -327.13 125008.74524714828 RightD05
F03935 95.783 115.006 1.33e-16 1.22e-16 6.23e-17 30.31 -327.0 124959.3155893536 RightD05
F03931 95.889 114.758 2.32e-16 1.24e-16 1.06e-16 51.67 -327.32 125080.98859315588 RightD05
F03933 95.901 114.875 1.9e-16 1.12e-16 7.21e-17 29.33 -327.15 125016.34980988591 RightD05
F03945 95.923 115.171 1.85e-16 1.23e-16 7.08e-17 22.95 -327.17 125023.95437262357 RightD05
F03924 95.925 114.788 1.92e-16 7.84e-17 7.65e-17 28.39 -327.32 125080.98859315588 RightD05
F03946 95.932 114.71 1.35e-16 1.12e-16 8.09e-17 32.14 -327.14 125012.5475285171 RightD05
