Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F04087 12.347 122.093 2.98e-17 1.86e-17 1.14e-17 16.56 -699.56 266617.1102661597 FrontD06
F04090 12.385 121.969 4.42e-17 2.06e-17 1.51e-17 21.19 -699.57 266620.91254752857 FrontD06
F04086 12.403 122.069 4.68e-17 2.45e-17 2.03e-17 13.6 -699.9 266746.38783269963 FrontD06
F04091 12.431 121.891 4.82e-17 2.9e-17 2.1e-17 19.27 -699.55 266613.3079847909 FrontD06
F04088 12.433 121.951 4.32e-17 3.73e-17 2.6e-17 23.14 -699.74 266685.5513307985 FrontD06
F04083 12.442 121.892 4.01e-17 2.55e-17 1.99e-17 21.74 -699.75 266689.3536121673 FrontD06
F04085 12.456 121.861 3.34e-17 2.71e-17 1.19e-17 14.3 -699.79 266704.5627376426 FrontD06
F04094 12.463 121.943 4.66e-17 1.98e-17 1.55e-17 13.93 -699.61 266636.1216730038 FrontD06
F04092 12.481 121.945 3.44e-17 2.02e-17 1.51e-17 16.05 -699.65 266651.3307984791 FrontD06
F04093 12.487 121.954 3.19e-17 1.63e-17 1.32e-17 19.27 -699.7 266670.3422053232 FrontD06
F04089 12.618 121.973 3.34e-17 2.98e-17 1.62e-17 21.21 -699.6 266632.319391635 FrontD06
F04084 12.644 121.868 4.43e-17 2.16e-17 1.82e-17 16.06 -699.65 266651.3307984791 FrontD06
