Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F09343 336.123 109.579 6.84e-17 5.08e-17 2.2e-17 27.8 -561.45 214103.80228136884 FrontB05
F09346 336.356 110.379 5.63e-17 4.14e-17 2.73e-17 18.54 -561.1 213970.7224334601 FrontB05
F09344 336.416 109.486 5.87e-17 3.46e-17 2.79e-17 22.87 -561.32 214054.3726235742 FrontB05
F09342 336.416 109.33 5.52e-17 2.37e-17 1.97e-17 16.25 -561.38 214077.18631178708 FrontB05
F09341 336.478 109.374 6.99e-17 3.38e-17 1.98e-17 21.45 -561.47 214111.4068441065 FrontB05
F09337 336.484 109.485 4.46e-17 3.61e-17 3.19e-17 15.64 -561.28 214039.16349809887 FrontB05
F09347 336.496 109.357 6e-17 4.97e-17 3.23e-17 22.67 -561.21 214012.54752851714 FrontB05
F09339 336.5 109.421 6.52e-17 4.19e-17 2.67e-17 22.56 -561.38 214077.18631178708 FrontB05
F09338 336.511 109.416 5.6e-17 5.31e-17 3.04e-17 24.0 -561.38 214077.18631178708 FrontB05
F09348 336.531 109.364 6.51e-17 4.51e-17 2.16e-17 29.14 -561.33 214058.174904943 FrontB05
F09345 336.537 109.249 7.24e-17 4.76e-17 3.71e-17 14.84 -561.24 214023.9543726236 FrontB05
F09340 336.665 109.341 6.33e-17 4.58e-17 2.57e-17 14.79 -561.47 214111.4068441065 FrontB05
