Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F03112 341.605 118.296 2.21e-17 1.15e-17 9.02e-18 11.65 -1145.77 436278.7072243346 FrontB05
F03106 341.803 118.21 1.6e-17 1.03e-17 7.57e-18 6.07 -1145.69 436248.2889733841 FrontB05
F03111 341.848 118.359 9.74e-18 1.01e-17 6.1e-18 9.72 -1145.68 436244.48669201526 FrontB05
F03109 341.867 118.269 1.3e-17 1.32e-17 6.53e-18 9.69 -1145.68 436244.48669201526 FrontB05
F03124 341.875 118.399 2.17e-17 1.62e-17 1.17e-17 8.5 -1145.76 436274.9049429658 FrontB05
F03119 341.892 118.313 1.74e-17 1.18e-17 6.38e-18 4.57 -1145.82 436297.7186311787 FrontB05
F03103 341.91 118.278 1.33e-17 1.11e-17 6.54e-18 8.35 -1145.67 436240.68441064644 FrontB05
F03108 341.914 118.27 1.78e-17 1.39e-17 5.46e-18 11.22 -1145.55 436195.05703422055 FrontB05
F03120 341.914 118.277 1.65e-17 1.03e-17 6.81e-18 9.3 -1145.53 436187.4524714829 FrontB05
F03099 341.914 118.216 1.54e-17 1.29e-17 8.02e-18 11.67 -1145.63 436225.4752851712 FrontB05
F03125 341.915 118.213 1.5e-17 1.12e-17 7.69e-18 4.58 -1145.68 436244.48669201526 FrontB05
F03130 341.917 118.289 1.67e-17 1.12e-17 6.07e-18 11.46 -1145.57 436202.6615969582 FrontB05
F03127 341.949 117.991 1.56e-17 1.43e-17 6.58e-18 14.02 -1145.67 436240.68441064644 FrontB05
F03123 341.963 118.243 1.63e-17 1.24e-17 8.15e-18 10.97 -1145.77 436278.7072243346 FrontB05
F03098 342.019 118.271 2.04e-17 1.13e-17 8.58e-18 13.36 -1145.65 436233.0798479088 FrontB05
F03110 342.041 118.194 1.24e-17 1.08e-17 8.56e-18 8.09 -1145.69 436248.2889733841 FrontB05
F03132 342.073 118.094 1.38e-17 1.04e-17 7.74e-18 11.66 -1145.72 436259.6958174905 FrontB05
F03113 342.086 118.289 1.36e-17 1.04e-17 7.39e-18 7.26 -1145.51 436179.8479087453 FrontB05
