Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F11983 240.74 44.852 9.42e-17 6.63e-17 4.76e-17 15.45 -435.65 166271.10266159693 UpA02
F11961 240.729 44.842 9.04e-17 6.19e-17 3.98e-17 13.7 -435.82 166335.7414448669 UpA02
F11971 240.782 44.841 1.29e-16 7.94e-17 4.52e-17 29.05 -435.84 166343.34600760456 UpA02
F11993 240.669 44.837 1.01e-16 8.6e-17 5.67e-17 30.39 -435.77 166316.7300380228 UpA02
F11992 240.658 44.837 9.85e-17 7e-17 4.32e-17 26.54 -435.78 166320.5323193916 UpA02
F11963 240.737 44.834 6.6e-17 4.24e-17 2.62e-17 27.43 -435.71 166293.91634980988 UpA02
F12002 240.747 44.834 8.78e-17 6.08e-17 4.34e-17 27.15 -435.68 166282.5095057034 UpA02
F11973 240.729 44.832 1.08e-16 7.82e-17 4.56e-17 27.16 -435.87 166354.75285171103 UpA02
F11980 240.76 44.832 9.51e-17 7.31e-17 3.89e-17 27.1 -435.95 166385.17110266158 UpA02
F11966 240.762 44.83 1.02e-16 6.67e-17 4.8e-17 37.11 -435.74 166305.32319391635 UpA02
F12003 240.338 44.832 1.28e-16 8.39e-17 5.51e-17 23.91 -436.04 166419.391634981 UpA02
F11997 240.746 44.827 8.7e-17 7.12e-17 4.68e-17 35.84 -435.64 166267.30038022812 UpA02
F11994 240.739 44.826 7.85e-17 6.36e-17 3.71e-17 28.03 -435.88 166358.55513307985 UpA02
F11962 239.554 44.701 1.13e-16 7.67e-17 4.99e-17 31.5 -435.61 166255.89353612167 UpA02
F11978 240.813 44.666 1.05e-16 6.99e-17 5.31e-17 23.36 -435.87 166354.75285171103 UpA02
F11975 240.242 44.66 1.05e-16 7.39e-17 3.86e-17 23.62 -435.79 166324.33460076046 UpA02
F11987 240.362 44.629 8.04e-17 6.16e-17 3.51e-17 30.26 -435.73 166301.52091254754 UpA02
