Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F08860 252.541 89.303 5.92e-17 3.57e-17 2.31e-17 14.22 -565.91 215799.61977186313 LeftB03
F08862 252.734 89.509 7.04e-17 6.52e-17 3.1e-17 20.01 -565.91 215799.61977186313 LeftB03
F08886 252.906 88.829 6.91e-17 4.74e-17 3.26e-17 10.77 -565.99 215830.0380228137 LeftB03
F08867 252.948 88.721 6.66e-17 3.84e-17 2.26e-17 19.38 -565.88 215788.21292775666 LeftB03
F08874 253.095 89.17 7.02e-17 6.24e-17 2.97e-17 16.22 -565.9 215795.81749049432 LeftB03
F08877 253.102 88.293 7.67e-17 5.8e-17 3.34e-17 20.13 -566.18 215902.28136882128 LeftB03
F08890 253.106 89.118 7.21e-17 4.79e-17 3.68e-17 22.6 -565.9 215795.81749049432 LeftB03
F08866 253.135 89.09 7.07e-17 5.26e-17 3.06e-17 26.18 -565.85 215776.8060836502 LeftB03
F08883 253.156 89.006 5.4e-17 3.23e-17 2.07e-17 20.24 -565.9 215795.81749049432 LeftB03
F08859 253.166 89.222 6.65e-17 4.52e-17 2.89e-17 26.11 -565.91 215799.61977186313 LeftB03
F08868 253.173 89.077 5.97e-17 4.54e-17 3.16e-17 25.5 -566.05 215852.85171102663 LeftB03
F08887 253.185 89.002 6.13e-17 4.84e-17 2.98e-17 14.21 -565.89 215792.01520912547 LeftB03
F08878 253.215 89.012 8.52e-17 5.37e-17 2.85e-17 25.77 -565.98 215826.2357414449 LeftB03
F08876 253.236 89.052 8.19e-17 6.22e-17 3.73e-17 16.02 -565.89 215792.01520912547 LeftB03
F08873 253.238 89.062 5.59e-17 4.69e-17 1.98e-17 14.61 -566.05 215852.85171102663 LeftB03
F08885 253.243 88.989 5.06e-17 4.37e-17 2.12e-17 22.12 -565.9 215795.81749049432 LeftB03
F08888 253.248 89.022 6.34e-17 4.8e-17 2.79e-17 21.49 -566.0 215833.84030418252 LeftB03
F08884 253.252 89.028 6.7e-17 4.75e-17 2.85e-17 15.13 -565.84 215773.0038022814 LeftB03
F08872 253.257 88.949 6.54e-17 4.02e-17 2.84e-17 19.69 -566.01 215837.64258555134 LeftB03
F08889 253.26 89.012 6.28e-17 4.95e-17 2.85e-17 24.77 -565.9 215795.81749049432 LeftB03
F08870 253.263 89.299 6.23e-17 4.78e-17 3.63e-17 29.83 -566.03 215845.24714828897 LeftB03
F08893 253.266 88.99 5.63e-17 3.83e-17 2.75e-17 17.23 -565.98 215826.2357414449 LeftB03
F08863 253.274 88.981 5.41e-17 3.33e-17 2.05e-17 22.56 -566.03 215845.24714828897 LeftB03
F08869 253.274 89.127 5.2e-17 3.63e-17 2.68e-17 30.86 -565.84 215773.0038022814 LeftB03
F08892 253.275 89.057 6.31e-17 4e-17 3.07e-17 21.37 -565.85 215776.8060836502 LeftB03
F08881 253.3 89.305 6.93e-17 5.34e-17 3.47e-17 23.28 -566.19 215906.08365019015 LeftB03
F08879 253.305 89.211 7.56e-17 5.36e-17 4.87e-17 20.32 -566.04 215849.04942965778 LeftB03
F08871 253.322 88.656 3.52e-17 3.3e-17 2.19e-17 20.24 -565.89 215792.01520912547 LeftB03
F08861 253.324 88.961 5.79e-17 4.31e-17 3.32e-17 21.53 -565.9 215795.81749049432 LeftB03
F08864 253.378 89.041 5.89e-17 4.16e-17 3.07e-17 16.34 -565.82 215765.39923954377 LeftB03
F08882 253.382 89.428 6.52e-17 3.29e-17 3.19e-17 13.58 -565.79 215753.99239543726 LeftB03
F08865 253.401 89.064 6.57e-17 4.76e-17 3.49e-17 15.23 -565.95 215814.82889733845 LeftB03
F08880 253.486 89.026 5.76e-17 5.08e-17 3.39e-17 23.05 -566.01 215837.64258555134 LeftB03
F08875 253.486 88.89 7.55e-17 5.23e-17 3.21e-17 13.0 -566.32 215955.51330798483 LeftB03
F08891 253.533 89.436 4.01e-17 2.12e-17 1.8e-17 34.79 -565.89 215792.01520912547 LeftB03
