Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F11906 280.448 56.401 6.34e-17 4.58e-17 3.02e-17 15.72 -539.06 205590.49429657793 LeftD01
F11916 280.581 56.537 6.72e-17 5.07e-17 3.33e-17 22.38 -539.18 205636.1216730038 LeftD01
F11919 280.717 56.449 5.76e-17 4.56e-17 2.97e-17 31.07 -539.21 205647.5285171103 LeftD01
F11927 280.738 56.447 4.28e-17 3.3e-17 2.31e-17 27.39 -539.11 205609.50570342207 LeftD01
F11886 280.762 56.412 6.49e-17 4.71e-17 2.67e-17 23.61 -539.22 205651.33079847912 LeftD01
F11918 280.763 56.423 8.35e-17 5.49e-17 3.85e-17 24.98 -539.14 205620.91254752854 LeftD01
F11893 280.789 56.168 6.99e-17 5.32e-17 3.65e-17 14.59 -539.12 205613.30798479088 LeftD01
F11920 280.804 56.542 6.9e-17 4.77e-17 3.08e-17 22.4 -539.12 205613.30798479088 LeftD01
F11905 280.814 56.36 5.19e-17 3.72e-17 2.41e-17 17.88 -539.12 205613.30798479088 LeftD01
F11929 280.833 56.484 8.24e-17 5.82e-17 3.4e-17 13.42 -538.93 205541.06463878325 LeftD01
F11904 280.838 56.407 7.72e-17 5.64e-17 3.82e-17 26.96 -539.25 205662.73764258556 LeftD01
F11913 280.851 56.391 7.28e-17 5.78e-17 3.95e-17 16.04 -539.19 205639.92395437267 LeftD01
F11900 280.857 56.372 5.15e-17 3.94e-17 2.73e-17 35.75 -539.25 205662.73764258556 LeftD01
F11909 280.87 56.426 6.64e-17 4.11e-17 2.68e-17 15.47 -539.0 205567.68060836504 LeftD01
F11889 280.872 56.392 5.03e-17 4.84e-17 2.87e-17 10.23 -539.18 205636.1216730038 LeftD01
F11907 280.875 56.427 4.44e-17 3.17e-17 2.04e-17 27.75 -539.14 205620.91254752854 LeftD01
F11890 280.877 56.358 6.24e-17 3.84e-17 2.7e-17 17.26 -538.97 205556.27376425857 LeftD01
F11887 280.88 56.341 5.45e-17 3.95e-17 2.54e-17 19.06 -539.0 205567.68060836504 LeftD01
F11892 280.882 56.43 7.05e-17 5.19e-17 3e-17 16.31 -539.05 205586.69201520912 LeftD01
F11895 280.885 56.436 6.52e-17 4.79e-17 2.71e-17 16.7 -539.13 205617.1102661597 LeftD01
F11930 280.895 56.436 6.07e-17 4.33e-17 3.04e-17 23.69 -539.25 205662.73764258556 LeftD01
F11888 280.899 56.433 6.45e-17 4.77e-17 2.78e-17 19.2 -539.05 205586.69201520912 LeftD01
F11911 280.909 56.505 6.67e-17 4.66e-17 2.8e-17 23.55 -539.02 205575.28517110267 LeftD01
F11912 280.911 56.438 7.43e-17 4.95e-17 3.27e-17 21.7 -539.17 205632.31939163498 LeftD01
F11910 280.915 56.454 6.69e-17 5.51e-17 3.42e-17 21.71 -539.14 205620.91254752854 LeftD01
F11914 280.932 56.4 8.34e-17 6.1e-17 4.01e-17 23.33 -539.13 205617.1102661597 LeftD01
F11899 280.952 56.42 6.13e-17 3.94e-17 2.32e-17 17.97 -538.9 205529.6577946768 LeftD01
F11902 280.968 56.164 7.13e-17 5.5e-17 3.36e-17 26.64 -539.16 205628.51711026617 LeftD01
F11917 280.969 56.317 4.94e-17 3.44e-17 2.43e-17 15.28 -539.24 205658.93536121675 LeftD01
F11894 280.975 55.931 8.61e-17 5.69e-17 4.23e-17 14.12 -539.07 205594.2965779468 LeftD01
F11921 281.011 56.316 6.37e-17 4.71e-17 3.26e-17 17.39 -539.3 205681.74904942967 LeftD01
F11908 281.023 56.369 6.67e-17 5.13e-17 3.47e-17 17.88 -539.12 205613.30798479088 LeftD01
F11903 281.025 56.326 7.45e-17 5.01e-17 3.39e-17 23.16 -539.25 205662.73764258556 LeftD01
F11923 281.026 56.642 6.4e-17 4.29e-17 2.86e-17 15.2 -539.13 205617.1102661597 LeftD01
F11922 281.053 56.286 7.05e-17 5.48e-17 3.07e-17 21.13 -539.03 205579.0874524715 LeftD01
F11924 281.06 56.351 6.68e-17 4.62e-17 3.38e-17 17.92 -538.84 205506.84410646392 LeftD01
F11896 281.06 56.082 7.33e-17 5.88e-17 3.66e-17 21.71 -539.17 205632.31939163498 LeftD01
F11925 281.132 56.733 4.87e-17 3.18e-17 2.26e-17 17.57 -538.96 205552.47148288976 LeftD01
F11898 281.132 56.543 5.69e-17 4.09e-17 2.9e-17 30.36 -539.02 205575.28517110267 LeftD01
F11928 281.182 56.231 6.42e-17 4.53e-17 3.27e-17 24.49 -539.03 205579.0874524715 LeftD01
F11897 281.195 56.07 5.52e-17 3.78e-17 2.55e-17 18.47 -539.16 205628.51711026617 LeftD01
F11915 281.3 56.542 8.41e-17 5.43e-17 3.53e-17 12.95 -539.11 205609.50570342207 LeftD01
F11891 281.414 56.469 7.57e-17 5.13e-17 3.77e-17 24.19 -539.31 205685.55133079848 LeftD01
F11901 281.698 56.347 8.52e-17 5.73e-17 3.6e-17 21.31 -539.16 205628.51711026617 LeftD01
