Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F09610 127.739 59.531 2.16e-17 1.36e-17 9.57e-18 11.27 -953.24 363073.3840304183 RightF01
F09638 127.795 59.403 2.07e-17 1.33e-17 1.07e-17 8.19 -953.14 363035.36121673003 RightF01
F09624 127.891 59.52 2.39e-17 1.57e-17 1.02e-17 9.57 -953.07 363008.7452471483 RightF01
F09615 127.971 59.083 2.29e-17 1.32e-17 9.78e-18 14.78 -953.29 363092.39543726237 RightF01
F09621 128.0 59.537 1.76e-17 1.24e-17 8.15e-18 7.38 -953.33 363107.6045627377 RightF01
F09640 128.022 59.272 1.9e-17 1.26e-17 9.47e-18 10.49 -953.13 363031.5589353612 RightF01
F09607 128.039 59.28 2.12e-17 1.61e-17 1.01e-17 11.56 -953.36 363119.01140684413 RightF01
F09636 128.043 59.259 2.24e-17 1.46e-17 1.08e-17 16.88 -953.53 363183.6501901141 RightF01
F09616 128.061 59.328 1.99e-17 1.51e-17 1.03e-17 12.39 -953.41 363138.0228136882 RightF01
F09628 128.081 59.379 1.71e-17 1.1e-17 7.34e-18 11.21 -953.25 363077.1863117871 RightF01
F09643 128.082 59.324 1.61e-17 1.2e-17 7.59e-18 15.65 -953.49 363168.4410646388 RightF01
F09633 128.105 59.256 1.94e-17 1.49e-17 8.68e-18 11.23 -953.44 363149.4296577947 RightF01
F09625 128.113 59.352 1.72e-17 1.03e-17 8.33e-18 8.58 -953.33 363107.6045627377 RightF01
F09634 128.118 59.3 2.33e-17 1.49e-17 8.82e-18 9.1 -953.32 363103.8022813689 RightF01
F09620 128.12 59.485 2.18e-17 1.79e-17 1.17e-17 13.02 -953.3 363096.1977186312 RightF01
F09617 128.13 59.243 1.78e-17 1.2e-17 8.08e-18 17.59 -953.29 363092.39543726237 RightF01
F09630 128.135 59.288 2.66e-17 2.09e-17 1.25e-17 12.43 -953.27 363084.79087452474 RightF01
F09604 128.135 59.251 1.84e-17 1.33e-17 9.79e-18 9.48 -953.19 363054.37262357416 RightF01
F09629 128.136 59.289 2.52e-17 1.81e-17 1.38e-17 14.22 -953.32 363103.8022813689 RightF01
F09613 128.139 59.576 2.56e-17 1.84e-17 1.2e-17 7.2 -953.01 362985.9315589354 RightF01
F09608 128.14 59.257 2.28e-17 1.4e-17 1.1e-17 9.62 -953.28 363088.59315589356 RightF01
F09632 128.141 59.227 1.84e-17 1.28e-17 8.78e-18 12.41 -953.26 363080.9885931559 RightF01
F09622 128.141 59.254 2.29e-17 1.78e-17 1.21e-17 11.9 -953.28 363088.59315589356 RightF01
F09611 128.141 59.3 2.76e-17 1.9e-17 1.13e-17 11.29 -953.47 363160.83650190115 RightF01
F09619 128.143 59.255 2.21e-17 1.65e-17 1.07e-17 5.31 -953.24 363073.3840304183 RightF01
F09641 128.145 59.354 1.91e-17 1.36e-17 8.96e-18 15.74 -953.38 363126.61596958176 RightF01
F09618 128.157 59.233 2.25e-17 1.37e-17 1.02e-17 13.72 -953.16 363042.96577946766 RightF01
F09639 128.159 59.267 1.51e-17 1.19e-17 8.27e-18 9.83 -953.42 363141.825095057 RightF01
F09612 128.159 59.352 1.73e-17 1.35e-17 8.81e-18 9.03 -953.26 363080.9885931559 RightF01
F09631 128.16 59.234 2.18e-17 1.48e-17 8.37e-18 12.89 -953.06 363004.94296577945 RightF01
F09606 128.163 59.303 1.97e-17 1.28e-17 7.83e-18 10.46 -953.38 363126.61596958176 RightF01
F09637 128.169 59.167 1.96e-17 1.28e-17 7.59e-18 10.17 -953.36 363119.01140684413 RightF01
F09627 128.195 59.251 1.76e-17 1.49e-17 8.71e-18 11.5 -953.48 363164.63878326997 RightF01
F09626 128.203 59.349 1.89e-17 1.32e-17 8.27e-18 7.67 -953.38 363126.61596958176 RightF01
F09623 128.231 59.259 1.6e-17 1.12e-17 7.62e-18 13.6 -953.1 363020.1520912548 RightF01
F09614 128.332 58.915 2.06e-17 1.24e-17 7.78e-18 18.72 -953.36 363119.01140684413 RightF01
F09605 128.375 59.223 2.72e-17 1.88e-17 1.24e-17 13.37 -953.29 363092.39543726237 RightF01
F09642 128.383 58.955 1.54e-17 1.03e-17 6.28e-18 9.06 -953.36 363119.01140684413 RightF01
F09609 128.46 59.181 2.66e-17 2.04e-17 1.18e-17 9.22 -953.18 363050.57034220535 RightF01
F09635 128.474 59.22 2.71e-17 1.88e-17 1.17e-17 15.17 -953.23 363069.5817490495 RightF01
