Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F08663 215.726 43.864 2.57e-17 1.73e-17 1.04e-17 16.24 -861.01 328004.94296577945 UpA01
F08665 215.729 43.677 2.16e-17 1.62e-17 1.03e-17 14.04 -860.94 327978.32699619775 UpA01
F08658 215.683 43.675 2.41e-17 1.77e-17 1.17e-17 10.54 -860.95 327982.12927756656 UpA01
F08648 215.636 43.692 2.29e-17 1.72e-17 1.12e-17 10.68 -861.01 328004.94296577945 UpA01
F08654 215.48 43.76 2.16e-17 1.52e-17 9.8e-18 16.74 -860.91 327966.92015209125 UpA01
F08656 215.62 43.608 3.16e-17 2.23e-17 1.58e-17 12.59 -860.95 327982.12927756656 UpA01
F08652 215.565 43.647 2.86e-17 2.06e-17 1.21e-17 17.86 -861.11 328042.9657794677 UpA01
F08659 215.541 43.648 3.06e-17 1.91e-17 1.35e-17 12.01 -860.94 327978.32699619775 UpA01
F08660 215.558 43.623 2.11e-17 1.51e-17 9.4e-18 16.81 -860.93 327974.5247148289 UpA01
F08651 215.627 43.565 3.09e-17 2.17e-17 1.34e-17 8.23 -861.04 328016.34980988596 UpA01
F08666 215.656 43.529 1.67e-17 1.19e-17 7.93e-18 17.63 -860.88 327955.5133079848 UpA01
F08661 215.516 43.609 2.22e-17 1.55e-17 1.03e-17 13.55 -861.04 328016.34980988596 UpA01
F08649 215.515 43.607 2.19e-17 1.58e-17 9.84e-18 13.14 -861.09 328035.3612167301 UpA01
F08657 215.509 43.606 2.7e-17 1.92e-17 1.24e-17 16.46 -860.87 327951.711026616 UpA01
F08655 215.506 43.606 2.88e-17 2.06e-17 1.36e-17 12.46 -861.07 328027.75665399246 UpA01
F08653 215.53 43.576 2.34e-17 1.57e-17 1.08e-17 8.14 -861.01 328004.94296577945 UpA01
F08664 215.48 43.555 2.96e-17 1.9e-17 1.26e-17 12.21 -861.02 328008.7452471483 UpA01
F08647 215.374 43.642 3.08e-17 2.21e-17 1.38e-17 12.11 -860.92 327970.72243346006 UpA01
F08662 215.401 43.602 2.28e-17 1.63e-17 1.1e-17 20.11 -860.87 327951.711026616 UpA01
F08650 215.482 43.501 2.77e-17 1.86e-17 1.3e-17 18.83 -860.99 327997.3384030418 UpA01
