Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F06373 84.293 75.004 4.31e-17 2.83e-17 2.2e-17 15.6 -582.76 222206.46387832702 RightC03
F06412 84.903 75.512 6.96e-17 4.62e-17 3.13e-17 19.67 -582.74 222198.85931558936 RightC03
F06414 85.022 75.657 4.69e-17 3.83e-17 2.41e-17 7.61 -582.97 222286.31178707228 RightC03
F06378 85.05 75.969 4.48e-17 4.18e-17 2.47e-17 18.49 -582.78 222214.06844106465 RightC03
F06369 85.128 75.611 5.34e-17 4.68e-17 2.71e-17 16.05 -582.96 222282.50950570346 RightC03
F06374 85.132 75.559 5.52e-17 3.69e-17 2.01e-17 9.6 -583.0 222297.71863117872 RightC03
F06404 85.14 75.746 4.85e-17 3.07e-17 3.13e-17 16.77 -583.07 222324.33460076049 RightC03
F06391 85.167 75.586 3.68e-17 2.43e-17 1.62e-17 17.52 -582.84 222236.8821292776 RightC03
F06372 85.179 75.439 5.86e-17 3.84e-17 2.35e-17 24.94 -582.87 222248.28897338404 RightC03
F06368 85.181 75.528 7.85e-17 5.3e-17 3.02e-17 21.59 -582.95 222278.70722433462 RightC03
F06361 85.183 75.536 6.26e-17 3.91e-17 3.06e-17 14.79 -583.02 222305.32319391635 RightC03
F06381 85.185 75.662 3.89e-17 2.97e-17 2.87e-17 10.21 -582.71 222187.45247148292 RightC03
F06406 85.194 75.685 6.09e-17 3.89e-17 2.21e-17 14.78 -582.91 222263.49809885933 RightC03
F06388 85.2 75.313 5.71e-17 5.02e-17 3.47e-17 13.08 -582.88 222252.09125475286 RightC03
F06390 85.21 75.618 5.1e-17 4.26e-17 2.59e-17 27.14 -582.75 222202.66159695818 RightC03
F06383 85.213 75.657 5.22e-17 4.26e-17 2.28e-17 15.97 -582.79 222217.87072243346 RightC03
F06408 85.214 75.642 4.77e-17 3.19e-17 2.03e-17 24.78 -582.91 222263.49809885933 RightC03
F06379 85.216 75.549 4.21e-17 3.95e-17 2.47e-17 26.03 -582.8 222221.67300380228 RightC03
