Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F01489 53.735 10.877 1.32e-17 1.07e-17 5.33e-18 7.65 -1151.02 438274.9049429658 UpD04
F01467 55.373 10.939 2.1e-17 1.47e-17 8.31e-18 9.61 -1151.37 438407.9847908745 UpD04
F01480 55.053 11.016 1.55e-17 1.12e-17 8.01e-18 10.75 -1151.25 438362.3574144487 UpD04
F01483 55.553 10.996 2.17e-17 1.54e-17 8.93e-18 12.44 -1151.45 438438.4030418251 UpD04
F01476 55.379 11.018 1.75e-17 1.39e-17 1.06e-17 16.22 -1151.35 438400.38022813684 UpD04
F01471 55.26 11.037 1.34e-17 1.35e-17 6.96e-18 8.77 -1151.41 438423.19391634985 UpD04
F01481 56.086 10.943 1.4e-17 1.32e-17 5.47e-18 11.67 -1151.6 438495.4372623574 UpD04
F01487 55.578 11.02 1.5e-17 1.02e-17 9.17e-18 8.24 -1151.43 438430.7984790875 UpD04
F01478 55.832 10.99 1.41e-17 1.34e-17 7.13e-18 11.88 -1151.36 438404.18250950566 UpD04
F01462 55.659 11.032 1.17e-17 1.29e-17 8.97e-18 11.69 -1151.37 438407.9847908745 UpD04
F01475 55.682 11.039 1.29e-17 1.06e-17 5.34e-18 6.8 -1151.15 438324.3346007605 UpD04
F01473 55.646 11.049 1.73e-17 1.22e-17 7.01e-18 12.26 -1151.43 438430.7984790875 UpD04
F01482 55.654 11.064 1.88e-17 1.47e-17 9.41e-18 7.57 -1151.21 438347.14828897343 UpD04
F01466 55.95 11.067 2.02e-17 1.15e-17 7.84e-18 8.89 -1151.25 438362.3574144487 UpD04
F01465 55.211 11.23 1.4e-17 1.35e-17 8.52e-18 7.81 -1151.27 438369.9619771863 UpD04
F01474 57.339 10.977 1.69e-17 1.07e-17 4.37e-18 12.61 -1151.33 438392.7756653992 UpD04
F01461 56.818 11.273 1.29e-17 1.05e-17 5.97e-18 11.99 -1151.33 438392.7756653992 UpD04
