Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F02732 135.737 97.134 2.27e-17 1.8e-17 1.06e-17 6.89 -1030.04 392274.9049429658 BackA04
F02718 135.807 97.35 1.4e-17 1.13e-17 6.03e-18 12.69 -1030.06 392282.5095057034 BackA04
F02725 135.858 97.447 1.28e-17 1.2e-17 6.49e-18 11.83 -1029.98 392252.0912547529 BackA04
F02722 135.874 97.26 1.94e-17 1.67e-17 6.47e-18 8.73 -1030.01 392263.49809885933 BackA04
F02724 135.897 97.314 1.69e-17 1.45e-17 1.08e-17 7.41 -1030.09 392293.91634980985 BackA04
F02719 135.901 97.28 1.76e-17 1.33e-17 8.1e-18 12.02 -1030.2 392335.74144486693 BackA04
F02729 135.905 97.309 1.71e-17 1.13e-17 9.3e-18 8.57 -1030.07 392286.3117870722 BackA04
F02721 135.906 97.438 2.3e-17 1.36e-17 8.78e-18 7.39 -1029.9 392221.6730038023 BackA04
F02714 135.91 97.336 2.24e-17 1.73e-17 1.05e-17 9.81 -1030.06 392282.5095057034 BackA04
F02727 135.911 97.594 1.79e-17 1.09e-17 1e-17 13.32 -1030.15 392316.73003802286 BackA04
F02716 135.916 97.297 2.12e-17 1.19e-17 1.04e-17 11.59 -1029.97 392248.2889733841 BackA04
F02730 135.919 97.275 1.31e-17 1.14e-17 1.06e-17 10.83 -1030.13 392309.1254752852 BackA04
F02717 135.929 97.391 1.94e-17 1.23e-17 8.8e-18 7.88 -1030.16 392320.53231939167 BackA04
F02733 135.933 97.291 2.61e-17 1.41e-17 8.95e-18 15.16 -1030.11 392301.5209125475 BackA04
F02723 135.937 97.269 2.01e-17 1.15e-17 8.25e-18 8.78 -1029.91 392225.4752851711 BackA04
F02720 135.937 97.285 1.57e-17 1.39e-17 7.47e-18 8.6 -1030.01 392263.49809885933 BackA04
F02715 135.948 97.26 1.62e-17 1.27e-17 9.1e-18 9.22 -1030.05 392278.7072243346 BackA04
F02713 135.98 97.212 2.45e-17 1.73e-17 1.02e-17 6.84 -1030.03 392271.10266159696 BackA04
F02726 135.983 97.602 1.62e-17 1.11e-17 6.36e-18 7.66 -1029.97 392248.2889733841 BackA04
