Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F10026 77.792 68.271 3.06e-17 2.14e-17 1.39e-17 14.5 -926.78 353012.54752851714 RightC02
F10050 77.797 68.633 2.74e-17 1.5e-17 1.18e-17 13.73 -926.82 353027.75665399246 RightC02
F10016 77.831 68.338 4.01e-17 1.95e-17 1.19e-17 15.23 -926.73 352993.536121673 RightC02
F10037 77.937 68.509 1.99e-17 1.21e-17 1.02e-17 12.28 -926.77 353008.7452471483 RightC02
F10040 77.943 68.632 1.8e-17 1.6e-17 9.8e-18 12.18 -926.79 353016.34980988596 RightC02
F10053 77.956 68.406 2.6e-17 1.73e-17 1.05e-17 13.17 -926.84 353035.3612167301 RightC02
F10060 77.958 68.505 2.32e-17 1.44e-17 1.09e-17 9.44 -926.88 353050.57034220535 RightC02
F10045 77.959 68.384 2.27e-17 1.44e-17 8.42e-18 13.43 -926.69 352978.32699619775 RightC02
F10032 77.975 68.454 1.91e-17 1.31e-17 7.56e-18 12.43 -926.97 353084.79087452474 RightC02
F10034 77.976 68.545 2.08e-17 1.86e-17 1.02e-17 13.6 -926.71 352985.9315589354 RightC02
F10038 77.982 68.846 1.97e-17 1.37e-17 7e-18 13.41 -927.04 353111.40684410644 RightC02
F10035 78.021 68.56 2.89e-17 2.23e-17 1.29e-17 9.31 -926.81 353023.9543726236 RightC02
F10030 78.021 68.551 2.29e-17 1.69e-17 9.64e-18 10.16 -926.92 353065.7794676806 RightC02
F10036 78.022 68.511 1.55e-17 1.62e-17 9.57e-18 17.29 -926.9 353058.174904943 RightC02
F10056 78.023 68.573 2.35e-17 1.86e-17 1.04e-17 12.0 -926.92 353065.7794676806 RightC02
F10025 78.025 68.396 2.76e-17 1.95e-17 1.4e-17 17.51 -926.83 353031.5589353613 RightC02
F10041 78.027 68.443 1.79e-17 1.39e-17 9.2e-18 13.06 -926.94 353073.3840304183 RightC02
F10019 78.029 68.523 2.43e-17 1.94e-17 1.02e-17 19.78 -926.94 353073.3840304183 RightC02
F10031 78.029 68.532 2.89e-17 1.82e-17 1.16e-17 15.65 -926.95 353077.1863117871 RightC02
F10043 78.03 68.536 2.12e-17 1.71e-17 1e-17 17.83 -926.9 353058.174904943 RightC02
F10054 78.034 68.558 2.03e-17 1.53e-17 1.07e-17 3.42 -926.84 353035.3612167301 RightC02
F10055 78.039 68.541 2.11e-17 1.75e-17 1.26e-17 9.18 -926.95 353077.1863117871 RightC02
F10023 78.042 68.403 2.44e-17 1.73e-17 1.08e-17 10.94 -926.79 353016.34980988596 RightC02
F10057 78.042 68.54 2.18e-17 1.75e-17 9.63e-18 11.74 -926.86 353042.9657794677 RightC02
F10021 78.045 68.564 2.88e-17 1.73e-17 1.36e-17 7.08 -927.02 353103.8022813688 RightC02
F10042 78.045 68.555 2.57e-17 1.64e-17 1.03e-17 9.82 -926.9 353058.174904943 RightC02
F10033 78.046 68.369 2.7e-17 1.44e-17 1.05e-17 7.54 -926.79 353016.34980988596 RightC02
F10020 78.05 68.549 2.59e-17 2.03e-17 1.2e-17 14.67 -926.74 352997.3384030418 RightC02
F10027 78.051 68.555 1.35e-17 1.09e-17 5.74e-18 7.21 -926.93 353069.5817490494 RightC02
F10062 78.053 68.241 2.55e-17 1.77e-17 9.59e-18 9.81 -926.69 352978.32699619775 RightC02
F10044 78.059 68.606 2.51e-17 1.65e-17 1.08e-17 11.35 -926.95 353077.1863117871 RightC02
F10017 78.065 68.546 2.48e-17 1.79e-17 8.5e-18 6.9 -926.94 353073.3840304183 RightC02
F10047 78.071 68.549 1.78e-17 1.29e-17 7.4e-18 7.47 -926.91 353061.9771863118 RightC02
F10052 78.082 68.57 2.42e-17 2.01e-17 1.19e-17 14.71 -926.79 353016.34980988596 RightC02
F10064 78.091 68.574 2.23e-17 1.35e-17 8.89e-18 8.46 -927.0 353096.1977186312 RightC02
F10059 78.115 68.467 2.79e-17 1.87e-17 1.16e-17 13.44 -926.68 352974.5247148289 RightC02
F10024 78.116 68.628 1.67e-17 1.23e-17 8.12e-18 15.37 -926.73 352993.536121673 RightC02
F10051 78.117 68.418 2.52e-17 1.94e-17 1.48e-17 11.58 -926.88 353050.57034220535 RightC02
F10049 78.121 68.596 2.1e-17 1.63e-17 1.13e-17 17.01 -926.97 353084.79087452474 RightC02
F10065 78.127 68.499 2.54e-17 2.03e-17 1.14e-17 11.3 -927.08 353126.61596958176 RightC02
F10048 78.14 68.576 1.73e-17 1.32e-17 8.67e-18 12.79 -926.8 353020.1520912548 RightC02
F10029 78.166 68.506 1.71e-17 1.34e-17 9.7e-18 15.09 -926.87 353046.76806083653 RightC02
F10028 78.176 68.597 2.81e-17 1.62e-17 8.74e-18 14.18 -926.84 353035.3612167301 RightC02
F10061 78.188 68.63 1.51e-17 1.19e-17 6.97e-18 7.72 -926.91 353061.9771863118 RightC02
F10039 78.192 68.184 1.71e-17 1.31e-17 7.55e-18 8.65 -927.06 353119.0114068441 RightC02
F10018 78.223 68.785 2.12e-17 1.4e-17 8.26e-18 11.2 -926.62 352951.711026616 RightC02
F10022 78.236 68.515 2.14e-17 1.36e-17 8.88e-18 11.33 -926.88 353050.57034220535 RightC02
F10063 78.247 68.87 3.39e-17 2.17e-17 1.53e-17 12.95 -926.86 353042.9657794677 RightC02
F10046 78.322 68.48 2.39e-17 1.4e-17 1.13e-17 10.92 -926.83 353031.5589353613 RightC02
