Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F00841 160.357 128.336 6.01e-17 4.92e-17 3.12e-17 13.21 -568.32 216715.9695817491 BackB06
F00831 160.407 128.41 4.79e-17 3.98e-17 1.96e-17 14.52 -568.53 216795.8174904943 BackB06
F00844 160.482 128.172 6e-17 2.95e-17 2.82e-17 19.3 -568.24 216685.5513307985 BackB06
F00834 160.502 128.454 4.48e-17 2.5e-17 1.63e-17 14.72 -568.24 216685.5513307985 BackB06
F00826 160.546 128.457 6.21e-17 5.08e-17 3.21e-17 15.81 -568.4 216746.38783269963 BackB06
F00825 160.548 128.511 3.57e-17 4.26e-17 2.84e-17 15.56 -568.38 216738.78326996198 BackB06
F00838 160.573 128.245 6.39e-17 3.35e-17 2.93e-17 20.14 -568.35 216727.37642585553 BackB06
F00827 160.578 128.415 5.51e-17 3.4e-17 2.71e-17 22.13 -568.38 216738.78326996198 BackB06
F00822 160.586 128.241 8.05e-17 2.92e-17 2.72e-17 16.91 -568.3 216708.3650190114 BackB06
F00839 160.608 128.299 5.11e-17 5.74e-17 2.16e-17 19.0 -568.46 216769.20152091258 BackB06
F00836 160.613 128.329 7.53e-17 4.72e-17 3.61e-17 10.88 -568.46 216769.20152091258 BackB06
F00828 160.615 128.258 6.52e-17 3.78e-17 2.57e-17 20.57 -568.43 216757.79467680608 BackB06
F00840 160.625 128.257 6.81e-17 6.02e-17 2.57e-17 16.2 -568.37 216734.98098859316 BackB06
F00833 160.636 128.368 7.45e-17 3.92e-17 3.44e-17 22.27 -568.4 216746.38783269963 BackB06
F00821 160.637 128.249 5.45e-17 3.28e-17 2.52e-17 14.96 -568.18 216662.73764258553 BackB06
F00837 160.642 128.198 8.82e-17 2.45e-17 3.65e-17 15.47 -568.31 216712.1673003802 BackB06
F00842 160.648 128.336 1.03e-16 3.37e-17 2.93e-17 14.49 -568.22 216677.94676806085 BackB06
F00832 160.651 128.277 5.17e-17 3.34e-17 1.7e-17 17.04 -568.46 216769.20152091258 BackB06
F00843 160.656 128.297 8.26e-17 5.64e-17 3.56e-17 23.93 -568.4 216746.38783269963 BackB06
F00835 160.657 128.487 5.87e-17 4.23e-17 2.05e-17 14.75 -568.53 216795.8174904943 BackB06
F00824 160.679 128.332 6.52e-17 3.83e-17 3.13e-17 17.7 -568.34 216723.57414448672 BackB06
F00829 160.698 128.333 5.27e-17 3.54e-17 2.2e-17 17.13 -568.35 216727.37642585553 BackB06
