Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F10219 103.401 78.086 2.84e-16 1.74e-16 1.14e-16 58.21 -268.19 102598.09885931558 RightD03
F10221 103.795 76.382 2.71e-16 1.86e-16 1.18e-16 66.76 -268.39 102674.144486692 RightD03
F10232 104.194 76.114 3.28e-16 3.17e-16 1.44e-16 52.33 -268.36 102662.73764258555 RightD03
F10228 104.373 76.9 2.54e-16 1.87e-16 1.23e-16 34.36 -268.51 102719.77186311786 RightD03
F10222 104.379 76.672 3.46e-16 2.18e-16 1.43e-16 49.71 -268.46 102700.76045627375 RightD03
F10223 104.396 76.553 1.93e-16 1.48e-16 8.09e-17 41.48 -268.51 102719.77186311786 RightD03
F10218 104.405 76.611 2.03e-16 1.37e-16 1.17e-16 52.18 -268.44 102693.15589353611 RightD03
F10229 104.495 76.856 2.98e-16 1.92e-16 1.11e-16 43.65 -268.55 102734.98098859315 RightD03
F10227 104.511 76.738 3.12e-16 1.97e-16 1.85e-16 54.75 -268.35 102658.93536121673 RightD03
F10226 104.538 76.66 2.26e-16 2.04e-16 1.12e-16 20.39 -268.34 102655.13307984789 RightD03
F10230 104.554 76.287 2.24e-16 1.34e-16 9.52e-17 37.21 -268.44 102693.15589353611 RightD03
F10224 104.637 76.477 2.73e-16 2.37e-16 1.2e-16 32.11 -268.24 102617.1102661597 RightD03
F10225 104.86 76.978 2.55e-16 2.06e-16 1.1e-16 48.28 -268.56 102738.78326996198 RightD03
F10220 104.886 75.883 3.21e-16 1.77e-16 1.23e-16 42.32 -268.34 102655.13307984789 RightD03
