Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F03545 83.961 39.552 3.43e-17 2.81e-17 1.17e-17 15.72 -671.92 256107.60456273763 UpF04
F03597 84.474 39.766 3.63e-17 4.49e-17 2.56e-17 19.21 -671.88 256092.39543726237 UpF04
F03538 85.015 39.761 4.29e-17 2.7e-17 2.18e-17 15.62 -671.91 256103.80228136881 UpF04
F03579 84.2 39.776 5.72e-17 4.21e-17 2.94e-17 18.58 -672.07 256164.63878327 UpF04
F03572 84.552 39.778 3.76e-17 2.45e-17 2.13e-17 6.73 -672.16 256198.85931558936 UpF04
F03555 84.055 39.801 4.41e-17 2.75e-17 2.08e-17 20.03 -671.91 256103.80228136881 UpF04
F03595 84.092 39.81 3.12e-17 2.49e-17 1.53e-17 13.29 -671.97 256126.61596958176 UpF04
F03594 84.517 39.803 5.25e-17 3.02e-17 2.3e-17 22.94 -672.02 256145.62737642587 UpF04
F03599 85.385 39.795 2.32e-17 1.89e-17 1.57e-17 11.69 -671.9 256100.0 UpF04
F03580 83.762 39.824 4.43e-17 3.4e-17 2.24e-17 13.24 -671.77 256050.57034220532 UpF04
F03604 84.273 39.829 3.85e-17 2.32e-17 2.53e-17 14.53 -671.86 256084.79087452474 UpF04
F03556 84.364 39.834 4.42e-17 2.89e-17 1.9e-17 22.02 -672.01 256141.82509505705 UpF04
F03557 84.349 39.842 3.2e-17 2.56e-17 1.64e-17 14.25 -671.99 256134.22053231942 UpF04
F03535 84.497 39.848 4.4e-17 2.72e-17 1.98e-17 21.25 -671.9 256100.0 UpF04
F03534 83.937 39.863 5.73e-17 3.55e-17 1.96e-17 17.3 -671.94 256115.20912547532 UpF04
F03563 84.385 39.86 4.27e-17 3.52e-17 2.3e-17 11.57 -672.02 256145.62737642587 UpF04
F03569 84.254 39.862 5.98e-17 3.7e-17 2.32e-17 19.63 -672.01 256141.82509505705 UpF04
F03541 84.174 39.863 6.16e-17 2.87e-17 1.75e-17 13.98 -671.97 256126.61596958176 UpF04
F03549 84.059 39.867 2.87e-17 2.38e-17 1.59e-17 16.68 -671.86 256084.79087452474 UpF04
F03593 84.293 39.877 4.6e-17 2.88e-17 2.05e-17 19.91 -671.78 256054.37262357416 UpF04
F03576 84.502 39.881 4.94e-17 4.01e-17 2.04e-17 19.02 -671.94 256115.20912547532 UpF04
F03582 84.617 39.879 3.94e-17 2.74e-17 1.56e-17 15.09 -672.09 256172.24334600763 UpF04
F03588 84.452 39.883 4.27e-17 2.76e-17 2.07e-17 14.3 -672.0 256138.02281368824 UpF04
F03554 84.476 39.882 4e-17 2.99e-17 1.72e-17 23.34 -671.92 256107.60456273763 UpF04
F03547 84.545 39.883 3.28e-17 2.9e-17 1.76e-17 21.86 -672.05 256157.0342205323 UpF04
F03537 84.435 39.885 2.66e-17 3.02e-17 1.61e-17 21.39 -672.17 256202.66159695818 UpF04
F03600 84.438 39.892 2.9e-17 2.8e-17 1.89e-17 14.02 -672.12 256183.65019011407 UpF04
F03585 84.354 39.898 4.61e-17 3.62e-17 2.32e-17 17.19 -672.05 256157.0342205323 UpF04
F03606 84.42 39.897 4.35e-17 3.81e-17 3.03e-17 20.69 -671.99 256134.22053231942 UpF04
F03536 84.449 39.902 3.89e-17 2.89e-17 1.83e-17 11.57 -671.94 256115.20912547532 UpF04
F03561 84.42 39.905 3.27e-17 2.57e-17 1.32e-17 22.46 -672.12 256183.65019011407 UpF04
F03608 84.448 39.906 1.7e-17 1.52e-17 1.13e-17 16.88 -671.87 256088.59315589356 UpF04
F03591 84.527 39.906 5.58e-17 3.33e-17 1.72e-17 22.96 -671.85 256080.98859315593 UpF04
F03542 84.426 39.913 5.06e-17 2.8e-17 1.72e-17 11.12 -672.11 256179.84790874526 UpF04
F03544 84.438 39.915 4.41e-17 2.47e-17 2.07e-17 14.43 -672.03 256149.42965779468 UpF04
F03559 84.31 39.92 5.22e-17 3.86e-17 2.82e-17 18.32 -671.79 256058.17490494298 UpF04
F03562 84.433 39.923 3.5e-17 2.14e-17 1.45e-17 22.47 -671.81 256065.7794676806 UpF04
F03578 84.792 39.92 5.14e-17 3.68e-17 2.25e-17 6.82 -671.98 256130.4182509506 UpF04
F03552 84.567 39.923 5.03e-17 3.38e-17 2.13e-17 18.09 -671.99 256134.22053231942 UpF04
F03581 84.561 39.927 4.32e-17 3.88e-17 2.5e-17 21.65 -672.09 256172.24334600763 UpF04
F03570 84.279 39.937 2.96e-17 2.38e-17 1.59e-17 13.2 -671.98 256130.4182509506 UpF04
F03571 84.404 39.94 4.88e-17 3.46e-17 2.6e-17 13.39 -672.0 256138.02281368824 UpF04
F03558 84.52 39.938 5.12e-17 3.42e-17 1.8e-17 14.48 -671.93 256111.40684410647 UpF04
F03553 84.52 39.94 4.53e-17 3.22e-17 2.44e-17 12.06 -672.14 256191.25475285173 UpF04
F03598 84.398 39.942 3.86e-17 3.11e-17 1.77e-17 17.1 -672.05 256157.0342205323 UpF04
F03551 84.504 39.941 4.1e-17 2.89e-17 1.76e-17 14.41 -672.09 256172.24334600763 UpF04
F03540 84.421 39.945 5.03e-17 3.7e-17 2.73e-17 19.13 -671.97 256126.61596958176 UpF04
F03574 84.464 39.945 3.78e-17 2.74e-17 1.64e-17 11.39 -672.05 256157.0342205323 UpF04
F03602 84.345 39.95 4.18e-17 2.8e-17 1.8e-17 18.72 -671.95 256119.01140684413 UpF04
F03587 84.351 39.953 4.2e-17 3.68e-17 2.42e-17 20.17 -671.99 256134.22053231942 UpF04
F03550 84.422 39.954 5.99e-17 4.59e-17 2.29e-17 13.43 -671.9 256100.0 UpF04
F03590 84.535 39.96 4.95e-17 3.59e-17 1.95e-17 14.84 -672.04 256153.2319391635 UpF04
F03583 84.101 39.969 5.12e-17 3.43e-17 2.42e-17 21.32 -672.04 256153.2319391635 UpF04
F03560 84.391 39.973 2.83e-17 2.3e-17 1.29e-17 10.14 -672.08 256168.4410646388 UpF04
F03543 84.26 39.979 4.02e-17 1.95e-17 1.61e-17 19.97 -672.14 256191.25475285173 UpF04
F03566 84.402 39.977 3.43e-17 3e-17 1.84e-17 13.95 -672.17 256202.66159695818 UpF04
F03577 84.441 39.979 2.88e-17 2.86e-17 1.53e-17 20.83 -672.01 256141.82509505705 UpF04
F03596 84.734 39.981 4.71e-17 2.91e-17 2.13e-17 26.03 -671.76 256046.7680608365 UpF04
F03603 84.478 39.986 4.93e-17 2.93e-17 1.74e-17 10.91 -671.98 256130.4182509506 UpF04
F03586 84.446 39.989 3.27e-17 2.93e-17 1.68e-17 22.97 -671.93 256111.40684410647 UpF04
F03589 84.504 39.989 4.63e-17 3.41e-17 2.89e-17 16.15 -672.0 256138.02281368824 UpF04
F03575 84.33 39.996 3.96e-17 3.03e-17 1.81e-17 23.26 -671.94 256115.20912547532 UpF04
F03548 84.337 40.009 4.05e-17 3.39e-17 2.49e-17 19.22 -671.94 256115.20912547532 UpF04
F03601 84.352 40.014 3.78e-17 2.43e-17 2.26e-17 20.82 -672.18 256206.463878327 UpF04
F03605 84.647 40.019 4.32e-17 4.15e-17 2.01e-17 19.5 -671.9 256100.0 UpF04
F03568 84.516 40.049 4.89e-17 2.88e-17 1.86e-17 17.02 -671.83 256073.3840304183 UpF04
F03573 83.038 40.072 2.29e-17 1.81e-17 1.13e-17 22.53 -671.87 256088.59315589356 UpF04
F03564 85.229 40.044 4.52e-17 3.67e-17 1.76e-17 13.57 -671.97 256126.61596958176 UpF04
F03607 84.712 40.056 3.16e-17 2.05e-17 1.56e-17 18.87 -671.87 256088.59315589356 UpF04
F03546 84.516 40.098 3.7e-17 3.53e-17 1.92e-17 17.62 -671.98 256130.4182509506 UpF04
F03565 84.465 40.116 4.41e-17 2.39e-17 1.53e-17 17.82 -672.04 256153.2319391635 UpF04
F03584 84.72 40.138 4.89e-17 2.49e-17 2.35e-17 18.62 -671.9 256100.0 UpF04
F03567 85.353 40.221 5.11e-17 2.33e-17 1.79e-17 18.06 -671.98 256130.4182509506 UpF04
F03539 84.768 40.241 5.35e-17 3.37e-17 2.25e-17 20.32 -671.96 256122.81368821295 UpF04
F03592 84.347 40.4 3.22e-17 2.54e-17 1.79e-17 9.76 -672.11 256179.84790874526 UpF04
