Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F03897 163.852 44.954 3.16e-17 2.23e-17 1.4e-17 19.64 -725.58 276510.6463878327 UpD01
F03898 163.823 44.987 4.33e-17 2.87e-17 1.84e-17 8.3 -725.3 276404.1825095057 UpD01
F03914 163.748 44.872 3.38e-17 2.42e-17 1.41e-17 13.75 -725.49 276476.4258555133 UpD01
F03904 163.535 44.868 2.98e-17 2.05e-17 1.48e-17 13.21 -725.33 276415.5893536122 UpD01
F03889 163.461 44.691 3.22e-17 2.43e-17 1.55e-17 13.61 -725.38 276434.6007604563 UpD01
F03893 163.482 44.975 4.29e-17 3.06e-17 1.86e-17 17.71 -725.55 276499.23954372626 UpD01
F03911 163.312 44.546 3.63e-17 2.31e-17 1.43e-17 17.49 -725.41 276446.00760456274 UpD01
F03910 163.445 44.986 3.62e-17 3.03e-17 1.8e-17 13.93 -725.37 276430.7984790875 UpD01
F03887 163.412 44.954 3.39e-17 2.33e-17 1.53e-17 14.47 -725.5 276480.2281368821 UpD01
F03891 163.384 44.917 4.84e-17 3.44e-17 2.19e-17 17.17 -725.35 276423.19391634985 UpD01
F03903 163.375 44.981 3.66e-17 2.99e-17 1.79e-17 13.17 -725.68 276548.6692015209 UpD01
F03900 163.331 44.94 3.86e-17 2.4e-17 1.64e-17 16.98 -725.38 276434.6007604563 UpD01
F03899 163.286 44.982 4.27e-17 3.28e-17 2.02e-17 19.36 -725.47 276468.8212927757 UpD01
F03896 163.159 44.741 4.69e-17 2.75e-17 1.97e-17 11.48 -725.52 276487.83269961976 UpD01
F03912 163.137 44.77 3.96e-17 2.84e-17 1.95e-17 23.27 -725.38 276434.6007604563 UpD01
F03890 162.927 44.664 4.01e-17 2.91e-17 1.84e-17 9.74 -725.34 276419.39163498103 UpD01
F03886 162.689 44.824 3.45e-17 2.76e-17 1.68e-17 9.04 -725.4 276442.2053231939 UpD01
