Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F04524 313.566 109.775 1.78e-17 1.42e-17 1.13e-17 15.63 -994.79 378871.8631178707 LeftF05
F04506 313.609 110.021 1.43e-17 1.05e-17 6.34e-18 15.08 -994.65 378818.63117870723 LeftF05
F04523 313.643 109.829 1.54e-17 1.15e-17 7.6e-18 18.42 -994.61 378803.422053232 LeftF05
F04526 313.67 109.916 1.96e-17 1.19e-17 7.73e-18 8.48 -994.71 378841.4448669202 LeftF05
F04516 313.766 110.269 1.59e-17 1.21e-17 1.07e-17 13.09 -994.8 378875.6653992395 LeftF05
F04530 313.783 110.301 1.85e-17 1.32e-17 9.15e-18 7.22 -994.83 378887.072243346 LeftF05
F04518 313.792 110.196 2.04e-17 1.26e-17 1.13e-17 13.79 -994.71 378841.4448669202 LeftF05
F04517 313.798 110.236 1.97e-17 1.35e-17 9.47e-18 9.37 -994.53 378773.0038022814 LeftF05
F04515 313.818 110.109 1.32e-17 1.12e-17 8.29e-18 18.33 -994.7 378837.64258555137 LeftF05
F04503 313.82 110.079 1.49e-17 1.28e-17 6.49e-18 10.33 -994.89 378909.88593155897 LeftF05
F04508 313.837 110.236 2.07e-17 1.8e-17 9.65e-18 9.82 -994.9 378913.6882129278 LeftF05
F04532 313.839 110.284 1.6e-17 1.73e-17 8.44e-18 7.88 -994.81 378879.4676806084 LeftF05
F04535 313.845 110.366 2.92e-17 1.49e-17 1.28e-17 8.93 -994.8 378875.6653992395 LeftF05
F04537 313.846 110.301 1.57e-17 1.08e-17 4.77e-18 13.77 -994.65 378818.63117870723 LeftF05
F04534 313.847 110.26 2.12e-17 1.49e-17 7.8e-18 11.05 -994.72 378845.247148289 LeftF05
F04529 313.847 110.298 2.34e-17 1.5e-17 1.25e-17 10.82 -994.62 378807.2243346008 LeftF05
F04519 313.859 110.284 2.25e-17 1.05e-17 1.17e-17 14.34 -994.85 378894.67680608365 LeftF05
F04533 313.859 110.269 1.84e-17 1.24e-17 8.18e-18 7.14 -994.71 378841.4448669202 LeftF05
F04505 313.859 110.237 1.78e-17 1.66e-17 9.27e-18 7.53 -994.83 378887.072243346 LeftF05
F04522 313.86 110.265 2.5e-17 1.34e-17 1.05e-17 16.81 -994.82 378883.2699619772 LeftF05
F04525 313.862 110.279 2.13e-17 1.31e-17 7.85e-18 12.47 -994.66 378822.43346007605 LeftF05
F04536 313.866 110.258 2.45e-17 1.84e-17 8.65e-18 9.89 -994.78 378868.0608365019 LeftF05
F04512 313.871 110.214 1.83e-17 1.39e-17 8.24e-18 9.14 -994.72 378845.247148289 LeftF05
F04513 313.88 110.196 1.35e-17 1.01e-17 9.1e-18 15.45 -994.71 378841.4448669202 LeftF05
F04509 313.91 110.136 2.11e-17 1.25e-17 8.3e-18 18.5 -994.77 378864.25855513307 LeftF05
F04511 313.93 110.461 2.52e-17 1.62e-17 1.2e-17 11.82 -994.63 378811.0266159696 LeftF05
F04520 313.931 110.464 1.76e-17 1.49e-17 9.85e-18 12.23 -995.02 378959.3155893536 LeftF05
