Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F06625 56.532 124.075 3.63e-17 1.42e-17 9.49e-18 15.49 -953.86 363309.12547528517 RightA06
F06613 56.615 124.037 3.06e-17 1.52e-17 8.63e-18 13.98 -953.72 363255.8935361217 RightA06
F06634 56.617 124.397 2.27e-17 1.96e-17 9.65e-18 12.14 -953.75 363267.30038022815 RightA06
F06629 56.633 123.935 2.05e-17 1.25e-17 9.11e-18 11.56 -953.79 363282.5095057034 RightA06
F06616 56.634 124.079 2.55e-17 1.91e-17 1.58e-17 11.99 -953.85 363305.32319391635 RightA06
F06633 56.655 123.981 2.12e-17 1.45e-17 1.34e-17 7.76 -953.68 363240.6844106464 RightA06
F06640 56.669 123.921 1.89e-17 1.47e-17 8.36e-18 13.09 -953.52 363179.8479087452 RightA06
F06632 56.673 123.968 3.16e-17 1.27e-17 1.05e-17 11.71 -953.6 363210.26615969586 RightA06
F06637 56.673 124.079 2.33e-17 1.58e-17 1.58e-17 9.33 -953.95 363343.3460076046 RightA06
F06624 56.676 124.082 2.13e-17 1.13e-17 1.08e-17 11.74 -953.83 363297.7186311787 RightA06
F06620 56.68 123.917 1.9e-17 1.23e-17 7.52e-18 10.69 -953.93 363335.74144486693 RightA06
F06635 56.681 123.987 1.56e-17 1.52e-17 9.29e-18 13.53 -953.96 363347.14828897343 RightA06
F06643 56.683 123.969 1.82e-17 1.22e-17 7.8e-18 12.5 -953.67 363236.88212927757 RightA06
F06631 56.686 123.936 1.11e-17 1.04e-17 5.56e-18 11.81 -953.87 363312.927756654 RightA06
F06630 56.687 123.981 3.3e-17 2.76e-17 1.02e-17 14.79 -953.82 363293.9163498099 RightA06
F06622 56.69 123.958 1.6e-17 1.45e-17 9.09e-18 8.86 -953.62 363217.8707224335 RightA06
F06627 56.691 123.962 1.54e-17 1.18e-17 7.62e-18 9.92 -953.77 363274.9049429658 RightA06
F06648 56.694 123.938 2.72e-17 1.21e-17 1.45e-17 11.73 -953.7 363248.2889733841 RightA06
F06636 56.699 123.956 1.79e-17 1.1e-17 6.38e-18 14.38 -953.7 363248.2889733841 RightA06
F06618 56.702 124.088 2.29e-17 2.11e-17 1.25e-17 7.67 -953.87 363312.927756654 RightA06
F06614 56.702 124.142 2.2e-17 1.7e-17 7.84e-18 16.59 -953.73 363259.6958174905 RightA06
F06621 56.705 123.977 2.66e-17 1.71e-17 1e-17 8.23 -953.65 363229.27756653994 RightA06
F06617 56.709 123.916 2.39e-17 1.34e-17 9.72e-18 7.4 -953.92 363331.9391634981 RightA06
F06615 56.711 124.042 2.17e-17 1.59e-17 1.06e-17 11.99 -953.88 363316.73003802286 RightA06
F06642 56.722 123.866 1.7e-17 1.34e-17 9.1e-18 14.09 -953.64 363225.4752851711 RightA06
F06639 56.727 123.887 2.31e-17 1.61e-17 9.36e-18 13.78 -953.71 363252.0912547529 RightA06
F06626 56.754 123.947 2.21e-17 1.63e-17 1.18e-17 11.26 -953.81 363290.11406844103 RightA06
F06623 56.776 124.047 1.91e-17 2.04e-17 8.4e-18 11.81 -953.62 363217.8707224335 RightA06
F06645 56.807 124.004 2.21e-17 2.04e-17 1.39e-17 11.64 -953.97 363350.95057034225 RightA06
F06649 56.816 123.655 2.22e-17 1.39e-17 8.16e-18 13.56 -953.74 363263.49809885933 RightA06
F06641 56.826 123.873 1.65e-17 1.68e-17 1.15e-17 15.37 -953.93 363335.74144486693 RightA06
F06619 56.88 123.804 2.67e-17 1.3e-17 8.4e-18 10.6 -953.8 363286.3117870722 RightA06
F06644 56.928 124.177 2.28e-17 1.69e-17 1.29e-17 10.27 -953.67 363236.88212927757 RightA06
F06646 56.989 123.921 2.87e-17 1.14e-17 1.09e-17 16.25 -953.75 363267.30038022815 RightA06
F06638 57.093 123.969 1.89e-17 1.17e-17 9.27e-18 7.49 -953.77 363274.9049429658 RightA06
