Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F00605 177.311 137.39 1.62e-17 1.35e-17 6.65e-18 7.03 -1102.95 419997.3384030419 DownD06
F00603 177.134 137.429 1.9e-17 1.29e-17 8.31e-18 10.67 -1103.29 420126.61596958176 DownD06
F00613 177.086 137.443 1.97e-17 1.4e-17 7.79e-18 12.16 -1103.1 420054.3726235741 DownD06
F00611 177.07 137.426 1.34e-17 1.19e-17 7.26e-18 9.36 -1103.24 420107.6045627377 DownD06
F00601 176.953 137.38 1.66e-17 1.26e-17 5.45e-18 13.43 -1103.07 420042.96577946766 DownD06
F00593 176.923 137.399 1.29e-17 1.26e-17 6.65e-18 7.37 -1103.2 420092.39543726237 DownD06
F00614 176.919 137.451 2.25e-17 1.08e-17 7.35e-18 6.02 -1103.08 420046.7680608365 DownD06
F00618 176.91 137.407 2.12e-17 1.64e-17 7.22e-18 6.67 -1103.07 420042.96577946766 DownD06
F00600 176.907 137.398 1.23e-17 1.24e-17 6.47e-18 10.57 -1103.3 420130.4182509506 DownD06
F00607 176.888 137.397 1.79e-17 1.28e-17 9.85e-18 6.91 -1103.2 420092.39543726237 DownD06
F00595 176.883 137.402 1.38e-17 1.34e-17 8.91e-18 10.49 -1103.43 420179.8479087453 DownD06
F00608 176.88 137.449 1.27e-17 1.57e-17 7.29e-18 10.92 -1103.15 420073.3840304183 DownD06
F00598 176.878 137.436 1.56e-17 1.3e-17 1.03e-17 7.29 -1102.99 420012.54752851714 DownD06
F00612 176.893 137.203 1.71e-17 1.3e-17 9.6e-18 13.15 -1103.02 420023.9543726236 DownD06
F00591 176.869 137.415 1.49e-17 1.32e-17 6.2e-18 8.36 -1103.21 420096.1977186312 DownD06
F00610 176.841 137.416 1.26e-17 1.41e-17 7.31e-18 11.89 -1103.34 420145.62737642584 DownD06
F00597 176.793 137.606 1.99e-17 1.36e-17 1.03e-17 8.77 -1103.17 420080.9885931559 DownD06
F00602 176.798 137.439 1.98e-17 1.08e-17 8.19e-18 8.17 -1103.15 420073.3840304183 DownD06
F00616 176.784 137.409 1.37e-17 1.1e-17 5.64e-18 7.43 -1103.24 420107.6045627377 DownD06
