Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F08702 163.428 124.775 2.85e-17 2.79e-17 1.26e-17 15.31 -802.62 305803.422053232 BackB06
F08704 163.614 125.468 2.74e-17 1.48e-17 1.19e-17 8.89 -802.8 305871.8631178707 BackB06
F08706 163.713 125.648 2.21e-17 1.7e-17 8.56e-18 15.6 -802.72 305841.4448669202 BackB06
F08709 163.724 125.351 2.97e-17 2.02e-17 1.63e-17 11.41 -802.69 305830.03802281374 BackB06
F08703 163.73 125.425 3.61e-17 1.89e-17 1.27e-17 10.85 -802.76 305856.65399239544 BackB06
F08707 163.771 125.417 2.69e-17 2.13e-17 1.02e-17 17.67 -802.75 305852.8517110266 BackB06
F08699 163.776 125.426 3.69e-17 2.35e-17 1.6e-17 15.65 -802.44 305734.9809885932 BackB06
F08700 163.797 125.387 2.39e-17 1.79e-17 9.85e-18 15.82 -802.82 305879.4676806084 BackB06
F08705 163.895 125.137 2.49e-17 1.9e-17 1.2e-17 15.26 -802.73 305845.247148289 BackB06
F08708 163.915 125.376 2.16e-17 2.12e-17 1.29e-17 10.3 -802.66 305818.63117870723 BackB06
F08701 164.483 125.107 3.14e-17 2.9e-17 2.21e-17 16.21 -802.8 305871.8631178707 BackB06
