Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F07438 7.294 159.217 2.12e-17 1.91e-17 1.22e-17 13.82 -791.32 301506.8441064639 DownD02
F07421 7.343 158.81 3.83e-17 2.61e-17 1.79e-17 15.94 -791.07 301411.7870722434 DownD02
F07439 7.411 158.889 3.68e-17 2.3e-17 1.75e-17 8.64 -791.15 301442.2053231939 DownD02
F07429 7.574 158.901 3.12e-17 2e-17 1.37e-17 10.95 -791.17 301449.80988593155 DownD02
F07419 7.657 158.787 2.79e-17 2.1e-17 1.7e-17 18.89 -791.22 301468.8212927757 DownD02
F07436 7.738 158.83 3.38e-17 2.09e-17 1.55e-17 14.74 -791.25 301480.2281368821 DownD02
F07423 7.753 158.87 3.71e-17 3.01e-17 2.13e-17 8.9 -791.1 301423.19391634985 DownD02
F07420 7.79 158.906 2.41e-17 1.66e-17 1.16e-17 10.62 -791.33 301510.6463878327 DownD02
F07427 7.768 158.795 3.41e-17 2.2e-17 1.46e-17 13.14 -791.17 301449.80988593155 DownD02
F07426 7.808 158.873 3.04e-17 1.91e-17 1.41e-17 12.72 -791.28 301491.6349809886 DownD02
F07432 7.827 158.865 2.43e-17 1.73e-17 1.06e-17 15.49 -791.31 301503.0418250951 DownD02
F07431 7.827 158.849 2.64e-17 1.63e-17 1.37e-17 12.22 -791.13 301434.6007604563 DownD02
F07433 7.838 158.874 3.25e-17 2.07e-17 1.28e-17 11.21 -791.14 301438.4030418251 DownD02
F07430 7.841 158.866 3.04e-17 1.82e-17 1.25e-17 14.18 -791.3 301499.23954372626 DownD02
F07440 7.91 158.868 3.28e-17 2.17e-17 1.38e-17 13.34 -791.04 301400.3802281369 DownD02
F07435 7.94 158.876 3.51e-17 2.09e-17 1.54e-17 13.11 -791.1 301423.19391634985 DownD02
F07434 7.95 158.853 2.86e-17 2.26e-17 1.39e-17 14.78 -791.22 301468.8212927757 DownD02
F07437 8.072 158.865 3.23e-17 2.24e-17 1.29e-17 12.56 -791.18 301453.61216730037 DownD02
F07428 8.164 158.744 2.1e-17 1.51e-17 9.42e-18 14.9 -791.23 301472.6235741445 DownD02
F07425 8.392 158.801 3.04e-17 2.27e-17 1.58e-17 8.12 -791.44 301552.4714828898 DownD02
F07422 8.806 159.085 2.35e-17 1.9e-17 1.5e-17 15.95 -791.1 301423.19391634985 DownD02
F07424 8.731 158.802 2.32e-17 1.95e-17 1.41e-17 13.92 -791.2 301461.21673003805 DownD02
