Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F11497 186.57 73.893 2.73e-17 1.94e-17 1.52e-17 14.63 -718.49 273814.8288973384 BackD02
F11523 186.579 73.878 3.72e-17 2.82e-17 1.74e-17 10.07 -718.46 273803.422053232 BackD02
F11525 186.59 73.659 3.82e-17 2.33e-17 1.7e-17 19.64 -718.42 273788.21292775666 BackD02
F11478 186.601 73.548 4.23e-17 3.11e-17 2.11e-17 16.2 -718.34 273757.79467680614 BackD02
F11499 186.604 73.899 3.65e-17 3.21e-17 1.86e-17 6.07 -718.35 273761.59695817495 BackD02
F11532 186.61 74.18 3.55e-17 2.15e-17 1.51e-17 12.19 -718.26 273727.3764258555 BackD02
F11477 186.645 73.809 3.65e-17 2.31e-17 1.65e-17 17.17 -718.42 273788.21292775666 BackD02
F11514 186.648 73.775 4.21e-17 3.17e-17 1.75e-17 17.45 -718.37 273769.2015209126 BackD02
F11483 186.659 73.526 3.75e-17 2.37e-17 1.74e-17 17.56 -718.39 273776.8060836502 BackD02
F11504 186.659 73.698 3.83e-17 2.69e-17 1.99e-17 19.76 -718.16 273689.3536121673 BackD02
F11529 186.667 73.795 3.66e-17 2.89e-17 1.75e-17 15.17 -718.61 273860.45627376426 BackD02
F11491 186.674 73.7 4.29e-17 3.19e-17 1.9e-17 6.84 -718.44 273795.81749049434 BackD02
F11484 186.675 73.565 3.85e-17 2.6e-17 1.92e-17 16.33 -718.32 273750.19011406845 BackD02
F11506 186.691 73.765 3.78e-17 2.83e-17 1.78e-17 17.52 -718.28 273734.98098859313 BackD02
F11517 186.721 73.78 3.6e-17 2.73e-17 1.64e-17 22.94 -718.33 273753.99239543726 BackD02
F11505 186.742 73.83 3.09e-17 2.33e-17 1.61e-17 18.27 -718.36 273765.39923954377 BackD02
F11490 186.758 73.761 4.14e-17 2.32e-17 1.4e-17 9.43 -718.34 273757.79467680614 BackD02
F11508 186.766 73.734 4.01e-17 2.72e-17 1.89e-17 12.42 -718.33 273753.99239543726 BackD02
F11513 186.769 73.919 4.89e-17 3.85e-17 2.42e-17 13.49 -718.44 273795.81749049434 BackD02
F11488 186.779 73.932 4.64e-17 3.22e-17 2.19e-17 21.63 -718.35 273761.59695817495 BackD02
F11474 186.79 73.779 3.84e-17 2.19e-17 1.86e-17 16.41 -718.21 273708.3650190114 BackD02
F11470 186.791 73.716 2.68e-17 2.58e-17 1.13e-17 14.34 -718.32 273750.19011406845 BackD02
F11540 186.793 73.701 4.01e-17 2.93e-17 2.15e-17 16.07 -718.28 273734.98098859313 BackD02
F11496 186.796 73.762 3.94e-17 2.04e-17 1.41e-17 15.0 -718.38 273773.0038022814 BackD02
F11519 186.799 73.739 2.71e-17 2.24e-17 1.07e-17 23.55 -718.43 273792.0152091255 BackD02
F11502 186.801 73.818 4.45e-17 2.27e-17 2.01e-17 14.39 -718.38 273773.0038022814 BackD02
F11535 186.803 73.759 3.61e-17 2.21e-17 1.78e-17 21.63 -718.43 273792.0152091255 BackD02
F11530 186.808 73.788 3.78e-17 2.47e-17 1.7e-17 12.61 -718.31 273746.38783269963 BackD02
F11486 186.809 73.755 4.08e-17 3.07e-17 1.97e-17 12.08 -718.38 273773.0038022814 BackD02
F11501 186.81 73.767 3.35e-17 2.17e-17 1.58e-17 13.73 -718.47 273807.2243346008 BackD02
F11509 186.812 73.748 4.82e-17 2.51e-17 1.5e-17 14.15 -718.33 273753.99239543726 BackD02
