Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F06590 295.616 32.912 1.72e-17 1.2e-17 7.79e-18 10.51 -1055.28 401871.86311787076 UpA04
F06598 295.237 32.644 1.94e-17 1.34e-17 9.17e-18 9.76 -1055.35 401898.47908745246 UpA04
F06589 295.308 32.637 1.26e-17 1.1e-17 6.86e-18 8.99 -1055.24 401856.65399239544 UpA04
F06603 295.32 32.637 2.05e-17 1.09e-17 9.38e-18 7.69 -1055.3 401879.4676806084 UpA04
F06607 295.436 32.644 2.3e-17 1.4e-17 8.53e-18 14.99 -1055.27 401868.0608365019 UpA04
F06608 295.378 32.614 1.91e-17 1.37e-17 7.42e-18 10.07 -1055.12 401811.02661596955 UpA04
F06604 295.443 32.617 1.91e-17 1.24e-17 6.55e-18 10.72 -1055.11 401807.22433460073 UpA04
F06605 295.428 32.613 1.79e-17 1.33e-17 7.4e-18 7.53 -1055.3 401879.4676806084 UpA04
F06587 295.429 32.608 2.1e-17 1.6e-17 9.55e-18 9.08 -1055.31 401883.2699619772 UpA04
F06597 295.435 32.606 1.63e-17 1.1e-17 7.36e-18 8.86 -1055.22 401849.0494296578 UpA04
F06606 295.405 32.584 1.39e-17 1.15e-17 7.68e-18 10.37 -1055.26 401864.25855513307 UpA04
F06602 294.985 32.517 1.4e-17 1.21e-17 6.03e-18 7.01 -1055.11 401807.22433460073 UpA04
F06591 295.5 32.581 1.35e-17 1.38e-17 8.98e-18 12.93 -1055.22 401849.0494296578 UpA04
F06612 295.492 32.561 1.68e-17 1.37e-17 8.12e-18 8.35 -1055.28 401871.86311787076 UpA04
F06593 295.336 32.532 1.72e-17 1.11e-17 8.14e-18 8.38 -1055.13 401814.8288973385 UpA04
F06599 295.351 32.511 1.72e-17 1.5e-17 7.7e-18 8.6 -1055.16 401826.2357414449 UpA04
F06600 295.493 32.513 2e-17 1.84e-17 1.09e-17 9.52 -1055.15 401822.4334600761 UpA04
F06610 295.311 32.445 1.41e-17 1.1e-17 8.62e-18 13.16 -1055.29 401875.6653992396 UpA04
F06592 295.497 32.319 1.44e-17 1.33e-17 8.01e-18 10.68 -1055.28 401871.86311787076 UpA04
