Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F03787 359.734 139.121 1.39e-17 1.05e-17 6.5e-18 12.54 -1094.36 416731.1787072243 DownC01
F03795 359.741 138.863 1.58e-17 1.16e-17 7.19e-18 9.19 -1094.13 416643.7262357415 DownC01
F03806 359.884 139.012 2.2e-17 1.5e-17 9.06e-18 16.69 -1094.31 416712.16730038024 DownC01
F03792 359.906 139.002 1.56e-17 1.08e-17 7.14e-18 7.85 -1094.34 416723.5741444867 DownC01
F03802 359.925 138.993 1.66e-17 1.08e-17 6.92e-18 7.61 -1094.16 416655.13307984796 DownC01
F03803 359.948 138.862 1.6e-17 1.05e-17 7.71e-18 8.49 -1094.26 416693.1558935361 DownC01
F03784 359.968 138.975 1.55e-17 1.07e-17 7.22e-18 14.66 -1094.35 416727.3764258555 DownC01
F03785 359.974 138.67 1.79e-17 1.22e-17 8.66e-18 3.77 -1094.37 416734.98098859313 DownC01
F03799 359.973 138.985 1.49e-17 1.15e-17 8.43e-18 10.64 -1094.35 416727.3764258555 DownC01
F03798 359.982 138.973 1.47e-17 1.11e-17 6.97e-18 11.99 -1094.18 416662.7376425856 DownC01
F03801 359.983 138.967 1.97e-17 1.44e-17 8.92e-18 11.57 -1094.42 416753.9923954373 DownC01
F03790 359.99 138.969 1.92e-17 1.46e-17 8.93e-18 10.02 -1094.39 416742.5855513309 DownC01
F03778 359.996 138.907 1.77e-17 1.25e-17 8.31e-18 9.74 -1094.27 416696.9581749049 DownC01
