Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F05531 306.794 69.692 1.67e-17 1.13e-17 6.6e-18 13.48 -1140.57 434301.52091254754 LeftF02
F05536 306.795 69.713 1.61e-17 1.05e-17 7.39e-18 5.63 -1140.5 434274.9049429658 LeftF02
F05538 306.809 69.611 1.91e-17 1.31e-17 8.21e-18 10.28 -1140.56 434297.7186311787 LeftF02
F05533 306.83 69.799 1.66e-17 1.02e-17 7.85e-18 10.55 -1140.47 434263.49809885933 LeftF02
F05535 306.846 69.674 1.62e-17 1.05e-17 7.58e-18 9.22 -1140.5 434274.9049429658 LeftF02
F05532 306.849 69.598 1.49e-17 1.16e-17 7.06e-18 9.25 -1140.74 434366.1596958175 LeftF02
F05534 306.85 69.669 1.51e-17 1.13e-17 8.64e-18 10.62 -1140.54 434290.1140684411 LeftF02
F05545 306.867 69.695 1.65e-17 1.13e-17 6.83e-18 9.8 -1140.58 434305.32319391635 LeftF02
F05526 306.873 69.618 1.99e-17 1.12e-17 8.15e-18 9.95 -1140.74 434366.1596958175 LeftF02
F05539 306.907 69.631 1.58e-17 1.33e-17 6.68e-18 5.2 -1140.62 434320.5323193916 LeftF02
F05548 306.955 69.503 1.77e-17 1.18e-17 7.52e-18 9.05 -1140.5 434274.9049429658 LeftF02
F05537 306.977 69.525 2.11e-17 1.25e-17 9.75e-18 5.55 -1140.6 434312.927756654 LeftF02
F05540 306.989 69.903 1.94e-17 1.45e-17 7.95e-18 6.57 -1140.49 434271.10266159696 LeftF02
