Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F05470 228.194 66.611 3.34e-17 1.66e-17 1.14e-17 7.83 -971.4 369978.32699619775 LeftA02
F05455 228.206 66.289 1.76e-17 1.14e-17 6.64e-18 14.58 -971.57 370042.9657794677 LeftA02
F05449 228.321 66.625 1.83e-17 1.15e-17 7.31e-18 10.55 -971.51 370020.1520912548 LeftA02
F05461 228.426 66.339 2.38e-17 1.66e-17 1.11e-17 14.88 -971.39 369974.52471482893 LeftA02
F05447 228.434 66.292 2.13e-17 1.36e-17 1e-17 14.0 -971.6 370054.37262357416 LeftA02
F05456 228.462 66.305 1.58e-17 1.24e-17 8.65e-18 8.4 -971.41 369982.12927756656 LeftA02
F05463 228.514 66.328 1.69e-17 1.14e-17 7.49e-18 11.7 -971.47 370004.9429657795 LeftA02
F05444 228.516 66.502 2.02e-17 1.53e-17 8.67e-18 8.38 -971.25 369921.2927756654 LeftA02
F05458 228.516 66.298 2.24e-17 1.63e-17 9.23e-18 14.0 -971.68 370084.79087452474 LeftA02
F05445 228.517 66.311 1.9e-17 1.26e-17 8.78e-18 15.19 -971.57 370042.9657794677 LeftA02
F05466 228.529 66.407 1.41e-17 1.01e-17 6.41e-18 11.96 -971.49 370012.54752851714 LeftA02
F05467 228.546 66.362 1.98e-17 1.45e-17 1.05e-17 12.95 -971.35 369959.3155893536 LeftA02
F05460 228.546 66.356 1.7e-17 1e-17 7.74e-18 8.11 -971.48 370008.7452471483 LeftA02
F05469 228.547 66.349 3.31e-17 2.07e-17 1.38e-17 8.47 -971.43 369989.7338403042 LeftA02
F05450 228.551 66.359 2.14e-17 1.38e-17 8.47e-18 10.77 -971.69 370088.59315589356 LeftA02
F05462 228.553 66.365 2.57e-17 1.61e-17 1.08e-17 12.35 -971.54 370031.5589353612 LeftA02
F05464 228.554 66.364 2.22e-17 1.31e-17 1.01e-17 11.19 -971.48 370008.7452471483 LeftA02
F05448 228.559 66.369 1.5e-17 1.33e-17 8.73e-18 8.14 -971.6 370054.37262357416 LeftA02
F05451 228.564 66.577 1.64e-17 1.09e-17 6.14e-18 6.05 -971.5 370016.34980988596 LeftA02
F05459 228.568 66.392 2.01e-17 1.47e-17 7.76e-18 7.81 -971.42 369985.9315589354 LeftA02
F05452 228.581 66.383 1.81e-17 1.24e-17 8.06e-18 10.49 -971.34 369955.5133079848 LeftA02
F05454 228.595 66.319 2.53e-17 1.71e-17 1.15e-17 11.38 -971.2 369902.28136882134 LeftA02
F05443 228.609 66.308 1.72e-17 1.36e-17 6.78e-18 12.3 -971.32 369947.9087452472 LeftA02
F05446 228.631 66.35 1.75e-17 1.42e-17 9.02e-18 12.13 -971.5 370016.34980988596 LeftA02
F05471 228.637 66.424 1.86e-17 1.63e-17 1.19e-17 7.98 -971.36 369963.11787072243 LeftA02
F05453 228.718 66.013 2.02e-17 1.58e-17 9.19e-18 18.97 -971.38 369970.7224334601 LeftA02
F05465 228.766 66.392 2.14e-17 1.39e-17 8.79e-18 10.72 -971.46 370001.1406844107 LeftA02
F05457 228.798 66.457 1.79e-17 1.36e-17 9.49e-18 8.4 -971.42 369985.9315589354 LeftA02
F05468 228.828 66.252 1.96e-17 1.23e-17 7.91e-18 11.65 -971.46 370001.1406844107 LeftA02
