Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F02120 163.01 105.532 2.32e-17 1.01e-17 9.92e-18 12.36 -905.46 344906.08365019015 BackB05
F02116 163.013 105.454 1.95e-17 1.5e-17 1.1e-17 11.14 -905.17 344795.8174904943 BackB05
F02121 163.014 105.484 2.87e-17 1.7e-17 9.45e-18 10.82 -905.22 344814.8288973384 BackB05
F02136 163.016 105.514 1.64e-17 1.32e-17 7.7e-18 16.06 -905.35 344864.2585551331 BackB05
F02126 163.028 105.48 2.62e-17 2.39e-17 1.4e-17 10.51 -905.42 344890.87452471483 BackB05
F02131 162.661 105.56 1.78e-17 1.82e-17 1.13e-17 10.11 -905.3 344845.247148289 BackB05
F02137 162.841 105.494 2.38e-17 1.85e-17 1.19e-17 12.24 -905.32 344852.8517110266 BackB05
F02133 162.887 105.55 2.36e-17 1.57e-17 1.26e-17 11.84 -905.28 344837.6425855513 BackB05
F02124 162.895 105.153 2.86e-17 2.35e-17 1.27e-17 11.65 -905.28 344837.6425855513 BackB05
F02122 162.899 105.725 1.88e-17 1.3e-17 1.07e-17 10.75 -905.27 344833.8403041825 BackB05
F02129 162.912 105.649 1.81e-17 1.51e-17 8.62e-18 13.08 -905.39 344879.4676806084 BackB05
F02138 162.924 105.506 2.96e-17 2.08e-17 1.65e-17 12.97 -905.45 344902.28136882134 BackB05
F02139 162.937 105.456 1.94e-17 1.44e-17 1.08e-17 9.26 -905.5 344921.2927756654 BackB05
F02127 162.958 105.542 3.03e-17 2.44e-17 1.13e-17 18.69 -905.32 344852.8517110266 BackB05
F02135 162.963 105.543 2.23e-17 2.04e-17 9.05e-18 8.86 -905.28 344837.6425855513 BackB05
F02128 162.971 105.517 1.7e-17 1.14e-17 9.52e-18 7.39 -905.33 344856.65399239544 BackB05
F02134 162.972 105.508 1.83e-17 1.54e-17 8.97e-18 19.57 -905.35 344864.2585551331 BackB05
F02117 162.979 105.522 1.34e-17 1.19e-17 6.42e-18 14.32 -905.53 344932.69961977185 BackB05
F02132 162.984 105.557 3.03e-17 1.59e-17 1.33e-17 14.11 -905.49 344917.4904942966 BackB05
F02115 162.986 105.517 2.62e-17 2.6e-17 1.03e-17 13.84 -905.27 344833.8403041825 BackB05
F02119 162.993 105.496 2.4e-17 2.27e-17 1.38e-17 13.71 -905.33 344856.65399239544 BackB05
F02123 163.004 105.522 2.51e-17 1.88e-17 1.46e-17 14.53 -905.27 344833.8403041825 BackB05
