Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F00129 162.474 142.403 2.46e-17 1.82e-17 8.78e-18 13.94 -879.03 334856.65399239544 DownD06
F00121 162.412 142.47 3.52e-17 2.14e-17 1.06e-17 11.36 -878.95 334826.2357414449 DownD06
F00131 162.383 142.407 1.78e-17 1.65e-17 9.89e-18 14.84 -878.97 334833.84030418255 DownD06
F00130 162.326 142.478 2.6e-17 2.1e-17 1.78e-17 11.03 -878.96 334830.03802281374 DownD06
F00123 162.308 142.388 2.75e-17 1.68e-17 1.08e-17 8.21 -878.87 334795.8174904943 DownD06
F00124 162.286 142.338 2.67e-17 2.49e-17 1.39e-17 8.85 -879.0 334845.247148289 DownD06
F00122 162.28 142.34 1.95e-17 1.73e-17 1.66e-17 17.21 -878.9 334807.2243346008 DownD06
F00132 162.241 142.399 1.92e-17 1.45e-17 1.17e-17 10.31 -879.0 334845.247148289 DownD06
F00135 162.267 142.345 2.34e-17 2.2e-17 1.6e-17 15.75 -879.14 334898.47908745246 DownD06
F00126 162.201 142.383 2.28e-17 1.55e-17 1.36e-17 13.18 -879.07 334871.86311787076 DownD06
F00134 162.341 141.952 2.54e-17 2.31e-17 1.52e-17 15.43 -879.0 334845.247148289 DownD06
F00127 162.123 142.363 3.17e-17 1.61e-17 1.21e-17 14.54 -878.99 334841.4448669202 DownD06
F00133 162.155 142.287 2.17e-17 1.77e-17 1.09e-17 11.94 -878.99 334841.4448669202 DownD06
F00125 162.145 142.171 2.03e-17 1.38e-17 1.05e-17 19.14 -879.04 334860.45627376426 DownD06
F00128 162.172 141.98 3.07e-17 2.07e-17 8.85e-18 11.98 -878.86 334792.0152091255 DownD06
