Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F06461 225.448 138.483 2.85e-17 2.11e-17 1.27e-17 19.72 -624.66 238138.0228136882 DownA06
F06469 225.479 138.531 6.3e-17 3.05e-17 2.18e-17 20.89 -624.38 238031.55893536122 DownA06
F06460 225.358 138.513 6.19e-17 2.76e-17 1.85e-17 18.27 -624.57 238103.80228136884 DownA06
F06463 225.361 138.546 2.59e-17 1.62e-17 1.78e-17 18.65 -624.62 238122.81368821295 DownA06
F06465 225.347 138.548 3.71e-17 2.7e-17 1.85e-17 21.75 -624.46 238061.97718631182 DownA06
F06468 225.449 138.604 6.48e-17 3.92e-17 2.49e-17 23.54 -624.57 238103.80228136884 DownA06
F06467 225.352 138.574 6.17e-17 4.46e-17 1.97e-17 19.17 -624.78 238183.65019011407 DownA06
F06462 225.367 138.601 6.72e-17 3.55e-17 2.86e-17 20.65 -624.51 238080.9885931559 DownA06
F06466 225.546 138.68 4.91e-17 3.54e-17 2.5e-17 18.37 -624.43 238050.57034220532 DownA06
F06459 225.434 138.689 4.93e-17 3.49e-17 2.8e-17 12.28 -624.56 238100.0 DownA06
F06464 224.858 138.669 5.66e-17 5.17e-17 2.99e-17 19.38 -624.61 238119.01140684413 DownA06
