Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F08998 42.17 63.25 3.7e-17 2.92e-17 2.18e-17 19.15 -603.93 230255.89353612167 FrontF02
F09007 42.184 63.317 6.75e-17 4.79e-17 2.47e-17 18.61 -604.11 230324.33460076049 FrontF02
F09000 42.246 63.41 6.17e-17 3.67e-17 2.62e-17 14.9 -603.99 230278.70722433462 FrontF02
F09006 42.255 63.297 8.08e-17 3.82e-17 2.63e-17 16.78 -603.91 230248.28897338404 FrontF02
F08996 42.274 63.264 3.87e-17 2.98e-17 1.73e-17 14.05 -604.04 230297.7186311787 FrontF02
F08992 42.326 63.052 6.51e-17 3.65e-17 2.99e-17 16.82 -603.9 230244.48669201523 FrontF02
F09003 42.337 63.238 4.29e-17 3.14e-17 2.17e-17 20.23 -604.09 230316.73003802283 FrontF02
F08995 42.344 63.364 5.46e-17 3.73e-17 1.94e-17 8.37 -603.9 230244.48669201523 FrontF02
F09002 42.434 63.277 5.6e-17 4.19e-17 2.64e-17 16.16 -604.09 230316.73003802283 FrontF02
F08997 42.448 62.968 5.2e-17 2.51e-17 2.15e-17 19.71 -603.95 230263.49809885936 FrontF02
F08999 42.542 63.853 4.74e-17 3.94e-17 2.54e-17 21.48 -603.94 230259.69581749052 FrontF02
F08994 42.55 63.407 6.34e-17 3.79e-17 2.63e-17 14.69 -603.95 230263.49809885936 FrontF02
F09004 42.551 63.329 2.94e-17 2.56e-17 1.59e-17 15.87 -603.85 230225.47528517112 FrontF02
F09005 42.58 63.165 4.48e-17 3.37e-17 2.89e-17 25.15 -603.93 230255.89353612167 FrontF02
F08993 42.67 62.878 4.97e-17 4.21e-17 2.4e-17 17.17 -603.93 230255.89353612167 FrontF02
F09001 42.846 62.918 6.32e-17 4.61e-17 3.09e-17 19.92 -604.06 230305.32319391635 FrontF02
