Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F03679 275.561 117.232 1.19e-17 1.06e-17 6e-18 12.21 -1113.71 424088.59315589356 LeftD05
F03694 275.569 117.305 1.38e-17 1.28e-17 5.35e-18 11.49 -1113.41 423974.52471482893 LeftD05
F03688 275.595 117.265 1.68e-17 1.37e-17 8.58e-18 6.44 -1113.27 423921.2927756654 LeftD05
F03693 275.651 117.228 1.31e-17 1.22e-17 5.71e-18 15.03 -1113.56 424031.5589353612 LeftD05
F03702 275.659 117.204 1.44e-17 1.04e-17 5.96e-18 9.94 -1113.58 424039.16349809885 LeftD05
F03677 275.671 117.265 2.23e-17 1.2e-17 6.94e-18 12.43 -1113.55 424027.7566539924 LeftD05
F03691 275.676 117.224 2.06e-17 1.39e-17 9.18e-18 8.42 -1113.4 423970.7224334601 LeftD05
F03678 275.677 117.264 1.34e-17 1.01e-17 7.14e-18 12.69 -1113.46 423993.536121673 LeftD05
F03704 275.68 117.194 1.88e-17 1.32e-17 7.15e-18 7.28 -1113.63 424058.17490494304 LeftD05
F03699 275.692 117.304 1.34e-17 1.06e-17 7.02e-18 6.35 -1113.39 423966.9201520913 LeftD05
F03681 275.707 117.257 1.45e-17 1.14e-17 6.51e-18 9.87 -1113.39 423966.9201520913 LeftD05
F03687 275.755 117.243 1.77e-17 1.25e-17 7.71e-18 14.76 -1113.42 423978.32699619775 LeftD05
F03689 275.78 117.355 1.35e-17 1.05e-17 8.33e-18 9.63 -1113.73 424096.1977186312 LeftD05
F03690 275.809 117.082 2.02e-17 1.55e-17 8.24e-18 11.67 -1113.4 423970.7224334601 LeftD05
F03682 275.847 117.187 1.53e-17 1.43e-17 6e-18 9.02 -1113.54 424023.9543726236 LeftD05
F03685 275.879 117.307 1.55e-17 1.08e-17 8.67e-18 5.31 -1113.6 424046.7680608365 LeftD05
