Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F01737 34.496 132.407 7.9e-17 4.53e-17 2.72e-17 14.95 -585.84 223377.56653992398 FrontF06
F01763 34.603 132.812 6.94e-17 3.46e-17 4.13e-17 15.31 -585.96 223423.19391634985 FrontF06
F01751 34.667 132.641 5.11e-17 4.14e-17 2.04e-17 20.15 -585.76 223347.1482889734 FrontF06
F01760 34.678 132.644 4.33e-17 4.62e-17 2.89e-17 17.72 -585.94 223415.58935361222 FrontF06
F01754 34.761 132.858 8.29e-17 3.63e-17 3.16e-17 18.19 -585.85 223381.3688212928 FrontF06
F01745 34.761 132.797 9e-17 4.54e-17 2.97e-17 12.37 -585.83 223373.76425855517 FrontF06
F01766 34.842 132.634 6.92e-17 3.98e-17 2.45e-17 19.28 -585.81 223366.15969581748 FrontF06
F01743 34.847 132.963 4.9e-17 3.67e-17 1.77e-17 21.69 -585.94 223415.58935361222 FrontF06
F01752 34.859 132.983 8.25e-17 3.82e-17 2.94e-17 13.98 -585.97 223426.99619771866 FrontF06
F01762 34.869 132.736 3.6e-17 2.69e-17 2.11e-17 17.0 -585.87 223388.97338403043 FrontF06
F01735 34.871 132.61 5.78e-17 2.2e-17 1.94e-17 16.42 -585.97 223426.99619771866 FrontF06
F01765 34.884 132.672 8.64e-17 4.34e-17 2.21e-17 16.96 -586.02 223446.00760456274 FrontF06
F01753 34.912 132.676 5.15e-17 4.62e-17 3.14e-17 21.73 -585.97 223426.99619771866 FrontF06
F01742 34.924 132.75 5.29e-17 3.28e-17 2.4e-17 21.56 -585.93 223411.78707224334 FrontF06
F01769 34.927 132.684 6.28e-17 4.18e-17 3.13e-17 19.35 -585.88 223392.77566539924 FrontF06
F01734 34.93 132.692 6e-17 3.2e-17 1.88e-17 19.48 -586.0 223438.4030418251 FrontF06
F01741 34.933 132.672 5.18e-17 3.21e-17 1.88e-17 18.67 -585.86 223385.1711026616 FrontF06
F01756 34.933 132.664 5.61e-17 4.6e-17 3.29e-17 20.02 -585.91 223404.1825095057 FrontF06
F01757 34.934 132.546 5.81e-17 3.71e-17 2.12e-17 26.57 -585.96 223423.19391634985 FrontF06
F01744 34.954 132.686 4.13e-17 4.3e-17 2.87e-17 16.83 -585.95 223419.39163498103 FrontF06
F01759 34.954 132.697 6.89e-17 4.71e-17 2.96e-17 14.11 -586.01 223442.20532319392 FrontF06
F01740 34.96 132.697 6.03e-17 3.43e-17 3.31e-17 15.41 -585.84 223377.56653992398 FrontF06
F01758 34.961 132.661 5.51e-17 3.32e-17 2.69e-17 23.64 -585.83 223373.76425855517 FrontF06
F01764 34.966 132.704 4.92e-17 2.26e-17 1.94e-17 29.52 -585.89 223396.57794676808 FrontF06
F01746 34.969 132.893 6.24e-17 4.32e-17 1.92e-17 15.29 -585.84 223377.56653992398 FrontF06
F01761 34.971 132.337 5.91e-17 5.04e-17 2.28e-17 20.42 -585.93 223411.78707224334 FrontF06
F01738 34.973 132.703 3.7e-17 4e-17 1.98e-17 23.05 -585.94 223415.58935361222 FrontF06
F01767 34.973 132.697 4.39e-17 3e-17 2.59e-17 17.47 -585.75 223343.3460076046 FrontF06
F01770 34.98 132.715 5.82e-17 4.36e-17 2.13e-17 18.12 -585.88 223392.77566539924 FrontF06
F01755 34.981 132.731 3.17e-17 2.86e-17 2.24e-17 19.66 -585.93 223411.78707224334 FrontF06
F01733 34.993 132.746 7.84e-17 4.42e-17 4.61e-17 23.8 -585.91 223404.1825095057 FrontF06
F01747 34.993 132.674 4.58e-17 3.21e-17 2.07e-17 23.12 -585.91 223404.1825095057 FrontF06
F01748 35.0 132.724 7e-17 3.67e-17 2.51e-17 17.43 -585.99 223434.6007604563 FrontF06
F01768 35.002 132.749 5.88e-17 4.89e-17 3.21e-17 16.98 -585.77 223350.95057034222 FrontF06
F01736 35.013 132.71 4.64e-17 3.88e-17 3.13e-17 28.77 -585.79 223358.55513307985 FrontF06
F01749 35.014 132.833 5.31e-17 4.02e-17 3.12e-17 32.61 -585.87 223388.97338403043 FrontF06
F01739 35.031 132.631 3.29e-17 3.33e-17 1.62e-17 18.34 -585.97 223426.99619771866 FrontF06
F01750 35.073 132.763 7.73e-17 4.09e-17 2.59e-17 28.98 -586.03 223449.80988593155 FrontF06
