Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F00453 258.661 92.63 3.99e-17 3.26e-17 2.26e-17 14.63 -672.49 256324.33460076049 LeftC04
F00444 259.044 92.323 5.26e-17 2.86e-17 2.32e-17 12.26 -672.3 256252.09125475286 LeftC04
F00477 259.236 93.013 3.9e-17 2.46e-17 1.92e-17 12.42 -672.47 256316.73003802283 LeftC04
F00459 259.282 92.718 2.74e-17 2.18e-17 1.35e-17 12.74 -672.45 256309.1254752852 LeftC04
F00455 259.372 92.721 3.38e-17 2.45e-17 1.38e-17 19.32 -672.45 256309.1254752852 LeftC04
F00471 259.387 92.655 4.3e-17 2.89e-17 1.79e-17 15.05 -672.52 256335.74144486693 LeftC04
F00474 259.395 92.63 4.39e-17 2.97e-17 2.01e-17 21.26 -672.28 256244.48669201523 LeftC04
F00464 259.402 92.749 3.74e-17 2.85e-17 1.19e-17 10.54 -672.37 256278.70722433462 LeftC04
F00441 259.409 92.867 2.8e-17 2.8e-17 1.29e-17 14.71 -672.51 256331.93916349811 LeftC04
F00448 259.434 92.552 3.45e-17 3.09e-17 1.98e-17 24.56 -672.57 256354.75285171106 LeftC04
F00452 259.434 92.8 4.26e-17 3.17e-17 2.06e-17 24.75 -672.32 256259.69581749052 LeftC04
F00449 259.435 92.808 5.72e-17 2.99e-17 2.74e-17 11.69 -672.44 256305.32319391638 LeftC04
F00476 259.444 92.666 5.38e-17 3.44e-17 2.3e-17 27.31 -672.5 256328.1368821293 LeftC04
F00466 259.447 92.664 5.31e-17 3.79e-17 2.51e-17 20.14 -672.43 256301.52091254754 LeftC04
F00451 259.447 92.691 3.49e-17 2.07e-17 1.97e-17 19.65 -672.52 256335.74144486693 LeftC04
F00467 259.451 92.562 5.44e-17 3.98e-17 2.54e-17 10.18 -672.34 256267.30038022817 LeftC04
F00460 259.454 92.634 5.18e-17 3.15e-17 2.1e-17 23.07 -672.47 256316.73003802283 LeftC04
F00447 259.454 92.58 4.59e-17 3.43e-17 2.01e-17 12.19 -672.33 256263.49809885936 LeftC04
F00465 259.463 92.598 3.2e-17 2.2e-17 1.42e-17 13.96 -672.56 256350.9505703422 LeftC04
F00442 259.465 92.643 3.57e-17 3.53e-17 1.98e-17 16.22 -672.37 256278.70722433462 LeftC04
F00450 259.47 92.624 3.12e-17 3.01e-17 1.81e-17 10.21 -672.24 256229.27756653994 LeftC04
F00481 259.475 92.638 3.48e-17 2.28e-17 1.98e-17 24.62 -672.34 256267.30038022817 LeftC04
F00463 259.478 92.681 4.17e-17 2.61e-17 2.1e-17 14.13 -672.59 256362.3574144487 LeftC04
F00480 259.478 92.631 3.07e-17 4.37e-17 1.74e-17 14.45 -672.44 256305.32319391638 LeftC04
F00475 259.482 92.764 4.67e-17 4.63e-17 2.4e-17 16.5 -672.27 256240.68441064638 LeftC04
F00472 259.482 92.647 4.06e-17 2.8e-17 2e-17 11.25 -672.33 256263.49809885936 LeftC04
F00456 259.487 92.646 5.35e-17 3.24e-17 1.99e-17 18.72 -672.56 256350.9505703422 LeftC04
F00454 259.488 92.645 5.56e-17 3.24e-17 2.74e-17 17.7 -672.28 256244.48669201523 LeftC04
F00468 259.49 92.652 4.79e-17 2.56e-17 2.39e-17 27.87 -672.5 256328.1368821293 LeftC04
F00470 259.496 92.645 5.51e-17 3.95e-17 2.56e-17 15.91 -672.42 256297.7186311787 LeftC04
F00445 259.499 92.617 3.14e-17 2.57e-17 1.68e-17 16.14 -672.43 256301.52091254754 LeftC04
F00446 259.506 92.885 3.63e-17 3.17e-17 2.19e-17 10.52 -672.42 256297.7186311787 LeftC04
F00469 259.511 92.691 3.5e-17 2.41e-17 1.45e-17 8.9 -672.42 256297.7186311787 LeftC04
F00457 259.523 92.676 4e-17 3.16e-17 1.59e-17 13.7 -672.46 256312.927756654 LeftC04
F00479 259.546 92.83 4.68e-17 3.19e-17 1.65e-17 7.59 -672.28 256244.48669201523 LeftC04
F00458 259.555 92.614 4.54e-17 3.1e-17 2.46e-17 14.77 -672.43 256301.52091254754 LeftC04
F00461 259.617 92.65 4.79e-17 3.41e-17 1.86e-17 22.63 -672.33 256263.49809885936 LeftC04
F00443 259.648 92.611 4.47e-17 3.35e-17 1.92e-17 14.07 -672.43 256301.52091254754 LeftC04
F00462 259.744 92.218 4.22e-17 4.23e-17 2.04e-17 14.0 -672.32 256259.69581749052 LeftC04
F00478 259.794 92.504 4.4e-17 2.66e-17 1.87e-17 18.19 -672.43 256301.52091254754 LeftC04
F00473 259.9 92.735 4.63e-17 2.72e-17 2.03e-17 19.37 -672.14 256191.25475285173 LeftC04
