Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F07297 54.024 99.247 2.35e-17 1.59e-17 1.56e-17 13.58 -891.43 339571.48288973386 RightA04
F07302 54.085 99.157 2.66e-17 1.87e-17 9.73e-18 9.73 -891.44 339575.2851711027 RightA04
F07334 54.129 99.273 2.66e-17 2.11e-17 1.18e-17 9.52 -891.47 339586.6920152092 RightA04
F07295 54.245 99.132 3.03e-17 3.56e-17 1.53e-17 14.71 -891.61 339639.92395437264 RightA04
F07324 54.254 98.951 3.14e-17 2.09e-17 1.32e-17 10.25 -891.61 339639.92395437264 RightA04
F07294 54.259 99.158 2.31e-17 1.79e-17 1.4e-17 14.99 -891.62 339643.72623574146 RightA04
F07316 54.294 99.082 2.86e-17 1.87e-17 1.08e-17 9.6 -891.54 339613.3079847909 RightA04
F07301 54.325 99.054 2.56e-17 2.08e-17 1.28e-17 13.56 -891.58 339628.5171102662 RightA04
F07331 54.332 98.924 3.22e-17 2.22e-17 1.3e-17 12.6 -891.7 339674.14448669204 RightA04
F07329 54.342 99.156 2.41e-17 1.72e-17 9.59e-18 12.08 -891.62 339643.72623574146 RightA04
F07306 54.385 99.258 2.27e-17 2e-17 1.07e-17 14.23 -891.71 339677.94676806085 RightA04
F07300 54.386 99.177 3.63e-17 2.53e-17 1.23e-17 17.83 -891.44 339575.2851711027 RightA04
F07318 54.422 99.171 2.67e-17 1.7e-17 9.52e-18 11.55 -891.66 339658.9353612167 RightA04
F07312 54.427 98.92 2.46e-17 1.61e-17 1.56e-17 15.47 -891.48 339590.494296578 RightA04
F07314 54.449 99.067 2.54e-17 1.82e-17 9.32e-18 18.96 -891.45 339579.0874524715 RightA04
F07337 54.45 99.161 2.15e-17 1.38e-17 9.63e-18 12.33 -891.57 339624.7148288974 RightA04
F07310 54.451 99.037 1.76e-17 1.44e-17 8.99e-18 10.29 -891.35 339541.0646387833 RightA04
F07317 54.451 99.098 1.91e-17 1.38e-17 1.04e-17 15.19 -891.52 339605.70342205325 RightA04
F07303 54.455 99.234 2.24e-17 1.04e-17 9.57e-18 8.22 -891.57 339624.7148288974 RightA04
F07327 54.456 99.058 1.61e-17 1.94e-17 7.66e-18 12.57 -891.48 339590.494296578 RightA04
F07293 54.457 99.054 2.85e-17 1.97e-17 1.43e-17 11.23 -891.65 339655.1330798479 RightA04
F07332 54.457 99.078 2.55e-17 1.91e-17 1.28e-17 24.15 -891.59 339632.319391635 RightA04
F07305 54.458 99.084 3.11e-17 2.04e-17 1.06e-17 10.2 -891.52 339605.70342205325 RightA04
F07325 54.459 99.092 1.14e-17 1.02e-17 6.17e-18 12.46 -891.45 339579.0874524715 RightA04
F07308 54.459 99.185 2.89e-17 2.43e-17 1.2e-17 13.31 -891.57 339624.7148288974 RightA04
F07292 54.462 99.084 1.58e-17 1.11e-17 6.64e-18 18.35 -891.52 339605.70342205325 RightA04
F07313 54.462 99.091 2.87e-17 1.65e-17 1.18e-17 6.48 -891.62 339643.72623574146 RightA04
F07315 54.467 99.17 3.92e-17 2.07e-17 1.51e-17 6.85 -891.52 339605.70342205325 RightA04
F07296 54.471 99.012 2.53e-17 1.84e-17 1.2e-17 10.95 -891.36 339544.8669201521 RightA04
F07299 54.473 98.964 1.85e-17 1.45e-17 1.08e-17 10.56 -891.5 339598.0988593156 RightA04
F07311 54.479 99.168 2.25e-17 1.3e-17 1.07e-17 12.44 -891.57 339624.7148288974 RightA04
F07304 54.502 99.225 2.98e-17 1.82e-17 9.91e-18 10.93 -891.56 339620.9125475285 RightA04
F07326 54.503 99.129 2.01e-17 1.35e-17 1.02e-17 11.2 -891.51 339601.90114068444 RightA04
F07330 54.504 99.065 2.68e-17 1.76e-17 1.22e-17 8.52 -891.57 339624.7148288974 RightA04
F07336 54.509 99.137 2.26e-17 1.59e-17 9.57e-18 12.84 -891.46 339582.88973384036 RightA04
F07298 54.518 99.084 2.05e-17 1.83e-17 9.55e-18 10.72 -891.5 339598.0988593156 RightA04
F07335 54.547 98.989 4.48e-17 2.24e-17 1.16e-17 8.65 -891.52 339605.70342205325 RightA04
F07323 54.555 99.358 2.25e-17 1.63e-17 1.21e-17 20.32 -891.57 339624.7148288974 RightA04
F07319 54.561 99.007 3.51e-17 1.7e-17 1.02e-17 13.56 -891.48 339590.494296578 RightA04
F07321 54.568 99.273 2.67e-17 1.77e-17 1.73e-17 13.19 -891.68 339666.53992395435 RightA04
F07309 54.577 99.037 2.74e-17 2.23e-17 1e-17 14.74 -891.58 339628.5171102662 RightA04
F07333 54.579 99.035 2.56e-17 1.42e-17 1.18e-17 7.27 -891.52 339605.70342205325 RightA04
F07320 54.63 98.893 2.3e-17 1.96e-17 1.28e-17 10.41 -891.54 339613.3079847909 RightA04
F07328 54.697 98.496 3.25e-17 2.46e-17 1.26e-17 9.29 -891.47 339586.6920152092 RightA04
F07307 54.706 99.161 1.98e-17 1.06e-17 9.35e-18 9.67 -891.7 339674.14448669204 RightA04
