Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F01231 15.494 129.336 6.92e-17 6.95e-17 3.52e-17 27.32 -491.66 187567.68060836502 FrontE06
F01233 15.589 129.467 6.62e-17 5.22e-17 3.8e-17 18.74 -491.59 187541.06463878325 FrontE06
F01232 15.656 129.525 1.13e-16 5.87e-17 3.98e-17 16.66 -491.63 187556.27376425854 FrontE06
F01240 15.711 129.517 7.78e-17 5.74e-17 2.98e-17 29.31 -491.65 187563.87832699617 FrontE06
F01253 15.755 129.496 7.63e-17 3.8e-17 3.55e-17 31.92 -491.51 187510.64638783268 FrontE06
F01235 15.758 129.122 9.72e-17 5.95e-17 4.2e-17 27.19 -491.5 187506.84410646386 FrontE06
F01255 15.893 129.585 9.2e-17 5.94e-17 4.85e-17 13.9 -491.51 187510.64638783268 FrontE06
F01230 15.899 129.441 6.45e-17 6.92e-17 3.62e-17 25.58 -491.59 187541.06463878325 FrontE06
F01249 15.95 129.497 4.72e-17 3.15e-17 3.09e-17 11.29 -491.56 187529.6577946768 FrontE06
F01261 15.973 129.445 1.01e-16 9.21e-17 4.08e-17 22.89 -491.75 187601.9011406844 FrontE06
F01259 15.987 129.4 7.52e-17 4.39e-17 4.52e-17 29.05 -491.8 187620.9125475285 FrontE06
F01241 15.99 129.503 6.94e-17 5.18e-17 3.02e-17 23.64 -491.58 187537.26235741444 FrontE06
F01236 15.993 129.549 1.07e-16 5.53e-17 7.6e-17 21.96 -491.61 187548.6692015209 FrontE06
F01243 16.043 129.514 8.59e-17 6.98e-17 3.35e-17 13.98 -491.56 187529.6577946768 FrontE06
F01256 16.048 129.512 1.1e-16 5.11e-17 4.39e-17 20.87 -491.7 187582.8897338403 FrontE06
F01237 16.058 129.518 9.87e-17 5.67e-17 3.85e-17 15.03 -491.48 187499.23954372623 FrontE06
F01242 16.066 129.521 8.51e-17 3.82e-17 4.15e-17 15.26 -491.83 187632.31939163496 FrontE06
F01252 16.078 129.58 5.51e-17 3.35e-17 2.31e-17 27.92 -491.73 187594.29657794678 FrontE06
F01260 16.09 129.129 9.83e-17 4.6e-17 4.49e-17 29.0 -491.52 187514.44866920152 FrontE06
