Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F01402 223.465 29.777 4.37e-17 3.99e-17 2.23e-17 18.17 -642.37 244871.86311787073 UpB02
F01406 223.236 29.784 3.77e-17 2.52e-17 1.74e-17 23.26 -642.39 244879.4676806084 UpB02
F01381 223.504 29.553 4.9e-17 3.05e-17 2.48e-17 8.32 -642.36 244868.0608365019 UpB02
F01384 222.608 29.971 5.82e-17 4.33e-17 2.64e-17 11.84 -642.31 244849.04942965778 UpB02
F01392 223.003 29.721 4.89e-17 3.93e-17 2.58e-17 19.28 -642.36 244868.0608365019 UpB02
F01400 223.145 29.622 6.14e-17 3.76e-17 2.65e-17 29.99 -642.54 244936.5019011407 UpB02
F01395 222.943 29.719 5.28e-17 2.51e-17 1.93e-17 24.39 -642.39 244879.4676806084 UpB02
F01382 222.986 29.692 4.79e-17 3.11e-17 2.08e-17 32.28 -642.21 244811.0266159696 UpB02
F01397 223.025 29.659 4.87e-17 3.56e-17 2.13e-17 22.12 -642.26 244830.0380228137 UpB02
F01404 223.136 29.6 4.21e-17 2.85e-17 1.86e-17 13.19 -642.47 244909.88593155897 UpB02
F01414 223.115 29.599 5.87e-17 4.3e-17 2.53e-17 16.16 -642.33 244856.65399239547 UpB02
F01387 223.087 29.612 6.22e-17 5.29e-17 2.81e-17 24.89 -642.28 244837.64258555134 UpB02
F01410 223.083 29.593 5.07e-17 3.22e-17 2.12e-17 15.26 -642.38 244875.66539923954 UpB02
F01391 223.075 29.596 4.12e-17 2.55e-17 1.55e-17 15.39 -642.41 244887.07224334602 UpB02
F01388 222.938 29.663 7.26e-17 5.57e-17 2.95e-17 16.6 -642.42 244890.87452471483 UpB02
F01405 223.071 29.597 4.98e-17 3.28e-17 2.3e-17 13.38 -642.47 244909.88593155897 UpB02
F01407 223.071 29.593 4.91e-17 3.55e-17 2.22e-17 15.21 -642.38 244875.66539923954 UpB02
F01412 223.063 29.591 5e-17 3.24e-17 2.25e-17 20.63 -642.41 244887.07224334602 UpB02
F01390 223.042 29.596 3.82e-17 3.09e-17 1.85e-17 18.73 -642.4 244883.2699619772 UpB02
F01386 223.033 29.597 4.42e-17 3.39e-17 1.83e-17 24.18 -642.42 244890.87452471483 UpB02
F01413 223.026 29.593 5.33e-17 3.77e-17 2.12e-17 21.46 -642.33 244856.65399239547 UpB02
F01409 223.127 29.534 6.43e-17 4.22e-17 2.74e-17 8.93 -642.54 244936.5019011407 UpB02
F01403 222.936 29.609 6.46e-17 4.62e-17 2.53e-17 15.68 -642.39 244879.4676806084 UpB02
F01399 222.928 29.593 4.43e-17 3.8e-17 2.11e-17 20.47 -642.48 244913.68821292778 UpB02
F01394 222.968 29.572 3.75e-17 2.51e-17 1.76e-17 18.85 -642.36 244868.0608365019 UpB02
F01383 223.138 29.47 4.42e-17 3.34e-17 2.06e-17 18.02 -642.31 244849.04942965778 UpB02
F01411 222.833 29.599 4.25e-17 3.22e-17 2.05e-17 12.94 -642.38 244875.66539923954 UpB02
F01408 223.046 29.487 4.72e-17 2.98e-17 2.04e-17 10.91 -642.26 244830.0380228137 UpB02
F01378 222.421 29.779 4.18e-17 2.82e-17 2.4e-17 20.37 -642.29 244841.44486692015 UpB02
F01396 223.107 29.438 6.89e-17 4.84e-17 3.31e-17 18.47 -642.44 244898.47908745252 UpB02
F01379 223.04 29.426 4.38e-17 2.66e-17 1.99e-17 12.75 -642.3 244845.24714828897 UpB02
F01393 222.727 29.579 5.41e-17 3.65e-17 2.71e-17 16.76 -642.25 244826.2357414449 UpB02
F01389 222.749 29.484 5.02e-17 3.44e-17 2.17e-17 15.55 -642.45 244902.28136882134 UpB02
F01380 223.655 28.976 5.09e-17 3.55e-17 2.23e-17 23.12 -642.38 244875.66539923954 UpB02
F01385 222.572 29.453 4.25e-17 3.31e-17 2.36e-17 15.25 -642.41 244887.07224334602 UpB02
F01401 222.215 29.446 6.06e-17 4.23e-17 3.01e-17 14.33 -642.48 244913.68821292778 UpB02
F01398 222.794 29.033 4.6e-17 2.83e-17 2.05e-17 18.75 -642.24 244822.43346007608 UpB02
