Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F08217 209.049 77.118 1.72e-17 1.59e-17 8.37e-18 9.73 -1015.23 386643.72623574146 BackE03
F08196 209.061 76.743 2.03e-17 1.44e-17 9.23e-18 9.97 -1015.42 386715.96958174906 BackE03
F08184 209.076 77.032 1.73e-17 1.58e-17 9.75e-18 20.55 -1015.21 386636.1216730038 BackE03
F08209 209.084 77.601 1.58e-17 1.13e-17 9.87e-18 9.83 -1015.32 386677.94676806085 BackE03
F08205 209.152 77.12 2.42e-17 1.46e-17 9.85e-18 13.05 -1015.46 386731.1787072244 BackE03
F08199 209.184 77.121 1.92e-17 1.33e-17 8.23e-18 6.08 -1015.32 386677.94676806085 BackE03
F08203 209.192 77.192 1.51e-17 1.06e-17 7.46e-18 8.46 -1015.17 386620.9125475285 BackE03
F08216 209.193 76.951 1.99e-17 1.35e-17 1.16e-17 10.85 -1015.23 386643.72623574146 BackE03
F08191 209.2 76.915 1.48e-17 1.44e-17 7.2e-18 9.27 -1015.36 386693.15589353617 BackE03
F08201 209.202 77.067 2.4e-17 1.83e-17 9e-18 10.91 -1015.23 386643.72623574146 BackE03
F08200 209.206 76.968 1.63e-17 1.22e-17 8.76e-18 10.16 -1015.36 386693.15589353617 BackE03
F08214 209.211 76.738 2.28e-17 1.73e-17 8.03e-18 12.74 -1014.98 386548.6692015209 BackE03
F08202 209.213 76.981 2.43e-17 1.71e-17 1.24e-17 11.55 -1015.32 386677.94676806085 BackE03
F08208 209.214 76.895 2.39e-17 1.48e-17 1.27e-17 9.41 -1015.25 386651.3307984791 BackE03
F08222 209.225 77.0 2.14e-17 1.4e-17 8.1e-18 11.35 -1015.32 386677.94676806085 BackE03
F08206 209.239 76.789 1.93e-17 1.4e-17 7.85e-18 10.56 -1015.35 386689.35361216735 BackE03
F08192 209.243 77.004 1.97e-17 1.06e-17 7.37e-18 14.03 -1015.18 386624.7148288973 BackE03
F08188 209.245 76.976 2.11e-17 1.4e-17 8.04e-18 9.1 -1015.27 386658.9353612167 BackE03
F08197 209.245 77.021 1.48e-17 1.01e-17 6.57e-18 11.71 -1015.38 386700.7604562738 BackE03
F08212 209.247 77.023 1.93e-17 1.35e-17 1.07e-17 13.6 -1015.45 386727.37642585556 BackE03
F08223 209.249 76.949 2.08e-17 1.34e-17 8.4e-18 17.46 -1015.14 386609.50570342207 BackE03
F08183 209.249 76.979 1.53e-17 1.11e-17 6.73e-18 11.37 -1015.29 386666.53992395435 BackE03
F08198 209.255 77.102 1.66e-17 1.05e-17 9.37e-18 11.89 -1015.29 386666.53992395435 BackE03
F08220 209.262 76.739 1.86e-17 1.64e-17 1.21e-17 10.32 -1015.28 386662.73764258553 BackE03
F08187 209.265 77.013 1.82e-17 1.39e-17 8.65e-18 13.35 -1015.43 386719.7718631179 BackE03
F08185 209.267 76.899 1.49e-17 1.13e-17 6.64e-18 11.55 -1015.15 386613.3079847909 BackE03
F08204 209.267 76.959 1.36e-17 1.18e-17 6.13e-18 15.93 -1015.28 386662.73764258553 BackE03
F08215 209.27 76.964 1.93e-17 1.18e-17 8.6e-18 6.72 -1015.19 386628.5171102662 BackE03
F08219 209.276 77.0 2.09e-17 1.19e-17 8.08e-18 11.42 -1015.07 386582.88973384036 BackE03
F08195 209.278 77.013 1.43e-17 1e-17 4.6e-18 7.37 -1015.41 386712.16730038024 BackE03
F08193 209.281 77.055 1.62e-17 1.37e-17 9.2e-18 17.2 -1015.3 386670.3422053232 BackE03
F08190 209.284 76.799 2.53e-17 1.53e-17 9.4e-18 11.49 -1015.21 386636.1216730038 BackE03
F08189 209.343 77.139 1.96e-17 1.53e-17 7.74e-18 13.53 -1015.22 386639.92395437264 BackE03
F08210 209.346 76.907 1.55e-17 1.34e-17 8.58e-18 12.27 -1015.35 386689.35361216735 BackE03
F08194 209.368 76.77 1.71e-17 1.17e-17 8.51e-18 11.54 -1015.21 386636.1216730038 BackE03
F08224 209.369 77.129 1.88e-17 1.33e-17 9.6e-18 4.53 -1015.23 386643.72623574146 BackE03
F08221 209.471 77.106 2.27e-17 1.78e-17 7.38e-18 13.53 -1015.18 386624.7148288973 BackE03
F08211 209.49 76.771 1.79e-17 1.12e-17 7.48e-18 10.91 -1015.36 386693.15589353617 BackE03
