Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F10791 87.873 172.296 2.79e-16 2.3e-16 1.32e-16 35.84 -275.57 105404.18250950568 DownD03
F10798 88.918 172.005 2.63e-16 1.74e-16 1.28e-16 55.35 -275.64 105430.79847908743 DownD03
F10794 88.673 171.753 2.76e-16 1.54e-16 1.42e-16 58.36 -275.82 105499.23954372623 DownD03
F10792 94.03 172.046 2.56e-16 2.02e-16 9.52e-17 36.43 -275.86 105514.44866920152 DownD04
F10796 92.907 172.015 3.15e-16 1.85e-16 1.29e-16 51.9 -275.49 105373.76425855512 DownD04
F10803 93.959 171.977 1.91e-16 1.7e-16 1.07e-16 53.82 -275.6 105415.58935361217 DownD04
F10802 93.277 171.865 1.93e-16 1.61e-16 9.65e-17 53.55 -275.55 105396.57794676805 DownD04
F10797 93.805 171.849 1.95e-16 1.51e-16 7.68e-17 37.75 -275.64 105430.79847908743 DownD04
F10799 94.188 171.84 2.08e-16 1.29e-16 1.18e-16 35.45 -275.62 105423.1939163498 DownD04
F10795 90.014 171.724 2.47e-16 1.47e-16 1.05e-16 42.64 -275.52 105385.17110266158 DownD04
F10790 96.173 171.4 3.47e-16 2.24e-16 1.3e-16 26.17 -275.87 105518.25095057033 DownD04
F10793 101.799 171.223 3.5e-16 2.27e-16 1.74e-16 32.4 -275.52 105385.17110266158 DownD04
F10800 99.942 171.062 2.26e-16 1.82e-16 1.2e-16 35.52 -275.62 105423.1939163498 DownD04
F10801 92.93 171.159 2.85e-16 2.06e-16 8.77e-17 30.36 -275.69 105449.80988593155 DownD04
