Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F03817 25.496 49.444 1.79e-17 1.22e-17 7.91e-18 13.81 -1090.47 415252.0912547529 FrontE01
F03827 25.52 49.369 1.67e-17 1.08e-17 7.1e-18 7.4 -1090.38 415217.8707224335 FrontE01
F03826 25.582 49.499 1.71e-17 1.35e-17 9.09e-18 8.86 -1090.32 415195.05703422055 FrontE01
F03824 25.585 49.426 2.4e-17 1.39e-17 1.04e-17 10.78 -1090.43 415236.8821292776 FrontE01
F03812 25.609 49.472 1.75e-17 1.13e-17 7.72e-18 8.73 -1090.43 415236.8821292776 FrontE01
F03820 25.626 49.507 2.31e-17 1.38e-17 9.22e-18 11.5 -1090.4 415225.4752851712 FrontE01
F03821 25.629 49.516 1.94e-17 1.31e-17 7.98e-18 17.9 -1090.45 415244.48669201526 FrontE01
F03830 25.636 49.513 2.02e-17 1.32e-17 9.69e-18 11.38 -1090.33 415198.85931558936 FrontE01
F03815 25.649 49.436 1.77e-17 1.38e-17 6.8e-18 11.33 -1090.38 415217.8707224335 FrontE01
F03829 25.65 49.544 1.79e-17 1.3e-17 7.91e-18 11.41 -1090.33 415198.85931558936 FrontE01
F03833 25.651 49.507 1.49e-17 1.19e-17 6.27e-18 9.35 -1090.37 415214.0684410646 FrontE01
F03809 25.675 49.556 1.49e-17 1.04e-17 7.19e-18 8.6 -1090.45 415244.48669201526 FrontE01
F03810 25.715 49.529 1.83e-17 1.09e-17 7.34e-18 9.82 -1090.56 415286.3117870722 FrontE01
F03828 25.791 49.539 2.01e-17 1.43e-17 1.09e-17 7.63 -1090.52 415271.10266159696 FrontE01
F03819 25.817 49.477 1.72e-17 1.23e-17 7.66e-18 9.98 -1090.49 415259.6958174905 FrontE01
